numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
222,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
223,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
224,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
225,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
226,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
227,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
228,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
229,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
230,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
231,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
232,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
233,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
234,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
235,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
236,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
237,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
238,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
239,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
240,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
241,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
242,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
243,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
244,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
245,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
246,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
247,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
248,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
249,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
250,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
251,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
252,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
253,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
254,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
255,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
256,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
257,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
258,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
259,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
260,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
261,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
262,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
263,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
264,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
265,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
266,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
267,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
268,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
269,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
270,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
271,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
272,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
273,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
274,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
275,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
276,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
277,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
278,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
279,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
280,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
281,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
282,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
283,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
284,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
285,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
286,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
287,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
288,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
289,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
290,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
291,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
292,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
293,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
294,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
295,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
296,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
297,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
298,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
299,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
300,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,
