numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Bas de coton,Marseille,Angleterre,180,livres,8,1440,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Capres,Marseille,Angleterre,300,livres,"0,3",90,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Dorure fine,Marseille,Angleterre,50,livres,100,5000,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Fayance,Marseille,Angleterre,250,livres,"0,5",125,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Huile d'olive,Marseille,Angleterre,500,livres,"0,4",200,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Lard,Marseille,Angleterre,400,livres,"0,3",120,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Liqueur,Marseille,Angleterre,1100,livres,"0,75",825,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Olives,Marseille,Angleterre,150,livres,"0,15",22,"-0,5",
9,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Poisson salé,Marseille,Angleterre,200,livres,"0,25",50,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Pomade,Marseille,Angleterre,400,livres,"1,5",600,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1760.csv,Local,1,1760,Exports,Poudre a poudrer,Marseille,Angleterre,900,livres,"0,25",225,0,
