line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions sans produits,1753,Amiens,,"Allemagne, Lorraine et pais de Liege",Imports,,,,5431,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,,
2,National toutes directions sans produits,1753,Bourgogne,,"Allemagne, Lorraine et pais de Liege",Imports,,,,258052.45,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,,
3,National toutes directions sans produits,1753,Châlons,,"Allemagne, Lorraine et pais de Liege",Imports,,,,3115267.15,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,,
4,National toutes directions sans produits,1753,Charleville,,"Allemagne, Lorraine et pais de Liege",Imports,,,,2743241.95,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,,
5,National toutes directions sans produits,1753,Flandre,,"Allemagne, Lorraine et pais de Liege",Imports,,,,71939.60000000001,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,,
6,National toutes directions sans produits,1753,Langres,,"Allemagne, Lorraine et pais de Liege",Imports,,,,156106.2,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,,
7,National toutes directions sans produits,1753,Saint Quentin,,"Allemagne, Lorraine et pais de Liege",Imports,,,,15213.85,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,,
18,National toutes directions sans produits,1753,Amiens,,Angleterre,Imports,,,,341755.8,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
19,National toutes directions sans produits,1753,Bayonne,,Angleterre,Imports,,,,32932.5,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
20,National toutes directions sans produits,1753,Bordeaux,,Angleterre,Imports,,,,2764022.05,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
21,National toutes directions sans produits,1753,Caën,,Angleterre,Imports,,,,194829.8,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
22,National toutes directions sans produits,1753,La Rochelle,,Angleterre,Imports,,,,902545.45,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
23,National toutes directions sans produits,1753,Marseille,,Angleterre,Imports,,,,1220999.2,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
24,National toutes directions sans produits,1753,Montpellier,,Angleterre,Imports,,,,9904.1,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
25,National toutes directions sans produits,1753,Nantes,,Angleterre,Imports,,,,881878.55,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
26,National toutes directions sans produits,1753,Rennes,,Angleterre,Imports,,,,582724.95,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
27,National toutes directions sans produits,1753,Roüen,,Angleterre,Imports,,,,4472823.3,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
28,National toutes directions sans produits,1753,Saint Quentin,,Angleterre,Imports,,,,436,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,,
45,National toutes directions sans produits,1753,Amiens,,Danemark,Imports,,,,120346.35,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,,
46,National toutes directions sans produits,1753,Bordeaux,,Danemark,Imports,,,,194550.15,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,,
47,National toutes directions sans produits,1753,Caën,,Danemark,Imports,,,,12839.55,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,,
48,National toutes directions sans produits,1753,La Rochelle,,Danemark,Imports,,,,287157.1,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,,
49,National toutes directions sans produits,1753,Nantes,,Danemark,Imports,,,,66252.05,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,,
50,National toutes directions sans produits,1753,Rennes,,Danemark,Imports,,,,362942.25,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,,
51,National toutes directions sans produits,1753,Roüen,,Danemark,Imports,,,,97597.5,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,,
52,National toutes directions sans produits,1753,Saint Quentin,,Danemark,Imports,,,,1200,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,,
62,National toutes directions sans produits,1753,Amiens,,"Espagne, Canaries et Indes Occidentalles",Imports,,,,21201.4,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",6,,,,,Stephen Jackson,,,,,,,,,,,,,
63,National toutes directions sans produits,1753,Bayonne,,"Espagne, Canaries et Indes Occidentalles",Imports,,,,3082106.75,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1753.csv,"BM Rouen, Fonds Montbret, 155-1",6,,,,,Stephen Jackson,,,,,,,,,,,,,
