numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Bray sec,Angleterre,"5 000,00",Livres,"0,070",,,Prix unitaire en pourcentage
2,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Chaises de paille,Angleterre,"6,00",Pièces,"1,000",,,
3,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Chataignes,Angleterre,"50,00",Boisseaux,"0,500",,,
4,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Droguet de soye,Angleterre,"80,00",Livres,"45,000",,,
5,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Eau de vie,Angleterre,"19 558,00",Veltes,"4,000",,,erreur du transcripteur original qui a mis 120 lt de prix.
6,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Fayance,Angleterre,"37,00",Douzaines,"1,750",,,
7,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Marmites de fer,Angleterre,"72,00",Pièces,"1,500",,,
8,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Merrain ganivelle,Angleterre,"10 000,00",Pièces,"0,100",,,Prix unitaire en Milliers
9,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Miel,Angleterre,"34,00",Barriques,"40,000",,,
10,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Noix,Angleterre,"700,00",Milliers,"1,500",,,
11,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Papier,Angleterre,"3 700,00",Livres,"0,650",,,
12,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Sel du Croisic,Angleterre,"155,00",Muids,"2,500",,,
13,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Thé,Angleterre,"4 606,00",Livres,"3,000",,,
14,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Toile batiste,Angleterre,"20,00",Livres,"20,000",,,
15,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Toile de Bretagne,Angleterre,"1 570,00",Livres,"3,500",,,
16,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,1,Vin d'Amont,Angleterre,"25,00",Barriques,"35,000",,,
17,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Vin de Bordeaux,Angleterre,"12,00",Barriques,"50,000",,,
18,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Vin de Marseille,Angleterre,"5 586,00",Bouteilles,"0,500",,,
19,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Vin muscat,Angleterre,"250,00",Bouteilles,"1,000",,,
20,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Vinaigre,Angleterre,"1,00",Ancres,"30,000",,,
21,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Vinaigre,Angleterre,"22,00",Quarts,"9,000",,,
22,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Eau de vie,Danemark,"385,00",Veltes,"4,000",,,
23,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Sel de Bourgneuf,Danemark,"82,00",Charges,"50,000",,,
24,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Sel du Croisic,Danemark,"217,00",Muids,"50,000",,,
25,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Sel du Poulinguen,Danemark,"102,00",Muids,"50,000",,,
26,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Taffia,Danemark,"159,00",Veltes,"2,500",,,
27,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Thé,Danemark,"3 604,00",Livres,"3,000",,,
28,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Azur,Espagne,"1 500,00",Livres,"0,750",,,
29,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Beuf salé,Espagne,"800,00",Livres,"0,150",,,
30,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Beure salé,Espagne,"160,00",Livres,"0,300",,,
31,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Bois de Campesche,Espagne,"1 100,00",Livres,"0,140",,,Prix unitaire en pourcentage
32,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Bougie,Espagne,"264,00",Livres,"2,000",,,
33,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Bourses a cheveux,Espagne,"5,00",Douzaines,"13,000",,,
34,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Cacao,Espagne,"13 136,00",Livres,"0,600",,,
35,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Caffé des Isles,Espagne,"60,00",Livres,"0,750",,,
36,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,2,Camelot de laine,Espagne,"655,00",Aunes,"48,000",,,
37,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,3,Chaises de paille,Espagne,"12,00",Pièces,"1,000",,,
38,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,3,Chandelle,Espagne,"255,00",Livres,"0,300",,,
39,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,3,Chapeaux castors,Espagne,"73,00",Pièces,"16,000",,,
40,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,3,Chapeaux demi castors,Espagne,"25,00",Pièces,"8,000",,,
41,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1751.csv,Local,1751,Exports,Nantes,3,Chapeaux poil et laine,Espagne,"6,50",Douzaines,"18,000",,,
