numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
1,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,anspects,Angleterre,"36,00",pieces,"0,2000000","8,00","0,80",3 douzaines à 4 sous la pièce,1
2,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,bœuf salé,Angleterre,"16 670,00",barils,"20,0000000","333400,00","0,00",,1
3,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,beurre salé,Angleterre,"370 400,00",livres,"0,2200000","81488,00","0,00",,1
4,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,cuirs vert en poil,Angleterre,"14 374,00",nombre,"0,2200000","3188,00","25,72",erreur de calcul,1
5,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,crin,Angleterre,"3 050,00",livres,"0,7000000","2135,00","0,00",,1
6,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,cire jaune,Angleterre,"520,00",livres,"1,3000000","727,00","51,00",erreur de calcul,1
7,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,chandelle,Angleterre,"3 950,00",livres,"0,3500000","1383,00","0,50",,1
8,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,charbon de terre,Angleterre,"3 077,00",barig de 500 livres,"6,0000000","18600,00","138,00",erreur de calcul,1
9,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,citrons confits,Angleterre,"13,00",petits barils,"0,6500000","8,00","-0,45",,1
10,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,etain en bloc,Angleterre,"100,00",livres,"1,1000000","110,00","0,00",,1
11,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,fromage,Angleterre,"17 200,00",livres,"0,2000000","3440,00","0,00",,1
12,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,huile de moruë,Angleterre,"12,00",bariques,"90,0000000","1080,00","0,00",,1
13,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,huile de moruë,Angleterre,"1 700,00",livres,"0,1200000","204,00","0,00",,1
14,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,langues salées,Angleterre,"2,00",barils,"35,0000000","70,00","0,00",,1
15,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,lard,Angleterre,"120,00",livres,"0,1500000","18,00","0,00",,1
16,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,laine en suin,Angleterre,"703 540,00",livres,"0,7500000","52765,00","-474 890,00",erreur de calcul,1
17,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,mats de navire,Angleterre,"30,00",nombre,"300,0000000","9000,00","0,00",,1
18,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,plume à lit,Angleterre,"120,00",livres,"0,8000000","96,00","0,00",,1
19,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,planches de sapin communes,Angleterre,"4,03",nombre,"75,0000000","375,00","72,58",500 à 75 livres les 124,1
20,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,saumon sallé,Angleterre,"44,00",tiercons et demy,"30,0000000","1324,00","4,00",erreur de calcul,1
21,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,suif,Angleterre,"65 025,00",livres,"0,2600000","16906,00","-0,50",,1
22,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,anaba,Hollande,"9 680,00",pieces,"1,1500000","5972,00","-5 160,00",erreur de calcul,1
23,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,alibanis,Hollande,"80,00",pieces,"11,0000000","880,00","0,00",,1
24,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,aloes,Hollande,"100,00",livres,"1,0000000","100,00","0,00",,1
25,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1736.csv,Local,1736,Imports,Nantes,1,argent vif,Hollande,"685,00",livres,"4,0000000","2740,00","0,00",,1
