numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Amandes cassées,Angleterre,"30,00",Livre,"0,300","9,00","0,00",
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Bouteilles de verre,Angleterre,"550,00",Nombre,"0,200","110,00","0,00",Prix unitaire en pourcentage
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Bariques vuides,Angleterre,"80,00",Nombre,"1,767","140,00","1,33",arrondi
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Chataignes,Angleterre,"830,00",Boisseaux,"0,600","498,00","0,00",
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Confitures,Angleterre,"75,00",Livre,"0,538","410,00","-369,69",erreur de calcul
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Caffé des Isles,Angleterre,"4450,00",Livre,"0,550","2 431,00","16,50",arrondi
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Cottonnade,Angleterre,"239,00",Aune,"2,000","478,00","0,00",
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Cartes a jouer,Angleterre,"5,00",livres,"1,000","5,00","0,00",Unité de compte d'origine = 1 quart de grosse
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Eau de vie,Angleterre,"1352,00",Barique,"112,000","151 424,00","0,00",Droits à 3 livres et 5 sous la barique
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Eau de la Reine de Hongrie,Angleterre,"24,00",Douzaine,"6,000","144,00","0,00",
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Fayance,Angleterre,"53,00",Douzaine,"4,000","212,00","0,00",
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Fer en barres,Angleterre,"46500,00",Livre,"0,140","6 510,00","0,00",Prix unitaire en millier
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Gingembre,Angleterre,"125,00",Livre,"0,145","18,00","0,13",arrondi
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Jambon,Angleterre,"150,00",Livre,"0,500","75,00","0,00",Prix unitaire en pourcentage
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Indigo,Angleterre,"21864,00",Livre,"3,850","74 176,00","10 000,40",erreur de calcul
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Mouchoirs de Bengale,Angleterre,"16,00",Pièce,"25,000","400,00","0,00",
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Merrain Ganivelle,Angleterre,"66900,00",Douelle,"0,070","4 683,00","0,00",Prix unitaire en millier
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Noix,Angleterre,"80,00",Millier,"1,750","140,00","0,00",
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Pruneaux,Angleterre,"800,00",Livre,"0,150","120,00","0,00",Prix unitaire en pourcentage
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Poivre,Angleterre,"500,00",Livre,"1,325","620,00","42,50",erreur de calcul
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Papier à écrire,Angleterre,"14500,00",Livre,"0,600","8 700,00","0,00",Prix unitaire en pourcentage
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Porcelaine,Angleterre,"287,00",Livre,"5,000","1 435,00","0,00",
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Pierres a fusils,Angleterre,"8,00",Millier,"3,300","27,00","-0,60",arrondi
,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1739.csv,Local,1739,Exports,Nantes,1,Raisins secs,Angleterre,"25,00",Livre,"0,250","6,00","0,25",arrondi
