numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Unverified
1,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,bœuf salé,Angleterre,"21 269,50",barils,"20,0000000","435380,00","9 990,00",erreur de calcul,1
2,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,beurre salé,Angleterre,"346 570,00",livres,"0,2300000","83711,00","3 999,90",erreur de calcul,1
3,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,cire jaune,Angleterre,"106,00",livres,"1,1500000","121,00","-0,90",arrondi,1
4,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,cuirs verd en poil,Angleterre,"16 557,00",nombre,"18,0000000","298096,00","70,00",arrondi,1
5,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,crin,Angleterre,"1 129,00",livres,"0,6500000","738,00","4,15",arrondi,1
6,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,charbon de terre,Angleterre,"69,00",tonneaux,"4,0000000","276,00","0,00",,1
7,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,charbon de terre,Angleterre,"2 331,00",bariques de 500 livres,"6,0000000","13986,00","0,00",,1
8,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,chandelle,Angleterre,"10 180,00",livres,"0,3500000","3563,00","0,00",,1
9,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,fromage,Angleterre,"18 102,00",livres,"0,1600000","2896,00","-0,32",arrondi,1
10,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,laine en suin,Angleterre,"496 415,00",livres,"0,7500000","372311,00","-0,25",arrondi,1
11,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,moules a taillandier,Angleterre,"54,00",nombre,"1,0000000","54,00","0,00",,1
12,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,peau de tigre passée,Angleterre,"1,00",livres,"2,0000000","2,00","0,00",,1
13,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,peaux de veau,Angleterre,"20,00",nombre,"1,2500000","25,00","0,00",,1
14,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,peaux de mouton,Angleterre,"34,00",nombre,"0,7500000","25,00","-0,50",,1
15,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,saumon salé,Angleterre,"102,20",tiercons,"15,0000000","1537,00","4,00",arrondi,1
16,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,saumon salé,Angleterre,"25,00",barils,"20,0000000","500,00","0,00",,1
17,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,suif,Angleterre,"40 102,00",livres,"0,2500000","10070,00","44,50",arrondi,1
18,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,biere,Flandre imperiale,"25,00",bariques,"20,0000000","500,00","0,00",,1
19,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,barres d'anspects,Flandre imperiale,"100,00",nombre,"0,2500000","25,00","0,00",,1
20,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,epara de sapin,Flandre imperiale,"94,00",livres,"1,2500000","117,00","-0,50",,1
21,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,matreaux de 35 pieds,Flandre imperiale,"10,00",pièces,"35,0000000","350,00","0,00",,1
22,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,matreaux de 28 à 30 pieds,Flandre imperiale,"3,00",pièces,"22,0000000","44,00","-22,00",erreur de calcul,1
23,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,matreaux de 18 pieds,Flandre imperiale,"400,00",pièces,"10,0000000","4000,00","0,00",,1
24,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,manches de gaffe,Flandre imperiale,"100,00",nombre,"0,5000000","50,00","0,00",,1
25,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,planches de sapin communes,Flandre imperiale,"320,00",nombre,"0,6000000","335,00","143,00",erreur de calcul,1
26,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,argent vif,Hollande,"385,00",livres,"4,5000000","1737,00","4,50",erreur de calcul,1
27,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,ambre jaune,Hollande,"122,00",livres,"1,5000000","193,00","10,00",erreur de calcul,1
28,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,aloës,Hollande,"266,00",livres,"1,0000000","266,00","0,00",,1
29,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,assafetida,Hollande,"62,00",livres,"2,5000000","155,00","0,00",,1
30,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,arsenic,Hollande,"1 114,00",livres,"0,1500000","167,00","-0,10",arrondi,1
31,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,alun,Hollande,"1 319,00",livres,"0,1750000","231,00","0,17",arrondi,1
32,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,azur,Hollande,"6 819,00",livres,"18,0000000","122742,00","0,00",,1
33,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,acier,Hollande,"277,00",barils,"23,0000000","6371,00","0,00",,1
34,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,acier,Hollande,"4 800,00",livres,"0,2300000","1104,00","0,00",,1
35,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,ancres de fer,Hollande,"4 950,00",livres,"0,2200000","1039,00","-50,00",erreur de calcul,1
36,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,atelas,Hollande,"1,00",livres,"100,0000000","100,00","0,00",,1
37,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,anneaux de cuivre,Hollande,"132,00",livres,"1,0000000","132,00","0,00",,1
38,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,anabas,Hollande,"8 530,00",livres,"1,1500000","9700,00","-109,50",erreur de calcul,1
39,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,alibans,Hollande,"200,00",pieces,"11,0000000","2200,00","0,00",,1
40,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,bœuf salé,Hollande,"540,00",barils,"20,0000000","10800,00","0,00",,1
41,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,beurre salé,Hollande,"328,00",livres,"0,2300000","76,00","0,56",arrondi,1
42,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,biere,Hollande,"733,00",bariques,"20,0000000","1460,00","-13 200,00",erreur de calcul,1
43,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,1,biere,Hollande,"20,00",tierçons,"13,0000000","260,00","0,00",,1
44,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,borax,Hollande,"79,00",livres,"2,5000000","197,00","-0,50",,1
45,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,baume de copahu,Hollande,"220,00",livres,"6,0000000","1320,00","0,00",,1
46,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,blanc de baleine,Hollande,"65,00",livres,"2,5000000","163,00","0,50",,1
47,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,baleine en fanon,Hollande,"2 695,00",livres,"3,5000000","9433,00","0,50",,1
48,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,baleine coupée,Hollande,"1 389,00",livres,"3,7500000","5208,00","-0,75",,1
49,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois de brezil,Hollande,"940,00",livres,"0,1100000","103,00","-0,40",,1
50,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,boïs d'inde,Hollande,"26 037,00",livres,"0,1200000","3124,00","-0,44",,1
51,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois d'inde rapé,Hollande,"12 759,00",livres,"0,1500000","1913,00","-0,85",,1
52,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois de teinture rapé,Hollande,"6 277,00",livres,"0,2000000","1255,00","-0,40",,1
53,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois de campêche,Hollande,"226 309,00",livres,"0,1200000","27157,00","-0,08",,1
54,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois de campêche rapé,Hollande,"11 288,00",livres,"0,1500000","1693,00","-0,20",,1
55,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois de Ste marthe,Hollande,"3 708,00",livres,"0,1500000","558,00","1,80",erreur de calcul,1
56,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois jaune,Hollande,"724,00",livres,"0,0600000","43,00","-0,44",,1
57,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois de caliatour,Hollande,"2 616,00",livres,"0,2500000","652,00","-2,00",erreur de calcul,1
58,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bois de sandal,Hollande,"1 128,00",livres,"0,1800000","200,00","-3,04",erreur de calcul,1
59,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bayette,Hollande,"12,00",pieces,"30,0000000","360,00","0,00",,1
60,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bayette,Hollande,"8 000,00",aunes,"2,5000000","20000,00","0,00",,1
61,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bajutapou,Hollande,"40,00",pieces,"13,0000000","520,00","0,00",,1
62,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,boulange,Hollande,"130,00",pieces,"0,0000000","3900,00","3 900,00",absence de prix,1
63,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,braule,Hollande,"412,00",pieces,"4,0000000","1648,00","0,00",,1
64,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,boulles de marbre,Hollande,"64,00",livres,"0,2000000","12,00","-0,80",,1
65,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,billes de billard,Hollande,"85,00",paires,"5,0000000","425,00","0,00",,1
66,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,batons de sapin peint,Hollande,"100,00",nombre,"0,5000000","50,00","0,00",,1
67,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,barbançons de terre,Hollande,"562,00",livres,"0,3000000","190,00","21,40",erreur de calcul,1
68,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bouteilles de verre,Hollande,"450,00",nombre,"0,2000000","90,00","0,00",,1
69,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bouteilles de verre,Hollande,"65,00",livres,"0,1000000","6,00","-0,50",,1
70,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bassins de cuivre jaune,Hollande,"1 500,00",nombre,"4,0000000","6000,00","0,00",,1
71,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bassins de cuivre jaune,Hollande,"8 124,00",livres,"1,4000000","11373,00","-0,60",,1
72,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,brosserie,Hollande,"1 428,00",livres,"1,0000000","1428,00","0,00",,1
73,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,barres d'anspect,Hollande,"111,00",nombre,"0,2000000","22,00","-0,20",,1
74,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,bourdilles,Hollande,"2 169,00",nombre,"0,3000000","601,00","-49,70",erreur de calcul,1
75,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,cabillau,Hollande,"7 753,00",livres,"0,2500000","1938,00","-0,25",,1
76,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,canelle,Hollande,"3 784,00",livres,"6,0000000","22704,00","0,00",,1
77,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,camfre,Hollande,"77,00",livres,"10,0000000","770,00","0,00",,1
78,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,cassialigna,Hollande,"479,00",livres,"4,0000000","1880,00","-36,00",erreur de calcul,1
79,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,coclevant,Hollande,"80,00",livres,"1,0000000","80,00","0,00",,1
80,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,culcuma,Hollande,"1 008,00",livres,"0,4000000","403,00","-0,20",,1
81,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,cinabre,Hollande,"45,00",livres,"6,0000000","270,00","0,00",,1
82,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,colle de poisson,Hollande,"220,00",livres,"3,5000000","770,00","0,00",,1
83,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,colle forte,Hollande,"1 381,00",livres,"0,2500000","345,00","-0,25",,1
84,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,couperose blanche,Hollande,"150,00",livres,"0,1000000","15,00","0,00",,1
85,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,couperose verte,Hollande,"121 612,00",livres,"0,0600000","7297,00","0,28",,1
86,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,ceruse,Hollande,"26 188,00",livres,"0,2000000","5237,00","-0,60",,1
87,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,cauris,Hollande,"92 700,00",livres,"1,0000000","92700,00","0,00",,1
88,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,cuirs verts en poil,Hollande,"1 197,00",nombre,"18,0000000","21646,00","100,00",erreur de calcul,1
89,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,crin,Hollande,"6 965,00",livres,"0,6000000","4178,00","-1,00",erreur de calcul,1
90,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,cuivre jaune,Hollande,"13 491,00",livres,"1,3000000","18485,00","946,70",erreur de calcul,1
91,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,cuivre en chaudron,Hollande,"10 062,00",livres,"1,4000000","15486,00","1 399,20",erreur de calcul,1
92,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,cuivre ouvré,Hollande,"184,00",livres,"1,4500000","266,00","-0,80",,1
93,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,2,clochettes de cuivre,Hollande,"150,00",nombre,"1,2000000","180,00","0,00",,1
94,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,canons de fer,Hollande,"48,00",nombre,"100,0000000","4800,00","0,00",,1
95,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,canons de fer,Hollande,"12 352,00",livres,"0,1000000","1235,00","-0,20",,1
96,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,clous de fer,Hollande,"4 973,00",livres,"0,1900000","0,00","-944,87",absence de prix,1
97,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,crics ?,Hollande,"48,00",nombre,"25,0000000","980,00","-220,00",erreur de calcul,1
98,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,cuilleres de fer,Hollande,"250,00",nombre,"5,0000000","1100,00","-150,00",erreur de calcul,1
99,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,couvercles de fer,Hollande,"260,00",nombre,"0,4000000","104,00","0,00",,1
100,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,caves garnies de 15 flacons,Hollande,"40,00",pièces,"15,0000000","600,00","0,00",,1
101,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,caves garnies de 12 flacons,Hollande,"270,00",pièces,"12,0000000","3240,00","0,00",,1
102,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,caves garnies de 9 flacons,Hollande,"28,00",pièces,"9,0000000","252,00","0,00",,1
103,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,caves garnies de 6 flacons,Hollande,"1 368,00",pièces,"6,0000000","8208,00","0,00",,1
104,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,chaises de commodité et pots,Hollande,"99,00",nombre,"6,0000000","594,00","0,00",,1
105,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1737.csv,Local,1737,Imports,Nantes,3,chauffe pieds et terracons,Hollande,"104,00",nombre,"15,0000000","1560,00","0,00",,1
