numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Bas de soye,Angleterre,"12,00",Paires,"8,600",,,
2,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Bray sec,Angleterre,"1 500,00",Livres,"40,000",,,
3,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Caffé des Isles,Angleterre,"5 699,00",Livres,"0,900",,,
4,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Chateignes,Angleterre,"140,00",Boisseaux,"0,900",,,
5,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Confitures,Angleterre,"10,00",Livres,"1,000",,,
6,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Eau de vie,Angleterre,"38,00",Pièces,"116,000",,,
7,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Eau de vie,Angleterre,"5,00",Tonneaux, ,,,"50 sous la Velte, mais on ne sait pas combien de veltes font un tonneau"
8,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Eau de vie,Angleterre,"87,00",Bariques,"68,000",,,
9,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Eau de vie,Angleterre,"189,00",Ancres,"50,000",,,
10,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Eau de vie,Angleterre,"6,00",Quarts,"0,000",,,
11,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Eau de vie,Angleterre,"12 909,00",Veltes,"2,350",,,
12,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Epicerie,Angleterre,"15,00",Livres,"1,500",,,
13,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Fer en barres,Angleterre,"66 980,00",Livres,"0,150",,,
14,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Miel,Angleterre,"10 600,00",Livres,"0,400",,,
15,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Mouchoirs des Indes,Angleterre,"10,00",Pièces,"24,000",,,
16,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,1,Noix,Angleterre,"100 000,00",Nombre,"0,001",,,Prix unitaire en millier
17,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,2,Papier,Angleterre,"400,00",Livres,"0,600",,,
18,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,2,Sel du Croisic,Angleterre,"1 187,50",Muids,"50,000",,,
19,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,2,Sel du Croisic,Angleterre,"2,00",Pipes,"80,000",,,
20,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,2,Sel de Pouliguen,Angleterre,"149,00",Muids,"50,000",,,
21,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,2,Sirop melasse,Angleterre,"11 000,00",Livres,"0,080",,,Prix unitaire en pourcentage
22,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,2,Sucre brut,Angleterre,"812 600,00",Livres,"0,240",,,Prix unitaire en pourcentage
23,Anthony Rebours,AD 44 C716-15,Local/Nantes/Nantes - Exports - 1754.csv,Local,1754,Exports,Nantes,2,Sucre en pain,Angleterre,"1 250,00",Livres,"0,600",,,
