numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Unverified
165,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,4,mature de navire de ???,Hollande,"1,00",pièces,"1 200,0000000","1200,00","0,00",,1
272,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,6,caves garnies de 12 fioles,Nord,"12,00",pièces,"12,0000000",,,absence de prix ,1
100,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,3,caves garnies de 12 flacons,Hollande,"171,00",pièces,"12,0000000","2052,00","0,00",,1
99,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,3,caves garnies de 15 flacons,Hollande,"20,00",pièces,"15,0000000","300,00","0,00",,1
209,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 15 pieds,Hollande,"600,00",pièces,"1,2500000",,,absence de prix,1
275,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,6,epars de 17 pieds,Nord,"47,00",pièces,"0,4000000",,,absence de prix ,1
208,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 18 pieds,Hollande,"366,00",pièces,"1,8000000",,,absence de prix,1
357,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,8,perches de sapin de 18 pieds,Suede,"88,00",pièces,"0,4250000",,,absence de prix ,1
207,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 20 pieds,Hollande,"870,00",pièces,"2,2250000",,,absence de prix,1
206,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 21 pieds,Hollande,"1 560,00",pièces,"2,4500000",,,absence de prix,1
205,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 22 pieds,Hollande,"122,00",pièces,"2,6500000",,,absence de prix,1
323,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,7,matreaux de 22 pieds,Dannomarck,"36,00",pièces,"11,0000000","396,00","0,00",,1
204,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 24 pieds,Hollande,"900,00",pièces,"3,2000000",,,absence de prix,1
299,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,6,planches de sapin de 24 pieds,Nord,"190,00",pièces,"3,2000000",,,absence de prix ,1
315,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,7,epars de 24 pieds,Dannomarck,"360,00",pièces,"0,6000000","198,00","-18,00",erreur de calcul,1
304,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,6,soliveaux de 25 pieds,Nord,"216,00",pièces,"5,0000000",,,absence de prix ,1
318,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,7,mats de 25 pieds,Dannomarck,"2,00",pièces,"18,0000000","36,00","0,00",,1
175,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,4,matreaux de 26 pieds,Hollande,"11,00",pièces,"13,0000000","143,00","0,00",,1
176,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,4,matreaux de 26 pieds,Hollande,"82,00",pièces,,"246,00",,absence de prix unitaire,1
203,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 26 pieds,Hollande,"1 244,00",pièces,"3,7500000",,,absence de prix,1
170,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,4,mats de navires de 27 pieds,Hollande,"31,00",pièces,"22,0000000","682,00","0,00",,1
202,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 27 pieds,Hollande,"436,00",pièces,"4,0500000",,,absence de prix,1
353,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,7,matreaux de 28 pieds,Suede,"3,00",pièces,"13,0000000",,,absence de prix ,1
355,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,8,planches de sapin de 28 pieds,Suede,"213,00",pièces,"4,3250000",,,absence de prix ,1
201,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1739.csv,Local,1739,Imports,Nantes,5,planches de sapin de 30 pieds,Hollande,"150,00",pièces,"5,0000000",,,absence de prix,1
