"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","direction","sheet","marchandises","pays","quantit","quantity_unit","prix_unitaire","value","probleme","remarks"
1,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Cercles de bois","Angleterre","292 325,00","Nombre","0,019",,,"Prix unitaire en Millierss"
2,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Chatagnes","Angleterre","2 530,00","Boisseau","1,000",,,
3,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Eau de vie","Angleterre","3 534,00","Veltes","4,500",,,
4,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Indigo","Angleterre","75 083,00","Livres","5,000",,,
5,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Marchandises melées","Angleterre",,,,"196,00",,
6,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Noix","Angleterre","731 000,00","Pièces","0,002",,,
7,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Peaux de veau corroyées","Angleterre","20,00","Douzaines","31,000",,,
8,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Poix","Angleterre","134 000,00","Livres","0,050",,,
9,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Pruneaux","Angleterre","14 650,00","Livres","0,100",,,
10,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Salsepareille","Angleterre","160,00","Livres","2,250",,,
11,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Sel","Angleterre","251,00","Muids","90,000",,,
12,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Thé","Angleterre","9 000,00","Livres","1,600",,,
13,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Vinaigre","Angleterre","3,75","Tonneaux","90,000",,,
14,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Cercles de bois","Danemark","55,50","Milliers","19,000",,,
15,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Eau de vie","Danemark","4 554,00","Veltes","4,500",,,
16,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Indigo","Danemark","400,00","Livres","4,600",,,
17,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",1,"Marchandises melées","Danemark",,,,"68,00",,
18,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",2,"Sel","Danemark","181,00","Muids","90,000",,,
19,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",2,"Vin de Bordeaux","Danemark","2,00","Barriques","90,000",,,
20,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",2,"Vinaigre","Danemark","1,00","Tonneaux","90,000",,,
21,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",2,"Amidon","Espagne","1 150,00","Livres","0,225",,,
22,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",2,"Ardoises","Espagne","275,00","Milliers","12,500",,,
23,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",2,"Bas de fil","Espagne","4 303,00","Livres","5,000",,,
24,"Anthony Rebours","AD44 C717_14","Local/Nantes/Nantes - Exports – 1768.csv","Local",1768,"Exports","Nantes",2,"Bazin","Espagne","45,00","Livres","4,000",,,
