numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
1,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Armes blanches en sabres,,2480,1240,Étranger,,en nombre,,,,,,Pas de quantité indiquée,0
2,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Armes à feu pistolet,,7200,360,Hainault,,paires,,,,,,,0
3,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Armes à feu fusils,,7674,1279,Étranger,,en nombre,,,,,,,0
4,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Armes à feu fusils,,2100,350,Flandres,,en nombre,,,,,,,0
5,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Armes à feu fusils,,10158,1693,Bretagne,,en nombre,,,,,,,0
6,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Amandes,,391,652,Guyenne,,livres,,,,,,,0
7,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Beurre,,260,400,Bretagne,,livres,826,,,,,,0
8,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Beurre,,566,871,Bretagne,,livres,826,,,,,,0
9,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Beurre,,1254,1929,Étranger,,livres,3613,,,,,,0
10,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Beurre,,2359,3629,Étranger,,livres,3613,,,,,,0
11,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Beurre,,531,817,Guyenne,,livres,,,,,,,0
12,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Beurre,,848,1304,Aunis,,livres,,,,,,,0
13,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bierre,,2043,38,Étranger,,muids,,,,,,,1
14,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bierre,,2043,168,Étranger,,pintes,,,,,,,2
15,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Biscuit,,6158,24633,Guyenne,,livres,,,,,,,0
16,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Biscuit,,342,1370,Bretagne,,livres,5027,,,,,,0
17,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Biscuit,,4685,18741,Bretagne,,livres,5027,,,,,,0
18,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Bois de sapin pour construction,,900,600,Étranger,,en nombre,3648,,,,,,0
19,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bois de sapin pour construction,,2748,1832,Étranger,,en nombre,3648,,,,,,0
20,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Bois de sapin en planches,,2050,2050,Saintonge,,en nombre,6398,,,,,,0
21,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bois de sapin en planches,,4348,4348,Saintonge,,en nombre,6398,,,,,,0
22,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Bois de sapin en planches,,1375,2290,Aunis,,en nombre,18751,,,,,,0
23,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bois de sapin en planches,,17376,28960,Aunis,,en nombre,18751,,,,,,0
24,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bois merrain,,1567,10450,Étranger,,en nombre,2401,,,,,,0
25,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,bois merrain,,834,1668,Aunis,,en nombre,2401,,,,,,0
26,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bonneterie de laine bonnets,,783,87,Étranger,,douzaines,,,,,,,0
27,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bonneterie de soye en bas,,324,36,Lyonnais,,paires,,,,,,,0
28,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bray gras,,2865,57300,Pays des basques,,livres,,,,,,,0
29,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Bray sec,,5955,59554,Pays des basques,,livres,17625,,,,,,0
30,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Bray sec,,11670,116705,Pays des basques,,livres,17625,,,,,,0
31,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Goudron,,5871,58716,Guyenne,,livres,,,,,,,0
32,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,59,Goudron,,820,12300,Pays des basques,,livres,2980,,,,,,0
33,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Goudron,,2160,32400,Pays des basques,,livres,2980,,,,,,0
34,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Goudron,,1260,18900,Étranger,,livres,,,,,,,0
35,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Goudron,,1000,15000,Guyenne,,livres,,,,,,,0
36,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Résine,,572,4597,Pays des basques,,livres,,,,,,,0
37,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Caffé,,1745,1396,Colonies françaises,,livres,,,,,,,0
38,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Caffé,,548,274,Levant,,livres,,,,,,,0
39,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Canevettes,,3300,550,Étranger,,en nombre,,,,,,,0
40,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal,,59,Canevettes,,900,150,Bretagne,,en nombre,,,,,,Dernier chiffre illisible,0
