numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
1,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Amandes,,100,,Guyenne,,,280,,,,,Pas de quantité indiquée,0
2,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Amandes,,180,300,Guyenne,,livres,280,,,,,,0
3,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Alembics,,600,1,Flandres,,en nombre,,,,,,,0
4,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Amidon,,105,350,Flandres,,livres,,,,,,,0
5,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Ardoises,,180,6000,Étranger,,en nombre,,,,,,,0
6,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Ardoises,,1300,40000,Étranger,,en nombre,,,,,,,0
7,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Ardoises,,2100,70000,Flandres,,en nombre,,,,,,,0
8,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Beurre,,1087,1450,Flandres,,livres,3082,,,,,,0
9,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Beurre,,1995,2660,Flandres,,livres,3082,,,,,,0
10,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Beurre,,1056,1320,Étranger,,livres,74480,,,,,,0
11,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Beurre,,64304,80380,Étranger,,livres,74480,,,,,,0
12,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Beurre,,9120,11400,Étranger,,livres,74480,,,,,,0
13,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Bierre,,3468,204,Flandres,,tonneaux,12452,,,,,,0
14,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Bierre,,7692,"452,5",Flandres,,tonneaux,12452,,,,,,0
15,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Bierre,,1292,76,Flandres,,tonneaux,12452,,,,,,0
16,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Bierre,,408,5,Étranger,,tonneaux,,,,,,,1
17,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Bierre,,408,340,Étranger,,pintes,,,,,,,2
18,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Biscuit de mer,,5220,34800,Flandres,,livres,5970,,,,,,0
19,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Biscuit de mer,,750,5000,Flandres,,livres,5970,,,,,,0
20,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Biscuit de mer,,2422,16150,Flandres,,livres,2607,,,,,,0
21,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Biscuit de mer,,185,1900,Flandres,,livres,2607,,,,,,0
22,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Guadeloupe,,50,Bijouterie,,1200,,Isle de France,,,,,,,,Pas de quantité indiquée,0
23,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Bois en cercles,,800,3800,Flandres,,en nombre,,,,,,,0
24,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Bois en cercles,,1200,20000,Flandres,,en nombre,,,,,,,0
25,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Bois en cercles,,1220,5400,Normandie,,en nombre,,,,,,,0
26,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Bois en planches de sapin,,330,300,Étranger,,en nombre,1310,,,,,,0
27,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Bois en planches de sapin,,980,1700,Étranger,,en nombre,1310,,,,,,0
28,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Bois d'ozier,,800,16000,Flandres,,en nombre,,,,,,,0
29,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Bonneterie de coton en bas,,660,103,Flandres,,paires,,,,,,,1
30,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Bonneterie de coton en bas,,660,30,Flandres,,livres,,,,,,,2
31,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Bonneteterie de fil en bas,,288,8,Flandres,,douzaines,684,,,,,,0
32,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Guadeloupe,,50,Bonneteterie de fil en bas,,396,11,Flandres,,douzaines,684,,,,,,0
33,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Bonneteterie de fil en bas,,4098,90,Étranger,,douzaines,,,,,,,0
34,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Bray,,300,2000,Flandres,,livres,,,,,,,0
35,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Chairs salées de bœuf,,38745,140890,Étranger,,livres,169664,,,,,,0
36,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Chairs salées de bœuf,,85074,309360,Étranger,,livres,169664,,,,,,0
37,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Chairs salées de bœuf,,45845,166710,Étranger,,livres,169664,,,,,,0
38,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Chairs salées de bœuf,,2700,9000,Normandie,,livres,,,,,,,0
39,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Chairs salées de porc en jambon,,500,1000,Flandres,,livres,,,,,,,0
40,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Chairs salées de porc en lard,,47663,91660,Étranger,,livres,92877,,,,,,0
41,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Chairs salées de porc en lard,,37206,71550,Étranger,,livres,92877,,,,,,0
42,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Chairs salées de porc en lard,,8008,15400,Étranger,,livres,92877,,,,,,0
43,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Chairs salées de porc en lard,,5238,8730,Normandie,,livres,,,,,,,0
44,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Chairs salées de porc en langues,,1172,2150,Étranger,,livres,,,,,,,0
45,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Chairs salées de porc en tripes,,434,820,Étranger,,livres,,,,,,,0
46,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Chapeaux de feutre,,5700,228,Normandie,,douzaines,,,,,,,0
47,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Chapeaux de feutre,,1600,400,Flandres,,en nombre,,,,,,,0
48,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Chapeaux pour nègres,,720,240,Normandie,,en nombre,,,,,,,0
49,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Chapeaux de castor,,2800,315,Isle de France,,en nombre,,,,,,,0
50,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,chapeaux poil et laine,,202,45,Flandres,,en nombre,,,,,,,0
51,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Charbon de terre,,150,25,,,razières,,,,,,,0
52,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,50,Charbon de terre,,150,25,,,razières,,,,,,,0
53,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,50,Charbon de terre,,360,18000,Étranger,,livres,1044,,,,,,0
54,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Charbon de terre,,684,114,Étranger,,razières,,,,,,,0
55,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Chaux éteinte,,2080,,Flandres,,,,,,,,,0
56,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Cire en bougie,,1500,600,Flandres,,livres,,,,,,,0
57,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Cordages,,1650,4900,Flandres,,livres,,,,,,,0
58,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Cordages,,1800,1800,Étranger,,livres,,,,,,,0
59,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,50,Couvertures de laine,,3960,396,Étranger,,en nombre,,,,,,,0
60,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Couvertures de laine,,12000,1200,Étranger,,en nombre,,,,,,,0
61,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,50,Cuivre ouvré,,9292,6480,Étranger,,livres,,,,,,,0
62,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,51,Dentelle de fil blanc,,500,"0,5",Flandres,,livres,,,,,,,0
63,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,51,Dentelle de fil blanc,,4500,"4,5",Flandres,,livres,,,,,,,0
64,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Guadeloupe,,51,Dentelle de fil blanc,,1750,"1,75",Flandres,,livres,,,,,,,0
65,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,51,Dentelle de fil blanc,,613,200,Hainault,,aunes,,,,,,,0
66,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,51,Drap,,11201,1985,Champagne,,aunes,,,,,,,0
67,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,51,Drap,,3700,154,Sedan,,aunes,,,,,,,0
68,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,51,Drogues divers composés,,4500,4500,Paris,,livres,,,,,,,0
69,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,51,Drogues divers composés,,112,450,Étranger,,livres,,,,,,,0
70,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Tabago,,51,Drogues médicinales divers,,1150,800,Étranger,,livres,,,,,,,0
71,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,51,Drogues médicinales rhubarbe,,1110,111,Flandres,,livres,,,,,,,0
72,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,51,Drogues médicinales rhubarbe,,2400,240,Flandres,,livres,,,,,,,0
