numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Alun,Marseille,Pour l'Angleterre,15339,Livres,"0,1",1533,"0,9",
2,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Amandes cassées,Marseille,Pour l'Angleterre,15326,Livres,"0,2",3065,"0,2",
3,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Amidon,Marseille,Pour l'Angleterre,178,Livres,"0,2",35,"0,6",
4,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Batanonis,Marseille,Pour l'Angleterre,300,Pieces,4,1200,0,
5,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Bazin,Marseille,Pour l'Angleterre,70,Livres,"1,25",87,"0,5",
6,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Bouchons de liege,Marseille,Pour l'Angleterre,150,Livres,3,450,0,
7,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Caffé,Marseille,Pour l'Angleterre,1322,Livres,"1,5",1983,0,
8,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Callemande,Marseille,Pour l'Angleterre,500,Livres,3,1500,0,
9,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Camphre,Marseille,Pour l'Angleterre,230,Livres,5,1150,0,
10,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Capres,Marseille,Pour l'Angleterre,1825,Livres,"0,3",547,"0,5",
11,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Cercles de bois,Marseille,Pour l'Angleterre,8,Milliers,20,160,0,
12,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Chandelle,Marseille,Pour l'Angleterre,490,Livres,"0,45",220,"0,5",
13,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Chapeaux poil et laine,Marseille,Pour l'Angleterre,16,Douzaines,48,768,0,
14,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Cire blanche,Marseille,Pour l'Angleterre,104,Livres,"1,8",187,"0,2",
15,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Clous de fer,Marseille,Pour l'Angleterre,2737,Livres,"0,25",684,"0,25",
16,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Cochenille,Marseille,Pour l'Angleterre,396,Livres,17,6732,0,
17,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Confitures,Marseille,Pour l'Angleterre,100,Livres,1,100,0,
18,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Coton filé,Marseille,Pour l'Angleterre,292,Livres,"1,1",321,"0,2",
19,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,1,1749,Exports,Couperoze,Marseille,Pour l'Angleterre,2542,Livres,"0,09",228,"0,78",
20,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Crin,Marseille,Pour l'Angleterre,52,Livres,"0,6",31,"0,2",
21,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Cumin,Marseille,Pour l'Angleterre,13225,Livres,"0,2",2645,0,
22,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Draperie petite,Marseille,Pour l'Angleterre,191,Livres,3,573,0,
23,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Droguerie,Marseille,Pour l'Angleterre,263,Livres,1,263,0,
24,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Eau de vie,Marseille,Pour l'Angleterre,102979,Livres,"0,15",15446,"0,85",
25,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Encens,Marseille,Pour l'Angleterre,632,Livres,"0,8",505,"0,6",
26,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Epicerie,Marseille,Pour l'Angleterre,348,Livres,10,3480,0,
27,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Fayance,Marseille,Pour l'Angleterre,1339,Livres,"0,5",669,"0,5",
28,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Galles,Marseille,Pour l'Angleterre,355,Livres,"0,5",177,"0,5",
29,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Huile d'olive fine,Marseille,Pour l'Angleterre,56400,Livres,"0,4",22560,0,
30,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Jambons,Marseille,Pour l'Angleterre,400,Livres,"0,5",200,0,
31,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Librairie,Marseille,Pour l'Angleterre,123,Livres,2,246,0,
32,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Liqueurs a boire,Marseille,Pour l'Angleterre,750,Livres,"0,75",562,"0,5",
33,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Mouchoirs de coton,Marseille,Pour l'Angleterre,100,Pieces,16,1600,0,
34,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Olives,Marseille,Pour l'Angleterre,3000,Livres,"0,15",450,0,
35,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Oüate,Marseille,Pour l'Angleterre,100,Livres,"1,5",150,0,
36,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Papier a ecrire,Marseille,Pour l'Angleterre,80,Rames,6,480,0,
37,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Peaux de veaux tannées,Marseille,Pour l'Angleterre,5015,Livres,"1,25",6268,"0,75",
38,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Pierre a fusils,Marseille,Pour l'Angleterre,65,Livres,"0,1",6,"0,5",
39,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Plumes d'autruche apretée,Marseille,Pour l'Angleterre,46,Livres,40,1840,0,
40,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Poisson salé,Marseille,Pour l'Angleterre,3350,Livres,"0,25",837,"0,5",
41,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Poivre,Marseille,Pour l'Angleterre,3652,Livres,"1,6",5843,"0,2",
42,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Poivre gerofflé,Marseille,Pour l'Angleterre,200,Livres,1,200,0,
43,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Quincaille de fer et acier,Marseille,Pour l'Angleterre,2400,Livres,1,2400,0,
44,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Raisin sec,Marseille,Pour l'Angleterre,1400,Livres,"0,2",280,0,
45,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Savon madré,Marseille,Pour l'Angleterre,73350,Livres,"0,4",29340,0,
46,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Souffre,Marseille,Pour l'Angleterre,50029,Livres,"0,15",7504,"0,35",
47,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Soye aprestée,Marseille,Pour l'Angleterre,4603,Livres,20,92060,0,
48,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Sucre blanc,Marseille,Pour l'Angleterre,17894,Livres,"0,45",8052,"0,3",
49,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Tartre,Marseille,Pour l'Angleterre,2081,Livres,"0,24",499,"0,44",
50,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Terre d'ombre,Marseille,Pour l'Angleterre,1000,Livres,"0,1",100,0,
51,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,2,1749,Exports,Thé,Marseille,Pour l'Angleterre,420,Livres,"3,5",1470,0,
52,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Toile blanche,Marseille,Pour l'Angleterre,580,Livres,4,2320,0,
53,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Toile de  cambray,Marseille,Pour l'Angleterre,400,Livres,40,16000,0,
54,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Toile piquée,Marseille,Pour l'Angleterre,65,Livres,10,650,0,
55,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Vin rouge commun,Marseille,Pour l'Angleterre,60,Milles,8,480,0,
56,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Acier,Marseille,Pour l'Espagne,97818,Livres,"0,35",34236,"0,3",
57,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Ajamis,Marseille,Pour l'Espagne,28164,Pieces,9,253476,0,
58,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Alaya,Marseille,Pour l'Espagne,56,Pieces,3,168,0,
59,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Alun,Marseille,Pour l'Espagne,68650,Livres,"0,12",8238,0,
60,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Amdou,Marseille,Pour l'Espagne,1661,Livres,"0,7",1162,"0,7",
61,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Amandes cassées,Marseille,Pour l'Espagne,300,Livres,"0,2",60,0,
62,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Amidon,Marseille,Pour l'Espagne,2045,Livres,"0,2",409,0,
63,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Anis,Marseille,Pour l'Espagne,1326,Livres,"0,2",265,"0,2",
64,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Antimoine,Marseille,Pour l'Espagne,580,Livres,"0,15",87,0,
65,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Arbre fruitiers,Marseille,Pour l'Espagne,150,Nombre,"0,5",75,0,
66,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Arcenic,Marseille,Pour l'Espagne,1492,Livres,"0,3",447,"0,6",
67,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Babouches,Marseille,Pour l'Espagne,120,Livres,"2,5",300,0,
68,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Baleine coupée,Marseille,Pour l'Espagne,100,Livres,5,500,0,
69,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bas de coton,Marseille,Pour l'Espagne,54,Paires,3,162,0,
70,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bas de coton,Marseille,Pour l'Espagne,1639,Livres,5,8195,0,
71,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bas et bonnets de fil,Marseille,Pour l'Espagne,270,Livres,5,1350,0,
72,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bas de filozelle,Marseille,Pour l'Espagne,18459,Livres,15,276885,0,
73,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bas de laine,Marseille,Pour l'Espagne,32134,Livres,6,192804,0,
74,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bas de soye,Marseille,Pour l'Espagne,6980,Livres,40,279200,0,
75,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Batanonis,Marseille,Pour l'Espagne,338,Pieces,4,1352,0,
76,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bazin,Marseille,Pour l'Espagne,600,Livres,6,3600,0,
77,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Biscuits de mer,Marseille,Pour l'Espagne,29425,Livres,"0,12",3531,0,
78,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bled froment,Marseille,Pour l'Espagne,35041,Charges,25,876025,0,
79,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bois de Brezil,Marseille,Pour l'Espagne,1486,Livres,"0,25",371,"0,5",
80,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bois de buis,Marseille,Pour l'Espagne,10000,Livres,"0,15",1500,0,
81,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bois de campesche,Marseille,Pour l'Espagne,18675,Livres,"0,16",2988,0,
82,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,3,1749,Exports,Bois fustel,Marseille,Pour l'Espagne,2455,Livres,"0,07","171,4","0,45",
83,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Bois de sandal moulu,Marseille,Pour l'Espagne,900,Livres,"0,4",360,0,
84,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Bonnets de laine,Marseille,Pour l'Espagne,2436,Douzaines,30,73080,0,
85,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Bours fil et coton,Marseille,Pour l'Espagne,200,Douzaines,72,14400,0,
86,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Bourses a cheveux,Marseille,Pour l'Espagne,205,Livres,20,4100,0,
87,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Bouteilles de verre,Marseille,Pour l'Espagne,220,Livres,"0,2",44,0,
88,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Cacao,Marseille,Pour l'Espagne,92688,Livres,"1,4",129763,"0,2",
89,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Caffé,Marseille,Pour l'Espagne,10521,Livres,"1,5",15781,"0,5",
90,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Callemande,Marseille,Pour l'Espagne,50,Pieces,70,3500,0,
91,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Callemande,Marseille,Pour l'Espagne,3210,Livres,2,6420,0,
92,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1749.csv,Local,4,1749,Exports,Canefice,Marseille,Pour l'Espagne,1454,Livres,"0,3",436,"0,2",
