numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Anchois,Marseille,La Hollande,1304,Barils,"4,5",5868,0,
2,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Amandes cassées,Marseille,La Hollande,1272860,Livres,"0,18",229114,"0,8",Arrondi
3,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Amandes en coques,Marseille,La Hollande,166100,livres,"0,14",23254,0,
4,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Avelines,Marseille,La Hollande,170,Livres,"0,16","27,4","-0,2",Arrondi. Aveline: sorte de grosse noisette (mot issu de l'occitan)
5,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Confitures,Marseille,La Hollande,350,Livres,1,350,0,
6,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Capres fines,Marseille,La Hollande,10400,Livres,"0,18",1872,0,
7,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Capres gousses,Marseille,La Hollande,228030,Livres,"0,12",27363,"0,6",Arrondi
8,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Esprit de vin,Marseille,La Hollande,1000,Livres,"0,25",250,0,
9,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Eau de vie,Marseille,La Hollande,1599150,Livres,"0,15",239872,"0,5",Arrondi
10,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Eau de la reine d'Hongrie,Marseille,La Hollande,20,Livres,"0,27","5,4",0,
11,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Eau de fleur d'orange,Marseille,La Hollande,40,Livres,"0,5",20,0,
12,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Figues,Marseille,La Hollande,2610,Livres,"0,06","156,6",0,
13,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Grenades,Marseille,La Hollande,1,Valeur,355,355,0,En valeur
14,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Huille d'olives fine,Marseille,La Hollande,418425,Livres,"0,25","104606,2","0,05",Arrondi
15,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Liqueurs a boire,Marseille,La Hollande,26800,Livres,1,26800,0,
16,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Miel,Marseille,La Hollande,265575,Livres,"0,12",31869,0,
17,Requia,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1726.csv,Local,1,1726,Exports,Olives,Marseille,La Hollande,1680,Livres,"0,16","268,8",0,
