numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,arquifou,Marseille,Angleterre,51500,livres,"0,15",7725,0,
2,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,bled froment,Marseille,Angleterre,84278,charges,24,2022672,0,
3,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,bois de campeche,Marseille,Angleterre,1500,livres,"0,15",225,0,
4,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,chanvre cru,Marseille,Angleterre,315800,livres,"0,2",63160,0,
5,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,charbon de terre,Marseille,Angleterre,2240,chapeaux,6,13440,0,
6,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,cordes a violons,Marseille,Angleterre,1560,livres,20,31200,0,
7,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,couperose,Marseille,Angleterre,53000,livres,"0,11",5830,0,
8,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,etain en bloc,Marseille,Angleterre,154500,livres,1,154500,0,
9,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,harans fumés,Marseille,Angleterre,1933,barils,24,46392,0,
10,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,legumes,Marseille,Angleterre,272100,livres,"0,15",40815,0,
11,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,peaux de lapins,Marseille,Angleterre,2500,livres,1,2500,0,
12,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,plomb en saumon,Marseille,Angleterre,291200,livres,"0,225",65520,0,
13,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,saumon salé,Marseille,Angleterre,83,barriques,80,6640,0,
14,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,saumon salé,Marseille,Angleterre,202,barils,30,6060,0,
15,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,saumon salé,Marseille,Angleterre,1100,livres,"0,3",330,0,
16,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,suif,Marseille,Angleterre,15000,livres,"0,4",6000,0,
17,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,acier,Marseille,Espagne,2300,livres,"0,35",805,0,
18,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,amandes,Marseille,Espagne,51400,livres,"0,2",10280,0,
19,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,anchois,Marseille,Espagne,150,barils,11,1650,0,
20,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,anis,Marseille,Espagne,54030,livres,"0,2",10806,0,
21,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1752.csv,Local,1,1752,Imports,avirons,Marseille,Espagne,80,paires,"3,5",280,0,
