numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,harangs fumés,Marseille,Angleterre,4040,barils,24,96960,0,
2,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,plomb en grenaille,Marseille,Angleterre,200,livres,"0,25",50,0,
3,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,plomb en saumon,Marseille,Angleterre,90000,livres,"0,2",18000,0,
4,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,tabac,Marseille,Angleterre,250000,livres,"0,25",62500,0,
5,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,amandes cassées,Marseille,Espagne,159200,livres,"0,2",31840,0,
6,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,ameçons,Marseille,Espagne,50,milliers,15,750,0,
7,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,anchois,Marseille,Espagne,523,barils,10,5230,0,
8,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,anchois,Marseille,Espagne,28325,livres,"0,5",14162,"-0,5",
9,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,anis,Marseille,Espagne,58008,livres,"0,2",11601,"-0,6",
10,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,arbres fruitiers,Marseille,Espagne,24,nombre,"0,5",12,0,
11,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,argent vif,Marseille,Espagne,2485,livres,5,12425,0,
12,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,1,1747,Imports,auf,Marseille,Espagne,272,livres,"0,1",27,"-0,2",
13,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,avoine,Marseille,Espagne,4033,charges,18,72594,0,
14,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,balais de palme,Marseille,Espagne,8930,douzaines,"0,9",8037,0,
15,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bas de coton,Marseille,Espagne,89850,livres,5,449250,0,
16,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,baume du Perou,Marseille,Espagne,560,livres,5,2800,0,
17,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bled froment,Marseille,Espagne,28889,charges,30,866670,0,
18,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bois de brezil,Marseille,Espagne,11300,livres,"0,25",2825,0,
19,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bois a bruler,Marseille,Espagne,195600,livres,"0,009",1761,"0,6",
20,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bonnets de coton,Marseille,Espagne,330,douzaines,7,2310,0,
21,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bonnets de laine,Marseille,Espagne,232,douzaines,10,2320,0,
22,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bourdes,Marseille,Espagne,5991175,livres,"0,08",479294,0,
23,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bourre de soye,Marseille,Espagne,920,livres,1,920,0,
24,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,bray sec,Marseille,Espagne,2250,livres,"0,15",337,"-0,5",
25,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1747.csv,Local,2,1747,Imports,briquets,Marseille,Espagne,400,livres,6,2400,0,
