line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3068,Local,1764,Bayonne,,Angleterre,Imports,Bœuf salé,,,28350,,630,barils,45,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3069,Local,1764,Bayonne,,Angleterre,Imports,Beurre,,,12960,,32400,livres,.4,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3070,Local,1764,Bayonne,,Angleterre,Imports,Chandele,,,1750,,3500,livres,.5,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3071,Local,1764,Bayonne,,Angleterre,Imports,Charbon de terre,,,2000,,1600,conques,1.25,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3072,Local,1764,Bayonne,,Angleterre,Imports,Suif,,,2880,,7200,livres,.4,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3073,Local,1764,Bayonne,,Espagne,Imports,Alpargates,,,437.4,,2916,en nombre,.15,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3074,Local,1764,Bayonne,,Espagne,Imports,Amendes,,,405,,900,livres,.45,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3075,Local,1764,Bayonne,,Espagne,Imports,Ancres de fer,,,32750,,131000,livres,.25,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3076,Local,1764,Bayonne,,Espagne,Imports,Baleine en fanon,,,9500,,2375,livres,4,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3077,Local,1764,Bayonne,,Espagne,Imports,Basannes tannées,,,161,,276,en nombre,.5833333000000001,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3078,Local,1764,Bayonne,,Espagne,Imports,Basin,,,450,,30,pièces,15,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3079,Local,1764,Bayonne,,Espagne,Imports,Beurre,,,400,,1000,livres,.4,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3080,Local,1764,Bayonne,,Espagne,Imports,Bois de campeche,,,210,,1200,livres,.175,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3081,Local,1764,Bayonne,,Espagne,Imports,Bouteille de verre,,,15,,100,livres,.15,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3082,Local,1764,Bayonne,,Espagne,Imports,Brun rouge,,,180,,1800,livres,.1,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3083,Local,1764,Bayonne,,Espagne,Imports,Cacao de Caraque,,,114699.75,,76466.5,livres,1.5,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3084,Local,1764,Bayonne,,Espagne,Imports,Chandele,,,12.5,,25,livres,.5,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3085,Local,1764,Bayonne,,Espagne,Imports,Chanvre en rame,,,7620,,25400,livres,.3,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3086,Local,1764,Bayonne,,Espagne,Imports,Charbon de terre,,,331.25,,265,conques,1.25,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3087,Local,1764,Bayonne,,Espagne,Imports,Chocolat,,,614,,307,livres,2,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3088,Local,1764,Bayonne,,Espagne,Imports,Citrons,,,8080,,404000,en nombre,.02,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
3089,Local,1764,Bayonne,,Espagne,Imports,Cloux de fer,,,24625,,98500,livres,.25,sources/Local/AD64_2_ETP_104_Bayonne_Imports_1764.csv,AD64 2 ETP 104,2,,,,,Pascal Fontaine,,,0,,,,,,,,,,
