line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1772,Rennes,,d'Angleterre,Imports,Boeuf salé,,,,,160260,livres,.25,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-40065,,,,,,,,,
2,Local,1772,Rennes,,d'Angleterre,Imports,Beurre,,,,,6800,livres,.55000001,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-3740,,,,,,,,,
3,Local,1772,Rennes,,d'Angleterre,Imports,Bois merrain en douelles,,,,,9340,pièces,.075000003,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-700.5,,,,,,,,,
4,Local,1772,Rennes,,d'Angleterre,Imports,Charbon de terre,,,,,238,tonneaux,30,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-7140,,,,,,,,,
5,Local,1772,Rennes,,d'Angleterre,Imports,Cire jaune,,,,,268,livres,1.5,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-402,,,,,,,,,
6,Local,1772,Rennes,,d'Angleterre,Imports,Fromage,,,,,360,livres,.30000001,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-108,,,,,,,,,
7,Local,1772,Rennes,,d'Angleterre,Imports,Jambons,,,,,3000,livres,.60000002,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-1800,,,,,,,,,
8,Local,1772,Rennes,,d'Angleterre,Imports,Langues salées,,,,,4656,livres,.75,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-3492,,,,,,,,,
9,Local,1772,Rennes,,d'Angleterre,Imports,Lard,,,,,4090,livres,.34999999,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-1431.5,,,,,,,,,
10,Local,1772,Rennes,,d'Angleterre,Imports,Plomb en saumon,,,,,13010,livres,.25,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-3252.5,,,,,,,,,
11,Local,1772,Rennes,,d'Angleterre,Imports,Poil de boeuf,,,,,21750,livres,.050000001,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-1087.5,,,,,,,,,
12,Local,1772,Rennes,,d'Angleterre,Imports,Porc salé,,,,,7210,livres,.34999999,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-2523.5,,,,,,,,,
13,Local,1772,Rennes,,d'Angleterre,Imports,Riz,,,,,80000,livres,.25,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-20000,,,,,,,,,
14,Local,1772,Rennes,,d'Angleterre,Imports,Saucisses,,,,,375,livres,.34999999,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,marchandise non identifiée,-131.25,,,,,,,,,
15,Local,1772,Rennes,,d'Angleterre,Imports,Saumurre,,,,,3000,livres,.025,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-75,,,,,,,,,
16,Local,1772,Rennes,,d'Angleterre,Imports,Tabac en feuille,,,,,5294262,livres,.30000001,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,1,,,,,Cyril CANET,,,-1588278.6,,,,,,,,,
17,Local,1772,Rennes,,de Danemark,Imports,Bled froment,,,,,2800,boisseaux,1.3,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-3640,,,,,,,,,
18,Local,1772,Rennes,,de Danemark,Imports,Bois épars de 16 à 36 pieds,,,,,256,en nombre,.75,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-192,,,,,,,,,
19,Local,1772,Rennes,,de Danemark,Imports,Bray et gaudron,,,,,470,barils,17,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-7990,,,,,,,,,
20,Local,1772,Rennes,,de Danemark,Imports,Fer en barres,,,,,7300,livres,.175,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-1277.5,,,,,,,,,
21,Local,1772,Rennes,,de Danemark,Imports,Fer plat,,,,,1300,livres,.175,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-227.5,,,,,,,,,
22,Local,1772,Rennes,,de Danemark,Imports,Gaules,,,,,288,en nombre,.75,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-216,,,,,,,,,
23,Local,1772,Rennes,,de Danemark,Imports,Planches ordinaires,,,,,25008,en nombre,.5,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-12504,,,,,,,,,
24,Local,1772,Rennes,,de Danemark,Imports,Planches de 3 à 12 pieds,,,,,1350,en nombre,.5,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-675,,,,,,,,,
25,Local,1772,Rennes,,de Danemark,Imports,Poutres de 16 et 28 pieds,,,,,24,en nombre,20,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-480,,,,,,,,,
26,Local,1772,Rennes,,de Danemark,Imports,Rogues de stocfiche,,,,,2587,barils,35,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-90545,,,,,,,,,
27,Local,1772,Rennes,,d'Espagne,Imports,Avirons,,,,,149,traques,6,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-894,,,,,,,,,
28,Local,1772,Rennes,,d'Espagne,Imports,Chocolat,,,,,90,livres,1.5,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,pas d'unité de quantité,-135,,,,,,,,,
29,Local,1772,Rennes,,d'Espagne,Imports,Cidre,,,,,37,bariques,24,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-888,,,,,,,,,
30,Local,1772,Rennes,,d'Espagne,Imports,Citrons et oranges,,,,,72.5,milliers,10,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-725,,,,,,,,,
31,Local,1772,Rennes,,d'Espagne,Imports,Eau de vie,,,,,75,bottes,200,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-15000,,,,,,,,,
32,Local,1772,Rennes,,d'Espagne,Imports,Eau de vie,,,,,722.5,barriques,150,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-108375,,,,,,,,,
33,Local,1772,Rennes,,d'Espagne,Imports,Fer en barres,,,,,558375,livres,.175,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-97715.633,,,,,,,,,
34,Local,1772,Rennes,,d'Espagne,Imports,Fer en plaques,,,,,1000,livres,.1,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-100,,,,,,,,,
35,Local,1772,Rennes,,d'Espagne,Imports,Figues,,,,,40200,livres,.15000001,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-6030,,,,,,,,,
36,Local,1772,Rennes,,d'Espagne,Imports,Fruit cru,,,1200,,,,0,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,valeur de 1200 L cy,1200,,,,,,,,,
37,Local,1772,Rennes,,d'Espagne,Imports,Fruit sec,,,,,171600,livres,.30000001,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-51480,,,,,,,,,
38,Local,1772,Rennes,,d'Espagne,Imports,Fruit sec,,,1600,,,,0,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,valeur de 1600 L cy,1600,,,,,,,,,
39,Local,1772,Rennes,,d'Espagne,Imports,Jambons,,,,,582,livres,.60000002,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-349.20001,,,,,,,,,
40,Local,1772,Rennes,,d'Espagne,Imports,Laine brute,,,,,8297,livres,1.5,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,,-12445.5,,,,,,,,,
41,Local,1772,Rennes,,d'Espagne,Imports,Marchandises mêlées,,,221,,,,0,sources/Local/AD44_C717_Rennes_Imports_1772.csv,AD44 C717,2,,,,,Cyril CANET,,valeur de 221 L cy,221,,,,,,,,,
