line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1790,Marseille ,Port franc,Espagne,Exports,Acier,,,"2,316.00",,"7,721.00",Livres,0.3000000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Loïc Charles,,,-0.30,,,,,,,,,
2,Local,1790,Marseille ,Port franc,Sardaigne,Exports,Acier,,,"2,426.00",,"8,088.00",Livres,0.3000000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Loïc Charles,,,-0.40,,,,,,,,,
3,Local,1790,Marseille ,Port franc,Etats de Barbarie,Exports,Acier,,,"13,210.00",,"44,033.00",Livres,0.3000000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Loïc Charles,,,0.10,,,,,,,,,
4,Local,1790,Marseille ,Port franc,Espagne,Exports,Amidon,,,"1,647.00",,"7,164.00",Livres,0.2300000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Loïc Charles,,,-0.72,,,,,,,,,
5,Local,1790,Marseille ,Port franc,Sardaigne,Exports,Amadou,,,757.00,,757.00,Livres,1.0000000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Loïc Charles,,,0.00,,,,,,,,,
6,Local,1790,Marseille ,Port franc,Dunkerque,Exports,Amandes cassées,,,"30,377.00",,"49,779.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Loïc Charles,,,11.81,,,,,,,,,
7,Local,1790,Marseille ,Port franc,Lorient,Exports,Amandes cassées,,,199.00,,326.00,Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Loïc Charles,,,0.14,,,,,,,,,
8,Local,1790,Marseille ,Port franc,Bayonne,Exports,Amandes cassées,,,959.00,,"1,573.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Loïc Charles,,,-0.53,,,,,,,,,
9,Local,1790,Marseille ,Port franc,Sardaigne,Exports,Amandes cassées,,,"14,500.00",,"23,770.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,0.30,,,,,,,,,
10,Local,1790,Marseille ,Port franc,Gènes,Exports,Amandes cassées,,,"40,368.00",,"66,177.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,0.03,,,,,,,,,
11,Local,1790,Marseille ,Port franc,Milan et Toscane,Exports,Amandes cassées,,,"97,999.00",,"160,654.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,0.06,,,,,,,,,
12,Local,1790,Marseille ,Port franc,Etat ecclésiastique,Exports,Amandes cassées,,,"2,395.00",,"3,927.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.47,,,,,,,,,
13,Local,1790,Marseille ,Port franc,Venise,Exports,Amandes cassées,,,"14,233.00",,"23,334.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.74,,,,,,,,,
14,Local,1790,Marseille ,Port franc,Etats de Barbarie,Exports,Amandes cassées,,,"3,612.00",,"5,921.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,0.19,,,,,,,,,
15,Local,1790,Marseille ,Port franc,Levant et empire Ottoman,Exports,Amandes cassées,,,"52,073.00",,"85,366.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.26,,,,,,,,,
16,Local,1790,Marseille ,Port franc,Angleterre,Exports,Amandes cassées,,,193.00,,317.00,Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.37,,,,,,,,,
17,Local,1790,Marseille ,Port franc,Hollande,Exports,Amandes cassées,,,"4,668.00",,"7,652.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,0.28,,,,,,,,,
18,Local,1790,Marseille ,Port franc,4 villes anséatiques,Exports,Amandes cassées,,,"78,228.00",,"128,243.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.23,,,,,,,,,
19,Local,1790,Marseille ,Port franc,Les états de l'empereur,Exports,Amandes cassées,,,"1,561.00",,"2,560.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.60,,,,,,,,,
20,Local,1790,Marseille ,Port franc,Danemark et Norvège,Exports,Amandes cassées,,,"13,710.00",,"22,476.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.36,,,,,,,,,
21,Local,1790,Marseille ,Port franc,Suède,Exports,Amandes cassées,,,"39,998.00",,"65,571.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.31,,,,,,,,,
22,Local,1790,Marseille ,Port franc,Prusse,Exports,Amandes cassées,,,"8,577.00",,"14,061.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.21,,,,,,,,,
23,Local,1790,Marseille ,Port franc,Russie et Courlande,Exports,Amandes cassées,,,"2,489.00",,"4,081.00",Livres,0.6100000,sources/Local/AN_F12_1669_Marseille_Exports_1790.csv,AN F12 1669,3,,,,,Thasectra (Pascal Fontaine),,,-0.41,,,,,,,,,
