line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1728,Nantes,,Angleterre,Exports,Confitures,,,,,33,Livre,1.5,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,
2,Local,1728,Nantes,,Angleterre,Exports,Caffé,,,,,15,Livre,2.9000001,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,
3,Local,1728,Nantes,,Angleterre,Exports,Cacao,,,,,104,Livre,1.25,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,
4,Local,1728,Nantes,,Angleterre,Exports,Chataignes,,,,,80,Boisseau,.5,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,
5,Local,1728,Nantes,,Angleterre,Exports,Eau de vie,,,,,3314,Barrique,95,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,Droits à 3 livres et 5 sous par barriques,,,,,,,,,,
6,Local,1728,Nantes,,Angleterre,Exports,Noix,,,,,220,Millier,.5,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,
7,Local,1728,Nantes,,Angleterre,Exports,Porcs gras,,,,,4,Nombre,30,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,
8,Local,1728,Nantes,,Angleterre,Exports,Pruneaux de Ste Catherine,,,,,50,Livre,.30000001,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en pourcentage,,,,,,,,,,
9,Local,1728,Nantes,,Angleterre,Exports,Reglisse,,,,,4400,Livre,.12,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en pourcentage,,,,,,,,,,
10,Local,1728,Nantes,,Angleterre,Exports,Sel,,,,,1466,Muid,26,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,
11,Local,1728,Nantes,,Angleterre,Exports,Sel,,,,,335,Charge,34,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,
12,Local,1728,Nantes,,Angleterre,Exports,Sucre en pain,,,,,2365,Livre,.60000002,sources/Local/AD44_C706_Nantes_Exports_1728.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en pourcentage,,,,,,,,,,
