line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
6366,Local,1764,Bayonne,,Angleterre,Exports,Goldron,,,1890,,210,barils,9,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6367,Local,1764,Bayonne,,Angleterre,Exports,Graine de lin,,,40044,,10011,conques,4,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6368,Local,1764,Bayonne,,Angleterre,Exports,Liege en planches,,,375,,2500,livres,.15000001,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6369,Local,1764,Bayonne,,Angleterre,Exports,Planches de sapin,,,300,,300,en nombre,1,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6370,Local,1764,Bayonne,,Espagne,Exports,Agneaux,,,34.5,,23,en nombre,1.5,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6371,Local,1764,Bayonne,,Espagne,Exports,Anes,,,615,,41,en nombre,15,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6372,Local,1764,Bayonne,,Espagne,Exports,Avoine,,,35,,700,livres,.050000001,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6373,Local,1764,Bayonne,,Espagne,Exports,Bahus,,,80,,4,en nombre,20,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6374,Local,1764,Bayonne,,Espagne,Exports,Barracans,,,42,,42,livres,1,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
6375,Local,1764,Bayonne,,Espagne,Exports,Bas de laine,,,486,,108,livres,4.5,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1764.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
