line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1742,Nantes,,Angleterre,Exports,Anis vert,,,,,2800,livres,.32,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en pourcentage,,,,,,,,,,,
2,Local,1742,Nantes,,Angleterre,Exports,Bray sec,,,,,20000,livres,.05,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en Milliers,,,,,,,,,,,
3,Local,1742,Nantes,,Angleterre,Exports,Confitures,,,,,30,livres,.5,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en pourcentage,,,,,,,,,,,
4,Local,1742,Nantes,,Angleterre,Exports,Caffé des isles,,,,,1598,livres,.5,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,,
5,Local,1742,Nantes,,Angleterre,Exports,Cordages de chanvre,,,,,300,livres,.32,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en pourcentage,,,,,,,,,,,
6,Local,1742,Nantes,,Angleterre,Exports,Cercles a Tonneauxx,,,,,20,Fournitures,20,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,,
7,Local,1742,Nantes,,Angleterre,Exports,Eau de vie,,,,,339,bariques,70,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,Droits à 3 livres et 5 sous la bariques,,,,,,,,,,,
8,Local,1742,Nantes,,Angleterre,Exports,Eau de vie,,,,,15,Veltes,2.4,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,Droits à 3 livres et 5 sous la bariques,,,,,,,,,,,
9,Local,1742,Nantes,,Angleterre,Exports,Fayance en vaisselle,,,,,28,douzaines,1.5,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,,
10,Local,1742,Nantes,,Angleterre,Exports,Fer en verges,,,,,6000,livres,.11,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en Milliers,,,,,,,,,,,
11,Local,1742,Nantes,,Angleterre,Exports,Morüe seche,,,,,1200,livres,.18,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,Prix unitaire en pourcentage,,,,,,,,,,,
12,Local,1742,Nantes,,Angleterre,Exports,Mairain ganivelle douëlles,,,,,14,Milliers,100,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,,
13,Local,1742,Nantes,,Angleterre,Exports,Porcelaine,,,,,36,livres,5,sources/Local/AD44_C706_Nantes_Exports_1742.csv,AD44 C706,1,,,,,Anthony Rebours,,,,,,,,,,,,,
