line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1749,Nantes,,Angleterre,Exports,Bray sec,,,,,19,Barils,,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,7 livres le cent,,,,,,,,,,,
2,Local,1749,Nantes,,Angleterre,Exports,Bray sec,,,,,1000,Livres,.07,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,,,,,,,,,,,,
3,Local,1749,Nantes,,Angleterre,Exports,Caffé des Isles,,,,,577,Livres,1.8,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,Prix unitaire en pourcentage,,,,,,,,,,,
4,Local,1749,Nantes,,Angleterre,Exports,Cartes a joüer,,,,,50,Livres,1.5,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,,,,,,,,,,,,
5,Local,1749,Nantes,,Angleterre,Exports,Cercles,,,,,6,Fournitures,14,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,,,,,,,,,,,,
6,Local,1749,Nantes,,Angleterre,Exports,Citrons verts,,,,,100,Nombre,.03,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,,,,,,,,,,,,
7,Local,1749,Nantes,,Angleterre,Exports,Eau de la Reine d'Hongrie,,,,,1,Tierçons,180,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,,,,,,,,,,,,
8,Local,1749,Nantes,,Angleterre,Exports,Eau de la Reine d'Hongrie,,,,,12,Fiolles,.25,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,,,,,,,,,,,,
9,Local,1749,Nantes,,Angleterre,Exports,Eau de vie,,,,,19044,Veltes,3,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,,,,,,,,,,,,
10,Local,1749,Nantes,,Angleterre,Exports,Fayence,,,,,77,Douzaines,1.75,sources/Local/AD44_C716-2_Nantes_Exports_1749.csv,AD44 C716 n°2,1,,,,,Anthony Rebours,,,,,,,,,,,,,
