line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1728,Marseille,,Pour la Hollande,Exports,Anchois,,,17.5,,5,Barrils,3.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
2,Local,1728,Marseille,,Pour la Hollande,Exports,Amandes cassées,,,217540,,1087700,Livres,.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
3,Local,1728,Marseille,,Pour la Hollande,Exports,Amandes en coques,,,16640,,104000,livres,.16,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
4,Local,1728,Marseille,,Pour la Hollande,Exports,Agaric,,,525,,350,Livres,1.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
5,Local,1728,Marseille,,Pour la Hollande,Exports,Aristoloche,,,40,,400,Livres,.1,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
6,Local,1728,Marseille,,Pour la Hollande,Exports,Bazanes de veau tannées,,,12186,,677,Douzaines,18,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
7,Local,1728,Marseille,,Pour la Hollande,Exports,Bazanes de mouton tannées,,,4122,,458,Douzaines,9,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
8,Local,1728,Marseille,,Pour la Hollande,Exports,Cire jaune,,,720,,600,Livres,1.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
9,Local,1728,Marseille,,Pour la Hollande,Exports,Capres,,,30738.75,,87825,Livres,.34999999,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
10,Local,1728,Marseille,,Pour la Hollande,Exports,Eau de vie,,,136595,,682975,Livres,.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,1,,,,,Requia,,,0,,,,,,,,,
11,Local,1728,Marseille,,Pour la Hollande,Exports,Esprit de vin,,,90,,200,Livres,.44999999,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
12,Local,1728,Marseille,,Pour la Hollande,Exports,Eau de la Reyne d'Hongrie,,,150,,200,Livres,.75,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
13,Local,1728,Marseille,,Pour la Hollande,Exports,Essence,,,100,,200,Livres,.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
14,Local,1728,Marseille,,Pour la Hollande,Exports,Figues,,,1003.2,,8360,Livres,.12,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
15,Local,1728,Marseille,,Pour la Hollande,Exports,Grenades fruit,,,20,,1,Millier,20,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
16,Local,1728,Marseille,,Pour la Hollande,Exports,Graine de jardin,,,1016.25,,1355,Livres,.75,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
17,Local,1728,Marseille,,Pour la Hollande,Exports,Galles d'alep,,,87,,150,Livres,.57999998,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
18,Local,1728,Marseille,,Pour la Hollande,Exports,Huile d'olive,,,110480,,2762,Millerolles,40,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
19,Local,1728,Marseille,,Pour la Hollande,Exports,Huile de senteur,,,3725,,3725,Livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
20,Local,1728,Marseille,,Pour la Hollande,Exports,Indigo,,,405,,180,Livres,2.25,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
21,Local,1728,Marseille,,Pour la Hollande,Exports,Liqueurs a boire,,,4300,,4300,Livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
22,Local,1728,Marseille,,Pour la Hollande,Exports,Liege fin,,,2562,,18300,Livres,.14,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
23,Local,1728,Marseille,,Pour la Hollande,Exports,Miel,,,8385,,64500,Livres,.13,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
24,Local,1728,Marseille,,Pour la Hollande,Exports,Noisettes,,,102,,1700,Livres,.059999999,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
25,Local,1728,Marseille,,Pour la Hollande,Exports,Olives,,,40.799999,,34,Barrils,1.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
26,Local,1728,Marseille,,Pour la Hollande,Exports,Olives,,,3534,,29450,Livres,.12,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
27,Local,1728,Marseille,,Pour la Hollande,Exports,Prunes Brugnolles,,,77329,,276175,Livres,.28,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
28,Local,1728,Marseille,,Pour la Hollande,Exports,Pommade,,,100,,100,Livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
29,Local,1728,Marseille,,Pour la Hollande,Exports,Pelleterie blanche,,,800,,1000,Livres,.80000001,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728.csv,Archives de la CCI de Marseille - I 21,2,,,,,Requia,,,0,,,,,,,,,
