line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1761,Nantes,,Angleterre,Imports,boeure,,,,,"110,00",livres,"0,3500000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
2,Local,1761,Nantes,,Angleterre,Imports,cuirs en poil,,,,,"1 023,00",cuirs,"12,0000000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
3,Local,1761,Nantes,,Angleterre,Imports,langues sallées,,,,,"2 516,00",livres,"0,4000000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
4,Local,1761,Nantes,,Angleterre,Imports,moële de bœuf,,,,,"30,00",livres,"0,4000000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
5,Local,1761,Nantes,,Dannemark,Imports,cabillauds,,,,,"55 823,00",livres,"0,1500000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
6,Local,1761,Nantes,,Dannemark,Imports,goudron,,,,,"216,00",barils,"20,0000000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
7,Local,1761,Nantes,,Dannemark,Imports,harangs blancs,,,,,"22,00",barils,"18,0000000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
8,Local,1761,Nantes,,Dannemark,Imports,huile de poisson,,,,,"295,00",livres,"0,2500000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
9,Local,1761,Nantes,,Dannemark,Imports,langues sallées,,,,,"137,00",livres,"0,4000000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
10,Local,1761,Nantes,,Dannemark,Imports,maquereaux,,,,,"1,75",barils,"18,0000000",sources/Local/AD44_C716_Nantes_Imports_1761.csv,AD44 C716,1,,,,,Hasna,1,absence de prix total,,,,,,,,,
