line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
8108,Local,1769,Bayonne,,Angleterre,Exports,Huile,,,19235,,38470,livres,.5,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8109,Local,1769,Bayonne,,Espagne,Exports,Argenterie,,,53580,,940,marcs,57,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8110,Local,1769,Bayonne,,Espagne,Exports,Bas ; de laine,,,23850,,3975,livres,6,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8111,Local,1769,Bayonne,,Espagne,Exports,Bas ; de soye,,,185640,,4641,livres,40,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8112,Local,1769,Bayonne,,Espagne,Exports,Basin,,,72410,,14482,livres,5,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8113,Local,1769,Bayonne,,Espagne,Exports,Bazannes,,,22,,22,en nombre,1,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8114,Local,1769,Bayonne,,Espagne,Exports,Bled ; froment,,,287,,2296,livres,.125,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8115,Local,1769,Bayonne,,Espagne,Exports,Bled ; maïs,,,37390.5,,8309,conques,4.5,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8116,Local,1769,Bayonne,,Espagne,Exports,Bled ; maïs,,,2172,,28960,livres,.075000003,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8117,Local,1769,Bayonne,,Espagne,Exports,Bled ; meteil,,,4343.6001,,43436,livres,.1,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8118,Local,1769,Bayonne,,Espagne,Exports,Bœuf,,,46680,,389,en nombre,120,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8119,Local,1769,Bayonne,,Espagne,Exports,Boeure,,,139.05,,309,livres,.44999999,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,1,,,,,Pascal Fontaine,,,0,,,,,,,,,
8120,Local,1769,Bayonne,,Espagne,Exports,Bottines,,,1040,,104,paires,10,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8121,Local,1769,Bayonne,,Espagne,Exports,Bouriques,,,615,,41,en nombre,15,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8122,Local,1769,Bayonne,,Espagne,Exports,Boutons ; or et argent,,,16490,,194,livres,85,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8123,Local,1769,Bayonne,,Espagne,Exports,Boutons ; or trait,,,1155,,11,livres,105,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8124,Local,1769,Bayonne,,Espagne,Exports,Brai sec,,,18025,,360500,livres,.050000001,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8125,Local,1769,Bayonne,,Espagne,Exports,Brun rouge,,,210,,3000,livres,.07,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8126,Local,1769,Bayonne,,Espagne,Exports,Buffles,,,1500,,750,livres,2,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8127,Local,1769,Bayonne,,Espagne,Exports,Cacao,,,161896.5,,215862,livres,.75,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,"""ce doit être des isles, Caracques vaudroit 40 sols""",0,,,,,,,,,
8128,Local,1769,Bayonne,,Espagne,Exports,Caffé,,,8215.25,,9665,livres,.85000002,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8129,Local,1769,Bayonne,,Espagne,Exports,Callemande,,,120,,30,livres,4,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8130,Local,1769,Bayonne,,Espagne,Exports,Camelot,,,14805,,164.5,pièces,90,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8131,Local,1769,Bayonne,,Espagne,Exports,Camelot,,,960,,160,livres,6,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8132,Local,1769,Bayonne,,Espagne,Exports,Canelle,,,41921,,3811,livres,11,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8133,Local,1769,Bayonne,,Espagne,Exports,Cardes,,,181.5,,121,paires,1.5,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8134,Local,1769,Bayonne,,Espagne,Exports,Chaises de paille,,,540,,675,en nombre,.80000001,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8135,Local,1769,Bayonne,,Espagne,Exports,Chandelle,,,67.5,,135,livres,.5,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8136,Local,1769,Bayonne,,Espagne,Exports,Chapeaux ; castor,,,455800,,22790,en nombre,20,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8137,Local,1769,Bayonne,,Espagne,Exports,Chapeaux ; de laine,,,855,,684,en nombre,1.25,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8138,Local,1769,Bayonne,,Espagne,Exports,Chapeaux ; my castor,,,75180,,7518,en nombre,10,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8139,Local,1769,Bayonne,,Espagne,Exports,Chapeaux ; poil et laine,,,58445,,11689,en nombre,5,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8140,Local,1769,Bayonne,,Espagne,Exports,Cheveaux,,,57960,,966,en nombre,60,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8141,Local,1769,Bayonne,,Espagne,Exports,Cheveaux ; poulains,,,90,,3,en nombre,30,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8142,Local,1769,Bayonne,,Espagne,Exports,Cidre,,,252,,21,carreaux,12,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8143,Local,1769,Bayonne,,Espagne,Exports,Cire ; blanche,,,4161,,2190,livres,1.9,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8144,Local,1769,Bayonne,,Espagne,Exports,Cire ; jaune,,,103040.4,,60612,livres,1.7,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8145,Local,1769,Bayonne,,Espagne,Exports,Cloux de fer,,,3600,,12000,livres,.30000001,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8146,Local,1769,Bayonne,,Espagne,Exports,Congres,,,2555.1001,,8517,livres,.30000001,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8147,Local,1769,Bayonne,,Espagne,Exports,Cordages,,,2167.5,,7225,livres,.30000001,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8148,Local,1769,Bayonne,,Espagne,Exports,Cordeillat,,,24600,,246,pièces,100,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8149,Local,1769,Bayonne,,Espagne,Exports,Coton filé,,,1575,,525,livres,3,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8150,Local,1769,Bayonne,,Espagne,Exports,Coupe rose,,,151.95,,1013,livres,.15000001,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8151,Local,1769,Bayonne,,Espagne,Exports,Couvertures de laine,,,960,,80,en nombre,12,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
8152,Local,1769,Bayonne,,Espagne,Exports,Cristaux,,,1170,,780,livres,1.5,sources/Local/AD64_2_ETP_105_Bayonne_Exports_1769.csv,AD64 2 ETP 105,2,,,,,Pascal Fontaine,,,0,,,,,,,,,
