line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1882,Local,1753,Bayonne,,Angleterre,Exports,Bray gras,,,2000,,200,barils,10,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1883,Local,1753,Bayonne,,Angleterre,Exports,Bray sec,,,700,,20000,livres,"0,035",sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1884,Local,1753,Bayonne,,Angleterre,Exports,Eau de vie,,,13770,,"76,5",pipes,180,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1885,Local,1753,Bayonne,,Angleterre,Exports,Peaux de chevreau passées,,,2640,,5280,en nombre,"0,5",sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1886,Local,1753,Bayonne,,Angleterre,Exports,Sergette,,,238,,7,pièces,34,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1887,Local,1753,Bayonne,,Angleterre,Exports,Terebenthine,,,196,,5600,livres,"0,035",sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1888,Local,1753,Bayonne,,Angleterre,Exports,Vin de France,,,504,,4,tonneaux,126,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1889,Local,1753,Bayonne,,Danemark,Exports,Bray sec,,,700,,20000,livres,"0,035",sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1890,Local,1753,Bayonne,,Danemark,Exports,Eau de vie,,,1980,,11,pipes,180,sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
1891,Local,1753,Bayonne,,Danemark,Exports,Liege,,,120,,1500,livres,"0,08",sources/Local/AD64_2_ETP_104_Bayonne_Exports_1753.csv,AD64 2 ETP 104,1,,,,,Pascal Fontaine,,,0,,,,,,,,
