numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Anis,Angleterre,2500,Livre,"0,25",,,
2,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Boutons d'or et d'argent,Angleterre,4,Garniture,0,,,
3,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Boutons d'or et d'argent,Angleterre,3,Douzaine,0,,,
4,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Chataignes,Angleterre,100,Boisseau,1,,,
5,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Caffé des Isles,Angleterre,174,Livre,"0,5",,,
6,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Cercles a tonneaux,Angleterre,12,Fourniture,12,,,
7,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Eau de vie,Angleterre,"306,75",Barique,120,,,Droits à 3 livre et 5 sous par bariques
8,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Eau de vie,Angleterre,10,Velte,"4,5",,,Droits à 3 livre et 5 sous par bariques
9,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Fer en barres,Angleterre,10000,Livre,"0,13",,,
10,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1741.csv,Local,1741,Exports,Nantes,1,Huile de lin,Angleterre,590,Livre,"0,28",,,
