"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","direction","sheet","marchandises","pays","quantit","quantity_unit","prix_unitaire","value","probleme","remarks","Droits totaux indiqués","Droits unitaires","remarks pour les droits"
1,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Armes a feu","Allemagne",12,"Livres",1,0,-12,,,,
2,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Barbançon de verre","Allemagne",2,"Livres",2,0,-4,,,,
3,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Beuf salé","Allemagne",260,"Barils",60,0,-15600,,,,
4,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Beuf fumé","Allemagne",1047,"Livres","1,05",0,"-1099,35",,,,
5,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Bleu de prusse","Allemagne",114,"Livres",13,0,-1482,,,,
6,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Bois merrain","Allemagne",7368,"Pieces","0,2",0,"-1473,6",,,,
7,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Canevettes","Allemagne",2,"Nombre",8,0,-16,,,,
8,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Cervelats","Allemagne",2,"Livres","0,75",0,"-1,5",,,,
9,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Chanvre cru","Allemagne",332855,"Livres","0,38",0,"-126484,9",,,,
10,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Cendre potasse","Allemagne",1341,"Livres","0,45",0,"-603,45",,,,
11,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Creusets","Allemagne",2050,"Livres","0,3",0,-615,,,,
12,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Cuivre non ouvré","Allemagne",78225,"Livres","1,4",0,-109515,,,,
13,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Eau minérale","Allemagne",12,"Bouteilles",3,0,-36,,,,
14,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Edredon","Allemagne",4,"Livres",15,0,-60,,,,
15,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Etoffe de laine","Allemagne",1580,"Livres",4,0,-6320,,,,
16,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",1,"Farine","Allemagne",914,"Livres","0,2",0,"-182,8",,,,
17,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Fer blanc","Allemagne",51654,"Livres","0,75",0,"-38740,5",,,,
18,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Fil de fer","Allemagne",9500,"Livres","0,6",0,-5700,,,,
19,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Flacon","Allemagne",6,"Nombre","0,3",0,"-1,8",,,,
20,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Graudon","Allemagne",72,"Barils",33,0,-2376,,,,
21,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Jambon","Allemagne",36,"Livres","0,7",0,"-25,2",,,,
22,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Indienne","Allemagne",35,"Pieces",45,0,-1575,,,,
23,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Laine","Allemagne",50191,"Livres","1,25",0,"-62738,75",,,,
24,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Langues salées","Allemagne",292,"Livres","0,5",0,-146,,,,
25,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Lin cru","Allemagne",28100,"Livres","0,6",0,-16860,,,,
26,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Mercerie","Allemagne",935,"Livres",2,0,-1870,,,,
27,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Noir de fumée","Allemagne",1000,"Barils","0,125",0,-125,,,,
28,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Ozier","Allemagne",,"valeurs",0,100,100,,,,
29,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Peaux de daim apretées","Allemagne",10,"Pieces",12,0,-120,,,,
30,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Planches de sapin","Allemagne",100,"Nombre","1,2",0,-120,,,,
31,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Plomb en saumon","Allemagne",8915,"Livres","0,2",0,-1783,,,,
32,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Plumes a ecrire","Allemagne",6,"Livres",5,0,-30,,,,
33,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Pois","Allemagne",4000,"Livres","0,1",0,-400,,,,
34,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Saumure","Allemagne",2,"Barils",10,0,-20,,,,
35,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Tapis","Allemagne",6,"Nombre",120,0,-720,,,,
36,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Timon","Allemagne",1,,0,0,0,"produit ""inappreciable""",,,
37,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Toile ; cirée peinte","Allemagne",338,"Livres","0,5",0,-169,,,,
38,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Toile ; peinte","Allemagne",240,"Livres",8,0,-1920,,,,
39,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Toile ; platilles","Allemagne",7896,"Pieces",5,0,-39480,,,,
40,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Toile ; a voile","Allemagne",3120,"Livres","1,75",0,-5460,,,,
41,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Verres a boire","Allemagne",1332,"Livres",2,0,-2664,,,,
42,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Verroterie","Allemagne",40,"Livres",1,0,-40,,,,
43,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Bœuf salé","Angleterre",10,"Tonneaux",480,0,-4800,"1 tonneau = 8 barils",,,
44,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Bœuf salé","Angleterre",300,"Barils",60,0,-18000,,,,
45,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Cuirs en poil","Angleterre",240,"Livres","0,35",0,-84,,,,
46,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",2,"Plomb en saumon","Angleterre",26600,"Livres","0,25",0,-6650,,,,
47,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Alun","Dannemark",72435,"Livres","0,2",0,-14487,,,,
48,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Avirons","Dannemark",164,"Nombre","2,5",0,-410,,,,
49,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Bled froment","Dannemark",64000,"Livres","0,0875",0,-5600,,,,
50,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Bois anspest","Dannemark","19,5","Douzaine",6,0,-117,,,,
51,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Bois espars","Dannemark",308,"Nombre","0,2",0,"-61,6",,,,
52,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Boulets ","Dannemark",151410,"Livres","0,1",0,-15141,,,,
53,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Cabillau","Dannemark",2582,"Livres","0,25",0,"-645,5",,,,
54,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Chevrons","Dannemark",44,"Livres",3,0,-132,,,,
55,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Gaudron","Dannemark",100,"Barils",33,0,-3300,,,,
56,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Huille de poisson","Dannemark",1099,"Livres","0,35",0,"-384,65",,,,
57,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Laine","Dannemark",8550,"Livres","1,25",0,"-10687,5",,,,
58,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Manches de gaffe","Dannemark",150,"Nombre","0,5",0,-75,,,,
59,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Planches de sapin","Dannemark",135609,"Nombre","1,2",0,"-162730,8",,,,
60,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Rogues","Dannemark",62,"Barils",40,0,-2480,,,,
61,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Stocfiche","Dannemark",11000,"Livres","0,25",0,-2750,,,,
62,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Amandes","Espagne",3465,"Livres","0,3",0,"-1039,5",,,,
63,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Balais de jonc","Espagne",2080,"Charge",20,0,-41600,,,,
64,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Balais de jonc","Espagne",340,"Douzaine",1,0,-340,,,,
65,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Beuf salé","Espagne",56077,"Livres","0,275",0,"-15421,18",,,,
66,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Beurre","Espagne",15580,"Livres","0,5",0,-7790,,,,
67,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Bois de campeche","Espagne",64965,"Livres","0,1",0,"-6496,5",,,,
68,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Capres","Espagne",50,"Livres","0,55",0,"-27,5",,,,
69,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Chaux vive","Espagne",60,"Livres",1,0,-60,,,,
70,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Cire jaune","Espagne",221,"Livres",2,0,-442,,,,
71,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",3,"Citrons et oranges","Espagne",65,"Caisses",15,0,-975,,,,
72,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Cuirs de bœuf en poil","Espagne",42,"Nombre",30,0,-1260,,,,
73,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Drogueries","Espagne",2456,"Livres","2,1",0,"-5157,6",,,,
74,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Eau de vie","Espagne",113088,"Veltes",4,0,-452352,,,,
75,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Eau de vie","Espagne",66,"Barriques",120,0,-7920,,,,
76,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Eau de vie","Espagne",14,"Pieces",240,0,-3360,,,,
77,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Fer en ancres","Espagne",9100,"Livres","0,3",0,-2730,,,,
78,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Fer en barres","Espagne",739011,"Livres","0,2",0,"-147802,2",,,,
79,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Figues","Espagne",12068,"Livres","0,15",0,"-1810,2",,,,
80,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Histoire naturelle","Espagne",1,"Caisses",0,0,0,"produit ""inappreciable""",,,
81,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Huille d'olive ","Espagne",86875,"Livres","0,7",0,"-60812,5",,,,
82,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Huille de poisson","Espagne",5522,"Livres","0,35",0,"-1932,7",,,,
83,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Jalap","Espagne",1898,"Livres",2,0,-3796,,,,
84,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Indigo","Espagne",191,"Livres",14,0,-2674,,,,
85,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Laine","Espagne",58143,"Livres","2,25",0,"-130821,75",,,,
86,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Lard salé","Espagne",5100,"Livres","0,4",0,-2040,,,,
87,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Liege","Espagne",3000,"Livres","0,2",0,-600,,,,
88,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Meules","Espagne",400,"Nombre",3,0,-1200,,,,
89,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Olive","Espagne",92,"Livres","0,6",0,"-55,2",,,,
90,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Patates","Espagne",100,"Livres","0,025",0,"-2,5",,,,
91,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Patates","Espagne",4,"Barils",3,0,-12,,,,
92,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Plomb en saumon","Espagne",18050,"Livres","0,2",0,-3610,,,,
93,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Quincaille","Espagne",748,"Livres",1,0,-748,,,,
94,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Quinquina","Espagne",1840,"Livres",3,0,-5520,,,,
95,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Raisin sec","Espagne",65230,"Livres","0,3",0,-19569,,,,
96,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Terre de grez","Espagne",12,"Livres","0,1",0,"-1,2",,,,
97,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Vin","Hollande",1170,"Tonneaux",200,0,-234000,,,,
98,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Vin","Hollande",8,"Barriques",50,0,-400,,,,
99,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",4,"Vin","Hollande",210,"Pots","0,5",0,-105,,,,
100,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Alun","Flandre Autrichienne",64741,"Livres","0,2",0,"-12948,2",,,,
101,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Ameçons","Flandre Autrichienne",37,"Livres",2,0,-74,,,,
102,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Armes a feu","Flandre Autrichienne",4600,"Livres",1,0,-4600,,,,
103,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Armes a feu ; fusil","Flandre Autrichienne",500,"Pieces","7,5",0,-3750,,,,
104,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Armes a feu ; pistolet","Flandre Autrichienne",250,"Paires",12,0,-3000,,,,
105,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Bajutapeaux","Flandre Autrichienne",195,"Pieces","16,5",0,"-3217,5",,,,
106,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Bayette","Flandre Autrichienne",22,"Pieces",18,0,-396,,,,
107,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Baleine coupée","Flandre Autrichienne",106,"Livres",3,0,-318,,,,
108,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Bleu de prusse","Flandre Autrichienne",72,"Livres",13,0,-936,,,,
109,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Bouteilles","Flandre Autrichienne",290,"Livres","0,1041667",0,"-30,21",,,,
110,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Canons","Flandre Autrichienne",118337,"Livres","0,15",0,"-17750,55",,,,
111,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Cendre potasse","Flandre Autrichienne",7320,"Livres","0,45",0,-3294,,,,
112,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Ceruze","Flandre Autrichienne",13653,"Livres","0,25",0,"-3413,25",,,,
113,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Choux confit","Flandre Autrichienne",1,"Barils",6,0,-6,,,,
114,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Colle de poisson","Flandre Autrichienne",60,"Livres",4,0,-240,,,,
115,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Cornes a lanterne","Flandre Autrichienne",20900,"Livres",3,0,-62700,,,,
116,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Couperose","Flandre Autrichienne",97505,"Livres","0,1",0,"-9750,5",,,,
117,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Creusets","Flandre Autrichienne",1000,"Nombre","0,3",0,-300,,,,
118,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Cuivre en serrures","Flandre Autrichienne",11943,"Livres","1,4",0,"-16720,2",,,,
119,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Cuivre en planches","Flandre Autrichienne",2266,"Livres","1,4",0,"-3172,4",,,,
120,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Dragée","Flandre Autrichienne",23,"Livres","1,5",0,"-34,5",,,,
121,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Eau forte","Flandre Autrichienne",5489,"Livres",1,0,-5489,,,,
122,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Emery","Flandre Autrichienne",200,"Livres",1,0,-200,,,,
123,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Etain ; en baguettes","Flandre Autrichienne",312,"Livres","1,25",0,-390,,,,
124,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Etain ; en bloc","Flandre Autrichienne",11233,"Livres","0,9",0,"-10109,7",,,,
125,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Etoffe soye et coton","Flandre Autrichienne",134,"Pieces",60,0,-8040,"piece de 20 aunes",,,
126,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Farine","Flandre Autrichienne",411,"Livres","0,2",0,"-82,2",,,,
127,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Fer ; en barres","Flandre Autrichienne",28900,"Livres","0,2",0,-5780,,,,
128,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Fer ; blanc ","Flandre Autrichienne",13702,"Livres","0,75",0,"-10276,5",,,,
129,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",5,"Fer ; en cercles","Flandre Autrichienne",37757,"Livres","0,3",0,"-11327,1",,,,
130,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Fer ; noir","Flandre Autrichienne",516,"Livres","0,4125",0,"-212,85",,,,
131,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Fer ; ouvré","Flandre Autrichienne",10740,"Livres","0,4",0,-4296,,,,
132,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Fer ; en taule","Flandre Autrichienne",200,"Livres","0,4",0,-80,,,,
133,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Fil de chanvre","Flandre Autrichienne",35,"Livres",1,0,-35,,,,
134,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Fleur de moutarde","Flandre Autrichienne",35,"Livres","0,1",0,"-3,5",,,,
135,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Fromage","Flandre Autrichienne",1509,"Livres","0,35",0,"-528,15",,,,
136,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Gomme de cedre","Flandre Autrichienne",760,"Livres","0,9",0,-684,,,,
137,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Gaudron","Flandre Autrichienne",86,"Barils",33,0,-2838,,,,
138,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Guinée","Flandre Autrichienne",100,"Pieces",18,0,-1800,,,,
139,"Demba","AD44 C717","Local/Nantes/Nantes - Imports - 1778.csv","Local",1778,"Imports","Nantes",6,"Hardes a usage","Flandre Autrichienne",6,"Male",0,0,0,"produit ""inappreciable""",,,
