numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Amandes cassées,Marseille,Hollande,238700,Livres,"0,2",47740,0,
2,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Anchois,Marseille,Hollande,21849,Livres,"0,5",10920,"4,5",erreur de calcul
3,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Bas et bonnets de coton,Marseille,Hollande,350,Livres,5,1750,0,
4,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Bours de soye,Marseille,Hollande,100,Pièces,36,3600,0,
5,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Canefice,Marseille,Hollande,5,Quintal,30,150,0,Mesure d'origine livre
6,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Capres,Marseille,Hollande,140,Quintal,22,3080,0,Mesure d'origine livre
7,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Chapeaux poil et laine,Marseille,Hollande,26,Douzaines,48,1248,0,
8,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Coton filé,Marseille,Hollande,37242,Livres,"1,1",40966,"0,2",
9,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Coton en laine,Marseille,Hollande,22390,Livres,"0,5",11195,0,
10,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Créme de tartre,Marseille,Hollande,860,Livres,"0,4",344,0,
11,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Cuir doré,Marseille,Hollande,218,Livres,5,1090,0,
12,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Cumin,Marseille,Hollande,23750,Livres,"0,17",4037,"0,5",
13,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Demitte,Marseille,Hollande,13150,Pièces,4,52600,0,
14,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Drap londrin,Marseille,Hollande,536,Livres,7,3752,0,
15,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Draperie petite,Marseille,Hollande,140,Livres,3,420,0,
16,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Drogueries,Marseille,Hollande,2434,Livres,1,2434,0,
17,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Eau de la reine d'hongrie,Marseille,Hollande,1200,Livres,"0,75",900,0,
18,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Eau de vie,Marseille,Hollande,1021043,Livres,"0,125",127630,"0,38",
19,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Encens,Marseille,Hollande,51375,Livres,"0,85",43668,"0,75",Erreur prix unitaire pas en pourcentage (voir d'habitude)
20,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Eponges,Marseille,Hollande,222,Livres,1,222,0,
21,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,1,1744,Essence,Marseille,Hollande,240,Livres,1,240,0,
22,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,2,1744,Estampes,Marseille,Hollande,362,Livres,5,1810,0,
23,Anthony Rebours,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,Local,Exports,2,1744,Fayence,Marseille,Hollande,719,Livres,"0,5",359,"0,5",
