line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1752,,,Hollande,Imports,Acacia,,,30,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,30,,,,Annick Davis,,,,,,,,,,,,
2,Objet Général,1752,,,Hollande,Imports,Achia,,,17.5,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,18,,,,Annick Davis,,,,,,,,,,,,
3,Objet Général,1752,,,Allemagne,Imports,Acier,,,9165,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
4,Objet Général,1752,,,Danemark,Imports,Acier,,,1437.5,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
5,Objet Général,1752,,,Espagne,Imports,Acier,,,1052.5,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
6,Objet Général,1752,,,Flandre,Imports,Acier,,,127.8,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
7,Objet Général,1752,,,Hollande,Imports,Acier,,,123864.4,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
8,Objet Général,1752,,,Italie,Imports,Acier,,,13856.2,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
9,Objet Général,1752,,,Levant,Imports,Acier,,,9695,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
10,Objet Général,1752,,,Nord,Imports,Acier,,,22044.1,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
11,Objet Général,1752,,,Savoye,Imports,Acier,,,3.5,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
12,Objet Général,1752,,,Suède,Imports,Acier,,,47704.301,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
13,Objet Général,1752,,,Suisse,Imports,Acier,,,3611.5,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,232502,,,,Annick Davis,,,,,,,,,,,,
14,Objet Général,1752,,,Hollande,Imports,Agaric,,,90,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,1100,,,,Annick Davis,,,,,,,,,,,,
15,Objet Général,1752,,,Italie,Imports,Agaric,,,150,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,1100,,,,Annick Davis,,,,,,,,,,,,
16,Objet Général,1752,,,Savoye,Imports,Agaric,,,60,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,1100,,,,Annick Davis,,,,,,,,,,,,
17,Objet Général,1752,,,Suisse,Imports,Agaric,,,800,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,1100,,,,Annick Davis,,,,,,,,,,,,
18,Objet Général,1752,,,Hollande,Imports,Agathe,,,1900,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,1900,,,,Annick Davis,,,,,,,,,,,,
19,Objet Général,1752,,,Levant,Imports,Ajamis,,,442746,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,442746,,,,Annick Davis,,,,,,,,,,,,
20,Objet Général,1752,,,Allemagne,Imports,Aiguilles,,,380950,0,,,,sources/Objet General/BM_Rouen_Montbret_155-1_Imports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,409927,,,,Annick Davis,,,,,,,,,,,,
