numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Acier,Marseille,Angleterre,"41015,00",Livres,"0,350","14 355,00","0,25",
2,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Ajamis,Marseille,Angleterre,"150,00",Pièces,"9,000","1 350,00","0,00",
3,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Alun,Marseille,Angleterre,"1540,00",Livres,"0,200","308,00","0,00",
4,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Bas de coton,Marseille,Angleterre,"1500,00",Livres,"5,000","7 500,00","0,00",
5,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Bois du Bresil,Marseille,Angleterre,"1000,00",Livres,"0,500","500,00","0,00",
6,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Bois de construction,Marseille,Angleterre,"177,00",Pièces,"20,000","3 540,00","0,00",
7,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Bouchons de liége,Marseille,Angleterre,"1800,00",Livres,"3,000","5 400,00","0,00",
8,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Bouteilles de verre,Marseille,Angleterre,"2490,00",Livres,"0,200","498,00","0,00",
9,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Brun rouge,Marseille,Angleterre,"5500,00",Livres,"0,100","550,00","0,00",
10,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Cacao,Marseille,Angleterre,"1250,00",Livres,"1,300","1 625,00","0,00",
11,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Caffé des Iles,Marseille,Angleterre,"2633,00",Livres,"0,750","1 974,00","0,75",
12,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Carreaux de terre,Marseille,Angleterre,"19600,00",Nombres,"0,025","440,00","50,00",erreur de calcul
13,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Ceruse,Marseille,Angleterre,"3280,00",Livres,"0,200","656,00","0,00",
14,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Chaises de paille,Marseille,Angleterre,"18,00",Douzaines,"12,000","216,00","0,00",
15,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Chandelle,Marseille,Angleterre,"1736,00",Livres,"0,500","868,00","0,00",
16,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Chanvre peigné,Marseille,Angleterre,"1288,00",Livres,"0,750","966,00","0,00",
17,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Chapeaux poil et laine,Marseille,Angleterre,"30,00",Douzaines,"60,000","1 800,00","0,00",
18,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,1,1773,Cire blanche,Marseille,Angleterre,"400,00",Livres,"2,000","800,00","0,00",
19,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Coton filé,Marseille,Angleterre,"267,00",Livres,"1,100","293,00","0,70",
20,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Coton en laine,Marseille,Angleterre,"27767,00",Livres,"1,000","27 767,00","0,00",
21,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Cotonne,Marseille,Angleterre,"650,00",Livres,"3,000","1 950,00","0,00",
22,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Couperose,Marseille,Angleterre,"1770,00",Livres,"0,150","265,00","0,50",
23,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Cuirs de bœuf tannés,Marseille,Angleterre,"1650,00",Livres,"0,600","990,00","0,00",
24,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Draperie ordinaire,Marseille,Angleterre,"409,00",Livres,"6,000","2 454,00","0,00",
25,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Drogueries,Marseille,Angleterre,"455,00",Livres,"1,000","455,00","0,00",
26,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Eau de la Reine d'hongrie,Marseille,Angleterre,"625,00",Livres,"1,000","625,00","0,00",
27,Anthony Rebours,Archives de la CCI de Marseille - I 25 ,Local/Marseille/Marseille – Sorties – 1773.csv,Local,Exports,2,1773,Eau de vie,Marseille,Angleterre,"139330,00",Livres,"0,250","34 887,00","-54,50",erreur de calcul
