numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Acier,Marseille,Angleterre,22200,Livres,"0,35",7770,0,
2,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Ajamis,Marseille,Angleterre,405,Pièces,9,3645,0,
3,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Avirons,Marseille,Angleterre,25,Paires,6,150,0,
4,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Bas de coton,Marseille,Angleterre,1100,Livres,5,5500,0,
5,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Bas de laine,Marseille,Angleterre,200,Livres,6,1200,0,
6,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Bas de soye,Marseille,Angleterre,150,Livres,40,6000,0,Pas le même prix original/copie
7,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Bois du Bresil,Marseille,Angleterre,3370,Livres,"0,5",1685,0,
8,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Bois de Campeche,Marseille,Angleterre,600,Livres,"0,25",150,0,
9,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Bois merrain,Marseille,Angleterre,250,Tonneaux,5,1250,0,
10,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Bouteilles de verre,Marseille,Angleterre,1035,Pièces,"0,2",207,0,
11,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Cacao,Marseille,Angleterre,1220,Livres,"1,3",1586,0,
12,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Caffé des îles,Marseille,Angleterre,9680,Livres,"0,75",7260,0,
13,Anthony Rebours,Archives de la CCI de Marseille - I 25,Local/Marseille/Marseille – Sorties – 1772.csv,Local,Exports,1,1772,Capres,Marseille,Angleterre,5950,Livres,"0,5",2975,0,
