numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Acier,Marseille,Angleterre,260,livres,"0,35",91,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Ajamis,Marseille,Angleterre,168,pièces,9,1512,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Alun,Marseille,Angleterre,30556,livres,"0,2",6111,"-0,2",
4,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Amandes,Marseille,Angleterre,4600,livres,"0,2",920,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Amidon,Marseille,Angleterre,1890,livres,"0,2",378,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Anis,Marseille,Angleterre,3280,livres,"0,2",656,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Azur,Marseille,Angleterre,1403,livres,"0,6",841,"-0,8",
8,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Bas de cotton,Marseille,Angleterre,2674,livres,5,668,-12702,erreur de calcul (confond livres et sols)
9,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Bas de fil,Marseille,Angleterre,600,livres,5,3000,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Bas de laine,Marseille,Angleterre,830,livres,6,4980,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Bas de soye,Marseille,Angleterre,630,livres,40,25200,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Batanonis,Marseille,Angleterre,80,pièces,3,240,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Bled froment,Marseille,Angleterre,900,charges,21,18900,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,1,1763,Exports,Bois de campech,Marseille,Angleterre,5640,livres,"0,25",1410,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Bois fustel,Marseille,Angleterre,300,livres,"0,1",300,270,erreur de calcul (dizaines)
16,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Bonnets de laine,Marseille,Angleterre,165,douzaines,10,165,-1485,erreur de calcul (dizaines)
17,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Bouchons de liege,Marseille,Angleterre,600,livres,3,1800,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Bourdes,Marseille,Angleterre,60000,livres,"0,05",3000,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Bours de laine,Marseille,Angleterre,200,pièces,10,2000,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Bray sec,Marseille,Angleterre,1100,livres,"0,1",110,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Caffé,Marseille,Angleterre,10885,livres,"0,9",9846,"49,5",erreur de calcul
22,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Capres,Marseille,Angleterre,2860,livres,"0,3",858,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Ceruze,Marseille,Angleterre,521,livres,"0,25",130,"-0,25",
24,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Chanvre peigné,Marseille,Angleterre,4920,livres,"0,35",1722,0,
25,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Chandelle,Marseille,Angleterre,4421,livres,"0,4",1768,"-0,4",
26,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Chapeaux poil et laine,Marseille,Angleterre,48,douzaines,60,2880,0,
27,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Chataignes,Marseille,Angleterre,417,livres,"0,05",203,"182,15",erreur de calcul
28,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Cirebruins ????,Marseille,Angleterre,550,livres,"0,3",165,0,
29,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Cire blanche,Marseille,Angleterre,875,livres,2,1250,-500,erreur de calcul
30,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Citrons,Marseille,Angleterre,10,milliers,25,2050,1800,erreur de calcul
31,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Cloux de fer,Marseille,Angleterre,1600,livres,"0,25",400,0,
32,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Cochons salés,Marseille,Angleterre,900,livres,"0,3",270,0,
33,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1763.csv,Local,2,1763,Exports,Confitures,Marseille,Angleterre,630,livres,"0,75",1417,"944,5",erreur (prix unitaire modifié mais pas le total)
