numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Ajamis,Marseille,Angleterre,50,pièces,9,450,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Alun,Marseille,Angleterre,3735,livres,"0,3",1120,"-0,5",
3,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Amidon,Marseille,Angleterre,2780,livres,"0,2",556,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Anis,Marseille,Angleterre,1000,livres,"0,2",250,50,erreur de calcul
5,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Bas de laine,Marseille,Angleterre,250,livres,6,1500,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Briques,Marseille,Angleterre,200,en nombre,"0,02",80,76,a confondu livre et sols
7,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Blés froment,Marseille,Angleterre,2525,charges,25,63125,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Bois de faux,Marseille,Angleterre,157,pièces,"1,5",235,"-0,5",
9,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Bouchons de liege,Marseille,Angleterre,600,livres,3,1800,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 25,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille – Exports – 1765.csv,Local,1,1765,Exports,Bray sec,Marseille,Angleterre,3000,livres,"0,1",300,0,
