numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Avoine,Marseille,Angleterre,"140 000,00",livres,"0,1500","21 000,000","0,00",
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Bœuf salé,Marseille,Angleterre,"2 541 790,00",livres,"0,4000","1 016 716,000","0,00",
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Bled froment,Marseille,Angleterre,"173 950,00",livres,"0,1000","17 395,000","0,00",
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Bois merrain,Marseille,Angleterre,"20 400,00",douzaines,"2,0000","40 800,000","0,00",
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Chanvre cru,Marseille,Angleterre,"8 000,00",livres,"0,2000","1 600,000","0,00",
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Charbon de terre,Marseille,Angleterre,"2 490 000,00",livres,"0,0300","74 700,000","0,00",
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Cire jaune,Marseille,Angleterre,"53 694,00",livres,"1,5000","80 541,000","0,00",
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Couperose,Marseille,Angleterre,"108 100,00",livres,"0,0800","8 648,000","0,00",
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Cuirs en poil,Marseille,Angleterre,"125 100,00",livres,"0,1500","18 765,000","0,00",
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,1,1775,Imports,Farine,Marseille,Angleterre,"168 600,00",livres,"0,2000","33 620,000","-100,00",
