numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Alun,Marseille,Angleterre,34380,livres,"0,2",6876,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Arquifou,Marseille,Angleterre,255770,livres,"0,15",38365,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Beuf salé,Marseille,Angleterre,6706,barils,40,268240,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Beurre,Marseille,Angleterre,6600,livres,"0,35",2310,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Bierre,Marseille,Angleterre,30,bariques,40,1200,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Bois merrain,Marseille,Angleterre,600,tonneaux,5,3000,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Chandelle,Marseille,Angleterre,1000,livres,"0,5",500,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Charbon de terre,Marseille,Angleterre,6140,chapeaux,5,30700,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Cire jeaune,Marseille,Angleterre,31800,livres,"1,5",47700,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Cochons salés,Marseille,Angleterre,187,barils,60,11220,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Cochons salés,Marseille,Angleterre,39800,livres,"0,4",15920,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Cordages de chanvre,Marseille,Angleterre,2240,livres,"0,3",672,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Couperose,Marseille,Angleterre,333575,livres,"0,08",26686,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Cuivre vieux,Marseille,Angleterre,410,livres,"0,85",348,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Cuirs de beuf en poil,Marseille,Angleterre,700,en nombre,14,9800,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Etain en bloc,Marseille,Angleterre,89580,livres,"0,75",67185,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Grabeau d'indigo,Marseille,Angleterre,7090,livres,3,21270,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,1,1769,Imports,Harangs blancs,Marseille,Angleterre,30,barrils,40,1200,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,2,1769,Imports,Huile de vitriol,Marseille,Angleterre,1000,livres,3,3000,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,2,1769,Imports,Jambons,Marseille,Angleterre,1000,livres,"0,45",450,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,2,1769,Imports,Langues salées,Marseille,Angleterre,7400,livres,"0,5",3700,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,2,1769,Imports,Litarge,Marseille,Angleterre,24750,livres,"0,2",4950,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1769.csv,Local,2,1769,Imports,Millet gros,Marseille,Angleterre,300,charges,18,5400,0,
