numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Alun,Marseille,Angleterre,607480,livres,"0,2",121496,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Arquifou,Marseille,Angleterre,169350,livres,"0,15","24952,5",-450,erreur de calcul
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Bœuf ; salé,Marseille,Angleterre,4440,barils,40,177600,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Beurre,Marseille,Angleterre,5500,livres,"0,35",1925,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Bierre,Marseille,Angleterre,12,bariques,40,480,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Bled ; froment,Marseille,Angleterre,5910,charges,30,168300,-9000,erreur de calcul
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Bleu ; de Prusse,Marseille,Angleterre,560,livres,15,8400,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Bois ; de campeche,Marseille,Angleterre,655300,livres,"0,15",98295,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Charbon ; de terre,Marseille,Angleterre,3000,chapeaux,5,15000,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Charbon ; de terre,Marseille,Angleterre,1100,mesures,"0,05",55,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Couperose,Marseille,Angleterre,428440,livres,"0,08","34275,2",0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Eau ; forte,Marseille,Angleterre,3200,livres,1,3200,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Etain ; en bloc,Marseille,Angleterre,408615,livres,"0,75",306461,"-0,25",
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Farine,Marseille,Angleterre,5350,livres,"0,2",1070,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Feves,Marseille,Angleterre,270,charges,12,3240,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Fil ; blanc,Marseille,Angleterre,1340,livres,2,2680,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Harangs ; blancs,Marseille,Angleterre,580,barils,40,23200,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,1,1771,Legumes,Marseille,Angleterre,38500,livres,"0,15",5775,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Orge,Marseille,Angleterre,1500,charges,12,18000,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Nattes,Marseille,Angleterre,10,douzaines,10,100,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Plomb ; en saumon,Marseille,Angleterre,862900,livres,"0,2",172580,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Racine ; à teindre,Marseille,Angleterre,2240,livres,"0,3",672,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Saumon ; salé,Marseille,Angleterre,75,barils,"0,25",18,"-0,75",
24,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Suif,Marseille,Angleterre,134400,livres,"0,4",53760,0,
25,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Tabac ; en feuille,Marseille,Angleterre,198500,livres,"0,25",49625,0,
26,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Vermichel,Marseille,Angleterre,2240,livres,"0,3",672,0,
27,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Alun,Marseille,Espagne,87170,livres,"0,2",17434,0,
28,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Amandes,Marseille,Espagne,97585,livres,"0,2",19517,0,
29,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Ameçons,Marseille,Espagne,345,livres,"0,3",108,"4,5",erreur de calcul
30,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Anis,Marseille,Espagne,119670,livres,"0,2",23934,0,
31,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Arquifou,Marseille,Espagne,77320,livres,"0,15",11598,0,
32,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Avoine,Marseille,Espagne,622,charges,16,9952,0,
33,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Balais ; de palme,Marseille,Espagne,3673,douzaines,"0,9",3305,"-0,7",
34,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Bas ; de soye,Marseille,Espagne,600,livres,40,24000,0,
35,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Bled ; froment,Marseille,Espagne,1180,charges,24,28320,0,
36,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Bois ; a bruler,Marseille,Espagne,4000,livres,"0,0075",30,0,
37,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Bois ; de campeche,Marseille,Espagne,768310,livres,"0,15","115246,5",0,
38,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Bois ; de gayac,Marseille,Espagne,2375,livres,"0,04",95,0,
39,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Entrées – 1771.csv,Local,Imports,2,1771,Bonnets ; de coton,Marseille,Espagne,200,livres,5,1000,0,
