numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Bray,Marseille,Danemark,55,Barrils,30,8,-1642,"Le prix de 3 sous est à la livre. J'ai pris le prix du barril de la suède (les années précédentes, le prix es ttoujours à la livre)."
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Morue verte,Marseille,Danemark,24830,livres,"0,4",9932,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Stockfiche,Marseille,Danemark,125100,livres,"0,2",25020,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Alun,Marseille,Espagne,43000,livres,"0,2",8600,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Amandes,Marseille,Espagne,67550,livres,"0,2",13510,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Anchois,Marseille,Espagne,320224,livres,"0,5",160112,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Anis,Marseille,Espagne,37720,livres,"0,2",7544,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Arquifou,Marseille,Espagne,780100,livres,"0,15",117015,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Avoine,Marseille,Espagne,1700,charges,18,30600,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Balais de palme,Marseille,Espagne,10530,douzaines,"0,9",9477,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,1,1779,Imports,Baleine en fanon,Marseille,Espagne,8000,livres,"2,5",20000,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,2,1779,Imports,Bled froment,Marseille,Espagne,520,charges,29,15080,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,2,1779,Imports,Bois a bruler,Marseille,Espagne,20800,livres,"0,0075",156,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,2,1779,Imports,Bois du bresil,Marseille,Espagne,5500,livres,"0,2",1100,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,2,1779,Imports,Bois de campech,Marseille,Espagne,1213950,livres,"0,15",182092,"-0,5",
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1779.csv,Local,2,1779,Imports,Bois de fernambourg,Marseille,Espagne,5140,livres,"0,5",2570,0,
