numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Alun,Marseille,Angleterre,64000,livres,"0,2",12800,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Bled froment,Marseille,Angleterre,415800,livres,"0,1",41580,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Bois de campeche,Marseille,Angleterre,78470,livres,"0,15",11770,"-0,5",
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Charbon de terre,Marseille,Angleterre,30000,livres,"0,03",900,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Etain en bloc,Marseille,Angleterre,90000,livres,"0,65",58500,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Farine,Marseille,Angleterre,184400,livres,"0,2",36880,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Fer en barres,Marseille,Angleterre,222900,livres,"0,15",33435,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Indigo,Marseille,Angleterre,3900,livres,5,19500,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Plomb en saumon,Marseille,Angleterre,43400,livres,"0,2",8680,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Saumon salé,Marseille,Angleterre,262000,livres,"0,2",52333,-67,erreur de calcul
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Vitriol,Marseille,Angleterre,8000,livres,"0,7",5100,-500,erreur de calcul
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,1,1777,Imports,Acier,Marseille,Espagne,1600,livres,"0,35",560,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Alun,Marseille,Espagne,73800,livres,"0,2",14760,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Amandes,Marseille,Espagne,90874,livres,"0,2",18174,"-0,8",
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Anchoix,Marseille,Espagne,299,barils,4,1196,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Anchoix,Marseille,Espagne,352615,livres,"0,5",176307,"-0,5",
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Anis,Marseille,Espagne,60236,livres,"0,2",12047,"-0,2",
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Arquifou,Marseille,Espagne,417767,livres,"0,15",62665,"-0,05",
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Auf,Marseille,Espagne,921150,livres,"0,1",92115,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Avoine,Marseille,Espagne,684250,livres,"0,1",68425,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Balais de palme,Marseille,Espagne,10660,livres,"0,05",533,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Bœuf salé,Marseille,Espagne,900,livres,"0,3",270,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Bois a bruler,Marseille,Espagne,12000,livres,"0,0075",90,0,
24,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Bois de campeche,Marseille,Espagne,737899,livres,"0,15",110684,"-0,85",
25,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Bois de fernambourg,Marseille,Espagne,147040,livres,"0,2",29408,0,
26,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Bois fustel,Marseille,Espagne,163500,livres,"0,09",14715,0,
27,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Bois a teindre,Marseille,Espagne,127360,livres,"0,15",19104,0,
28,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Bouchons de liege,Marseille,Espagne,44500,livres,"0,15",6675,0,
29,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Brun rouge,Marseille,Espagne,85778,livres,"0,025",2144,"-0,45",
30,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Cacao,Marseille,Espagne,72685,livres,"1,3",94490,"-0,5",
31,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Canelle,Marseille,Espagne,225,livres,10,2250,0,
32,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Chanvre peigné,Marseille,Espagne,20000,livres,"0,6",12000,0,
33,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Charbon de terre,Marseille,Espagne,60000,livres,"0,2",12000,0,
34,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Chocolat,Marseille,Espagne,5000,livres,2,10000,0,
35,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Cinabre,Marseille,Espagne,16000,livres,5,80000,0,
36,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Cire jaune,Marseille,Espagne,8200,livres,"1,5",12300,0,
37,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Citrons,Marseille,Espagne,6200,livres,"0,2",1240,0,
38,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Cochenille,Marseille,Espagne,109326,livres,18,1967868,0,
39,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Colombine,Marseille,Espagne,343785,livres,"0,05",17189,"-0,25",
40,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Coloquintes,Marseille,Espagne,3625,livres,1,3625,0,
41,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Cordages d'espars,Marseille,Espagne,533733,livres,"0,05",26686,"-0,65",
42,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Cornes de mouton,Marseille,Espagne,88700,paires,"0,1",8870,0,
43,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Couperose,Marseille,Espagne,40000,livres,"0,2",8000,0,
44,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Craye,Marseille,Espagne,1000,livres,"0,05",50,0,
45,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Cuirs de bœuf en poil,Marseille,Espagne,2056496,livres,"0,15",308474,"-0,4",
46,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Cuivre brut,Marseille,Espagne,317562,livres,1,317562,0,
47,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Drogueries,Marseille,Espagne,44300,livres,2,88600,0,
48,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Fer en barres,Marseille,Espagne,20800,livres,"0,15",3120,0,
49,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Figues,Marseille,Espagne,103300,livres,"0,2",20660,0,
50,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Fil a voile,Marseille,Espagne,11400,livres,1,11400,0,
51,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Filets d'espars,Marseille,Espagne,106066,livres,"0,1",10606,"-0,6",
52,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Filets d'auf,Marseille,Espagne,76961,paquets,3,230883,0,
53,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Fromage,Marseille,Espagne,37550,livres,"0,25",9387,"-0,5",
54,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Grabeau de cochenille,Marseille,Espagne,10430,livres,5,52150,0,
55,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Graine longue,Marseille,Espagne,31546,livres,"0,1",3154,"-0,6",
56,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Huile d'olive,Marseille,Espagne,1796,milleroles,40,71840,0,
57,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Huile de poisson,Marseille,Espagne,5700,livres,"0,25",1425,0,
58,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Jalap,Marseille,Espagne,7400,livres,"1,5",11100,0,
59,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Indigo,Marseille,Espagne,20124,livres,5,100620,0,
60,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Jus de reglisse,Marseille,Espagne,103918,livres,"0,25",25979,"-0,5",
61,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Laine diverses,Marseille,Espagne,503876,livres,"0,75",377907,0,
62,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Laine lavée,Marseille,Espagne,336180,livres,"1,1",369798,0,
63,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Laine surge,Marseille,Espagne,113230,livres,"0,6",67838,-100,erreur de calcul
64,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Legumes,Marseille,Espagne,37000,livres,"0,1",3700,0,
65,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Liege,Marseille,Espagne,10400,livres,"0,15",1560,0,
66,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Mercerie,Marseille,Espagne,2350,livres,"3,5",8225,0,
67,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Millet,Marseille,Espagne,30000,livres,"0,05",1500,0,
68,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Mouchoirs de soye,Marseille,Espagne,12819,livres,9,115371,0,
69,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Noisettes,Marseille,Espagne,9600,livres,"0,2",1920,0,
70,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Peaux de chevre,Marseille,Espagne,9530,livres,"1,4",13342,0,
71,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Peaux de lievre,Marseille,Espagne,9418,livres,"1,5",14127,0,
72,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Peaux de mouton en laine,Marseille,Espagne,24100,livres,1,24100,0,
73,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Piastres,Marseille,Espagne,209222,en nombre,"5,25",1098415,"-0,5",
74,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Planches de sapin,Marseille,Espagne,18,douzaines,12,216,0,
75,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Plomb en saumon,Marseille,Espagne,150010,livres,"0,2",30002,0,
76,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Plum a lit,Marseille,Espagne,1900,livres,1,1900,0,
77,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Quinquina,Marseille,Espagne,52972,livres,2,105944,0,
78,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Raisin sec,Marseille,Espagne,29700,livres,"0,2",5940,0,
79,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,2,1777,Imports,Reglisse,Marseille,Espagne,32100,livres,"0,1",3210,0,
80,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Safran,Marseille,Espagne,6470,livres,20,129400,0,
81,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Salsepareille,Marseille,Espagne,9300,livres,3,27900,0,
82,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Saumure,Marseille,Espagne,5400,livres,"0,2",1080,0,
83,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Son,Marseille,Espagne,2000,livres,"0,1",200,0,
84,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Soude,Marseille,Espagne,7383154,livres,"0,08",590652,"-0,32",
85,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Soye crue,Marseille,Espagne,4120,livres,12,49440,0,
86,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Suif,Marseille,Espagne,6500,livres,"0,45",2925,0,
87,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Sumac,Marseille,Espagne,20000,livres,"0,09",1800,0,
88,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Tabac,Marseille,Espagne,88750,livres,"3,5",310625,0,
89,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Tartre,Marseille,Espagne,10000,livres,"0,25",2500,0,
90,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Tonine,Marseille,Espagne,29909,livres,"0,4",11963,"-0,6",
91,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Toille d'emballage,Marseille,Espagne,1246,pièces,9,11214,0,
92,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Vanille,Marseille,Espagne,75,livres,50,3750,0,
93,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Vermichel,Marseille,Espagne,1097,livres,"0,2",219,"-0,4",
94,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Vin rouge,Marseille,Espagne,477850,livres,"0,1",47785,0,
95,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Alun,Marseille,Hollande,64800,livres,"0,2",12960,0,
96,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Arsenic,Marseille,Hollande,4300,livres,"0,25",1075,0,
97,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Azur,Marseille,Hollande,13400,livres,"0,6",8040,0,
98,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Beurre,Marseille,Hollande,2000,livres,"0,35",700,0,
99,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Biere,Marseille,Hollande,120500,livres,"0,15",18075,0,
100,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Bled froment,Marseille,Hollande,30000,livres,"0,1",3000,0,
101,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Bois de campeche,Marseille,Hollande,171920,livres,"0,15",25888,100,
102,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Bois jaune,Marseille,Hollande,215000,livres,"0,2",43000,0,
103,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Bois a teindre,Marseille,Hollande,25000,livres,"0,4",10000,0,
104,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Brun rouge,Marseille,Hollande,92280,livres,"0,025",2307,0,
105,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Cacao,Marseille,Hollande,15700,livres,"1,3",20410,0,
106,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Ceruze,Marseille,Hollande,8150,livres,"0,075","611,25",0,"erreur dans la source, oubli de la division par 100"
107,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1777.csv,Local,3,1777,Imports,Chanvre cru,Marseille,Hollande,138700,livres,"0,2",27740,0,
