numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Alun,Marseille,Angleterre,3545,livres,"0,2",709,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Beuf salé,Marseille,Angleterre,1718,barils,50,85900,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Beuf salé,Marseille,Angleterre,1800,livres,"0,2",360,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Beurre,Marseille,Angleterre,2410,livres,"0,35",843,"-0,5",
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Bierre,Marseille,Angleterre,13,bariques,30,390,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Bled froment,Marseille,Angleterre,14900,charges,32,2384,-474416,erreur de calcul (a confondu sous et livre)
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Bois de campeche,Marseille,Angleterre,196200,livres,"0,15",29430,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Cire blanche,Marseille,Angleterre,112,livres,2,224,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Cire jaune,Marseille,Angleterre,2350,livres,"1,5",3525,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Cochon salé,Marseille,Angleterre,12,barils,60,720,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Couperose,Marseille,Angleterre,17925,livres,"0,09",1713,"99,75",erreur de calcul
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Cuivre vieux,Marseille,Angleterre,430,livres,"0,9",387,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Drogueries,Marseille,Angleterre,382,livres,1,382,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Farine,Marseille,Angleterre,156800,livres,"0,12",18816,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Feves,Marseille,Angleterre,1200,charges,15,18000,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Fromage,Marseille,Angleterre,2700,livres,"0,25",675,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Harangs blancs,Marseille,Angleterre,50,barils,40,2000,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Langues salées,Marseille,Angleterre,1250,livres,"0,3",355,-20,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Legumes,Marseille,Angleterre,15000,livres,"0,15",2250,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,1,1766,Imports,Librairie,Marseille,Angleterre,1000,livres,2,2000,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Miel,Marseille,Angleterre,100,livres,"0,15",15,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Nattes,Marseille,Angleterre,54,douzaines,15,810,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Orge,Marseille,Angleterre,1972,charges,15,29580,0,
24,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Peaux de chagrin,Marseille,Angleterre,480,livres,"1,75",840,0,
25,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Plomb en saumon,Marseille,Angleterre,1305585,livres,"0,2",261117,0,
26,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Poisson salé,Marseille,Angleterre,1650,livres,"0,25",412,"-0,5",
27,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Tabac en feuilles,Marseille,Angleterre,231300,livres,"0,25",52825,-5000,erreur de calcul
28,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Verres communs,Marseille,Angleterre,200,livres,1,200,0,
29,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Bray,Marseille,Danemark,5700,livres,"0,1",570,0,
30,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Fer en barres,Marseille,Danemark,83640,livres,"0,15",12546,0,
31,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Gaudron,Marseille,Danemark,26000,livres,"0,12",3120,0,
32,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Matures,Marseille,Danemark,12,en nombre,200,2400,0,
33,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Planches de sapin,Marseille,Danemark,321,douzaines,9,2889,0,
34,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Poutres,Marseille,Danemark,62,en nombre,200,12400,0,
35,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Acier,Marseille,Espagne,1380,livres,"0,35",483,0,
36,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Alun,Marseille,Espagne,817870,livres,"0,2",163574,0,
37,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Amandes,Marseille,Espagne,248965,livres,"0,2",49793,0,
38,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Anchoix,Marseille,Espagne,59,barils,6,354,0,
39,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Anis,Marseille,Espagne,91640,livres,"0,2",18328,0,
40,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Argenterie,Marseille,Espagne,414,marcs,48,19872,0,
41,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Arquifou,Marseille,Espagne,129780,livres,"0,15",19467,0,
42,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,balais de palme,Marseille,Espagne,10225,douzaines,"0,9",9202,"-0,5",
43,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Bas de soye,Marseille,Espagne,35,livres,40,1400,0,
44,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Beaume de copahue,Marseille,Espagne,400,livres,"1,5",600,0,
45,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Beaume du Perou,Marseille,Espagne,510,livres,10,5100,0,
46,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Bled froment,Marseille,Espagne,10275,charges,32,328800,0,
47,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Bois a bruler,Marseille,Espagne,16000,livres,"0,0075",120,0,
48,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Bois de campeche,Marseille,Espagne,758690,livres,"0,15",113803,"-0,5",
49,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Bouchons de liege,Marseille,Espagne,10345,livres,3,31035,0,
50,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Bourde,Marseille,Espagne,3134350,livres,"0,08",250748,0,
51,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Bourre a batier,Marseille,Espagne,1380,livres,"0,1",138,0,
52,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Brun rouge,Marseille,Espagne,163910,livres,"0,025",4097,"-0,75",
53,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Cacao,Marseille,Espagne,17112,livres,"1,3",22245,"-0,6",
54,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Capres,Marseille,Espagne,60475,livres,"0,75",45356,"-0,25",
55,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Carreaux de fayance,Marseille,Espagne,96700,en nombre,"0,5",48350,0,
56,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1766.csv,Local,2,1766,Imports,Cendre commune,Marseille,Espagne,3450,livres,"0,07",241,"-0,5",
