numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Arquifou,Marseille,Angleterre,155000,livres,"0,15",23250,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Caffé,Marseille,Angleterre,41440,livres,"0,9",37296,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Plomb en saumon,Marseille,Angleterre,449400,livres,"0,2",89880,0,
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Tabac en feuilles,Marseille,Angleterre,431,tonneaux,250,107750,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Tabac en feuilles,Marseille,Angleterre,305,bariques,150,45750,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Fer en ancre,Marseille,Danemarck,5050,livres,"0,25","1262,5",0,"erreur dans la source, oubli de la division par 100"
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Matures,Marseille,Danemarck,63,livres,200,12600,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Morue verte,Marseille,Danemarck,135,barils,50,6750,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Planches de sapin,Marseille,Danemarck,716,douzaines,9,6444,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Plomb en saumon,Marseille,Danemarck,5000,livres,"0,2",1000,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Poutres,Marseille,Danemarck,516,livres,30,15480,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Saumon salé,Marseille,Danemarck,8100,livres,"0,2",1620,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,1,1762,Imports,Stocfiche,Marseille,Danemarck,810480,livres,"0,15",121572,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Aloes,Marseille,Espagne,100,livres,"1,5",150,0,
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Alun,Marseille,Espagne,129195,livres,"0,2",25839,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Amandes,Marseille,Espagne,38965,livres,"0,2",7793,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Anchoix,Marseille,Espagne,605,barils,6,3630,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Anis,Marseille,Espagne,185370,livres,"0,2",37074,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Arquifou,Marseille,Espagne,166610,livres,"0,15","24991,5",0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Balais de palme,Marseille,Espagne,19744,douzaines,"0,9","17769,6",0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Baleine coupée,Marseille,Espagne,345,livres,5,1725,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Bas de coton,Marseille,Espagne,150,livres,5,750,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Bas d'estames,Marseille,Espagne,225,livres,6,1350,0,
24,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Bas de fil,Marseille,Espagne,2066,livres,5,10330,0,
25,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Bas de laine,Marseille,Espagne,2033,livres,6,12198,0,
26,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Bas de soye,Marseille,Espagne,230,livres,40,9200,0,
27,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Batanonis,Marseille,Espagne,99,pièces,"2,5",225,"-22,5",erreur de calcul
28,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Beure,Marseille,Espagne,1580,livres,"0,4",632,0,
29,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1762.csv,Local,2,1762,Imports,Biscuits,Marseille,Espagne,210,livres,"0,15","31,5",0,
