line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
,Résumé,1821,,,Villes Anséatiques,Exports,Toilerie ; Toiles mélées de lin et de chanvre,,,600,0,,kilogrammes,5.242662,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
1,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Bestiaux,,,935900,0,,,,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,Impossible de calculer un prix unitaire car quantité par animaux,,,,,,,,,,
2,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Beurre,,,91200,0,,kilogrammes,1.8477575,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
3,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Blés,,,100400,0,,kilogrammes,.21291737,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
4,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Chairs fraîches et salées,,,220800,0,,,,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,Impossible de calculer un prix unitaire car quantité par type de chair,,,,,,,,,,
5,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Chairs volailles et gibier,,,159700,0,,kilogrammes,10.465218,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
6,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Farine et biscuit de mer,,,20900,0,,,,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,impossible de calculer un prix unitaire car quantité par farine,,,,,,,,,,
7,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Farine pâtes et vermicelle,,,39800,0,,kilogrammes,.84079206,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
8,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Fromage,,,30200,0,,kilogrammes,1.504423,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
9,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Fruits frais,,,18000,0,,kilogrammes,.31259677,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
10,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Fruits secs,,,39500,0,,kilogrammes,.81527197,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
11,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Fruits secs amandes,,,10600,0,,kilogrammes,1.0031514,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
12,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Fruits confits au sucre,,,4300,0,,kilogrammes,2.3312976,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
13,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Fruits confits à l'eau-de-vie,,,108700,0,,kilogrammes,2.1765323,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
14,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Fruits et légumes confits et marinés,,,29000,0,,kilogrammes,1.4273328,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
15,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Graisse,,,6000,0,,kilogrammes,1.105108,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
16,Résumé,1821,,,Royaume d'Espagne et ses colonies,Exports,Huile d'olive fine,,,58100,0,,kilogrammes,2.570158,sources/Résumé/AN_F12_251_Exports_1821.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
