numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
1,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Amandes en coques,,116511,290278,Provence,,livres,205961,,,,,,0
2,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Amandes en coques,,79886,199716,Provence,,livres,205961,,,,,,0
3,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,52,Amandes en coques,,7025,17563,Provence,,livres,205961,,,,,,0
4,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,52,Amandes en coques,,2539,6348,Provence,,livres,205961,,,,,,0
5,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Amandes en coques,,6850,17126,Provence,,livres,,,,,,,0
6,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Amandes cassées,,5635,10063,Provence,,livres,12066,,,,,,0
7,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Amandes cassées,,6162,11003,Provence,,livres,12066,,,,,,0
8,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,52,Amandes cassées,,269,480,Provence,,livres,12066,,,,,,0
9,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Amandes cassées,,1380,2465,Provence,,livres,,,,,,,0
10,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Armes à feu,,432,,St Etienne,,,2889,,,,,,0
11,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Armes à feu,,2087,,St Etienne,,,2889,,,,,,0
12,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,52,Armes à feu,,370,,St Etienne,,,2889,,,,,,0
13,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal,,52,Armes à feu,,13802,,St Etienne,,,,,,,,,0
14,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Armes à feu,,3100,,St Etienne,,,,,,,,,0
15,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Armes à feu,,688,,Marseille,,,,,,,,,0
16,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Balais,,2256,5642,Livourne,,en nombre,3732,,,,,,0
17,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Balais,,1176,2946,Livourne,,en nombre,3732,,,,,,0
18,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,52,Balais,,300,750,Livourne,,en nombre,3732,,,,,,0
19,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Balais,,160,400,Livourne,,en nombre,,,,,,,0
20,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Baleine apprêtée,,450,150,,,livres,,,,,,,0
21,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bandages de peau,,1704,,Marseille,,,2106,,,,,,0
22,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Bandages de peau,,402,,Marseille,,,2106,,,,,,0
23,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bière,,90,300,Marseille,,bouteilles,,,,,,,0
24,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Bière,,2416,26,Marseille,,muids,,,,,,,0
25,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bijouterie,,6185,,Paris,,,8400,,,,,,0
26,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Bijouterie,,755,,Paris,,,8400,,,,,,0
27,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,52,Bijouterie,,1460,,Paris,,,8400,,,,,,0
28,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Bijouterie,,5300,,Paris,,,,,,,,,0
29,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bois feuillard en cercles,,49493,494924,Naples,,en nombre,65836,,,,,,0
30,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Bois feuillard en cercles,,12407,124079,Naples,,en nombre,65836,,,,,,0
31,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,52,Bois feuillard en cercles,,3836,38360,Naples,,en nombre,65836,,,,,,0
32,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,52,Bois feuillard en cercles,,100,1000,Naples,,en nombre,65836,,,,,,0
33,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal,,52,Bois feuillard en cercles,,100,1000,Naples,,en nombre,,,,,,,0
34,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bois ouvré,,4537,,Marseille,,,8599,,,,,,0
35,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Bois ouvré,,3862,,Marseille,,,8599,,,,,,0
36,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,52,Bois ouvré,,160,,Marseille,,,8599,,,,,,0
37,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,52,Bois ouvré,,40,,Marseille,,,8599,,,,,,0
38,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal,,52,Bois ouvré,,1600,,Marseille,,,,,,,,,0
39,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Bois ouvré,,312,,Marseille,,,,,,,,,0
40,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bonneterie de coton en bas,,5340,2327,Marseille,,pièces,6165,,,,,,0
41,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Bonneterie de coton en bas,,810,372,Marseille,,pièces,6165,,,,,,0
42,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,52,Bonneterie de coton en bas,,15,9,Marseille,,pièces,6165,,,,,,0
43,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Bonneterie de coton en bas,,750,333,Marseille,,pièces,,,,,,,0
44,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bas de coton,,9075,3312,Nîmes,,pièces,,,,,,,0
45,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Bas de coton,,825,120,Nîmes,,pièces,,,,,,,0
46,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bonnet de coton,,864,144,Naples,,livres,,,,,,,0
47,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bonnet de coton,,4920,3936,Nîmes,,en nombre,,,,,,,0
48,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bonneterie de fil en bas,,3030,1212,Gènes,,pièces,5490,,,,,,0
49,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Bonneterie de fil en bas,,2460,984,Gènes,,pièces,5490,,,,,,0
50,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bas de fil,,11778,3365,Nîmes,,pièces,14382,,,,,,0
51,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Bas de fil,,2604,744,Nîmes,,pièces,14382,,,,,,0
52,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal,,52,Bas de fil,,504,144,Nîmes,,pièces,,,,,,,0
53,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,52,Bas de fil,,6093,1354,Marseille,,pièces,7821,,,,,,0
54,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,52,Bas de fil,,1728,384,Marseille,,pièces,7821,,,,,,0
55,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Isle de France et de Bourbon,,52,Bas de fil,,1998,444,Marseille,,pièces,,,,,,,0
