numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
1,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Agrès de navire,,500,,Le Havre,,,,,,,,,0
2,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,78,Argenterie et bijouterie,,2120,,Paris,,,,,,,,,0
3,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,78,Ardoises,,1450,36000,Bretagne,,en nombres,,,,,,,0
4,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Armes à feu diverses,,5371,,,,,,,,,,,0
5,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Fusils,,1500,150,Rochefort,,en nombres,,,,,,,0
6,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Fusils,,24466,37165,Ostende,,livres,,,,,,Doute sur l'unité,0
7,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Fusils,,3000,280,Hollande,,en nombres,,,,,,,0
8,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Fusils,,600,768,Pays de Liège,,livres,,,,,,Doute sur l'unité,0
9,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Fusils,,3910,3060,Angleterre,,livres,,,,,,Doute sur l'unité,0
10,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Pistolets,,1291,153,Ostende,,paires ,,,,,,,0
11,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Armes blanches diverses,,64,,,,,,,,,,,0
12,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Sabres,,3128,1602,Hollande,,en nombres,,,,,,,0
13,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,78,Sabres,,1000,250,Pays de Liège,,en nombres,,,,,,,0
14,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,78,Bâts à mutets,,1080,98,Le Havre,,en nombres,,,,,,,0
15,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Bois à brûler,,2790,,Rochefort,,,,,,,,,0
16,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,78,Bois à brûler,,120,,Honfleur,,,,,,,,,0
17,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,78,Bois à brûler,,47,,Honfleur,,,,,,,,,0
