line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bestiaux en bœufs,Champagne,,"9 800,00",,"49,00",nombre,"200,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
2,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bestiaux en moutons,Champagne,,"14 190,00",,"1 419,00",nombre,"10,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
3,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bestiaux en porcs,Champagne,,"2 340,00",,"65,00",nombre,"36,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
4,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bestiaux en vaches,Champagne,,"1 944,00",,"27,00",nombre,"72,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
5,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bois à bruler,Champagne,,"150,00",,"25,00",charretée,"6,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
6,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bonneterie en bas de fleuret,Cruas?,,"1 860,00",,"372,00",paires,"5,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
7,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bonneterie de soie en bas,Lyon,,"9 774,00",,"90,50",douzaines,"108,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
8,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bonneterie de soie en bas,Nismes,,"216,00",,"2,00",douzaines,"108,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
9,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bonneterie de soie en bas,Cruas?,,"1 984,00",,"128,00",paires,"16,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"-64,00",,,,,,,,,
10,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Bonneterie de soie en bas,Saint Réal,,"3 312,00",,"34,50",douzaines,"96,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
11,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Chapeaux,Lyon,,"2 385,00",,"530,00",nombre,"4,50",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
12,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Cire blanche,Chaumont,,"2 725,00",,"1 110,00",livres,"2,50",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"-50,00",,,,,,,,,
13,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Cire en crasse,Champagne,,"470,00",,"470,00",livres,"1,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
14,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Coutellerie commune,Champagne,,"400,00",,"82,00",livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"400,00",,,,,,,,,
15,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Couverture de laine,Cruas?,,"180,00",,"6,00",nombre,"30,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
16,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Dentelle de soye,Nismes,,"749,00",,"749,00",aunes,"1,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
17,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Dentelle de soye,Saint Féréol,,"10 530,00",,"10 530,00",aunes,"1,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
18,National toutes directions partenaires manquants,1789,Langres,Langres,Lorraine,Exports,Dentelle de soye,Lyon,,"2 300,00",,"2 300,00",aunes,"1,00",sources/National toutes directions partenaires manquants/AN_F12_1666_Langres_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,,,"0,00",,,,,,,,,
