line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Bois ; en claffous ou merrain,Flandre,,3694,0,61580,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Bois ; d'ozier,Flandre,,1965,0,109,douzaines,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Bonneterie ; de laine ; en bas,Flandre,,3504,0,146,douzaines,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Chaux,,,2604,0,108.5,voitures,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Engrais ; en court ; fumier,Flandre,,570,0,9,razières,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Engrais ; en fumier ; de rue,Flandre,,120,0,2,razières,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Engrais ; en fourelle,,,2466,0,19,razières,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Fromage,Flandre,,720,0,2400,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Fromage,Hairault,,3800,0,9500,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Graine ; de moutarde,,,3716,0,18581,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Graine ; de senegré,,,66,0,439,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Linge ; vieux,Flandre,,200,0,100,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Marchandises ; à la valeur,,,156,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
14,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Marchandises ; à la valeur,,,133,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
15,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Ouvrages ; en caraterie,,,105,0,1400,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Ouvrages ; de terre cuite ; briques,Flandre,,2810,0,311300,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
17,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Ouvrages ; de terre cuite ; de panier ; à couvrir,Flandre,,128,0,3200,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
18,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Pain ; de navette,Flandre,,46580,0,465800,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
19,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Tabac ; en feuilles,Flandre,,65048,0,216828,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
20,National toutes directions partenaires manquants,1789,Lille,Armentière,etatsdelempereur,Exports,Toile ; peinte ; imprimée,Flandre,,600,0,200,aunes,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
21,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Toile ; de fil et coton,Flandre,,540,0,270,aunes,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
22,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Toile ; de lin ; blanche ; commune,Flandre,,1899,0,844,aunes,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
23,National toutes directions partenaires manquants,1789,Lille,Armentière,dunkerque,Exports,Vin ; de Bourgogne,Flandre,,200,0,1,pièces,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,,,,,,,,,,,
24,National toutes directions partenaires manquants,1789,Lille,Graveline,etatsdelempereur,Exports,Bois ; ouvré,Flandre,,239,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,5,239,,,,Jérémy Hervelin,,,,,,,,,,,,,
25,National toutes directions partenaires manquants,1789,Lille,Lille,etatsdelempereur,Exports,Amandes ; diverses,,,650,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,5,650,,,,Jérémy Hervelin,,,,,,,,,,,,,
26,National toutes directions partenaires manquants,1789,Lille,Lille,dunkerque,Exports,Amandes ; diverses,,,300,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,5,650,,,,Jérémy Hervelin,,,,,,,,,,,,,
27,National toutes directions partenaires manquants,1789,Lille,Lille,dunkerque,Exports,Amidon,Flandre,,4620,0,15400,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,5,,,,,Jérémy Hervelin,,,,,,,,,,,,,
28,National toutes directions partenaires manquants,1789,Lille,Lille,etatsdelempereur,Exports,Arbres et arbeissaux,,,555,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,5,555,,,,Jérémy Hervelin,,,,,,,,,,,,,
29,National toutes directions partenaires manquants,1789,Lille,Lille,etatsdelempereur,Exports,Armes ; à feu ; en fusils ; de chasse,Flandre,,240,0,2,en nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,5,240,,,,Jérémy Hervelin,,,,,,,,,,,,,
30,National toutes directions partenaires manquants,1789,Lille,Lille,genveetsuisse,Exports,Bestiaux ; divers,,,110,0,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,5,511,,,,Jérémy Hervelin,,,,,,,,,,,,,
