line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux agneaux,Bourgogne,,200.00,,70.00,nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,Pas de prix unitaire,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux bœufs,Bourgogne,,45300.00,,302.00,nombre,150.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux chevres,Bourgogne,,2080.00,,208.00,nombre,10.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux génisses,Bourgogne,,2950.00,,59.00,nombre,50.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux moutons,Lyonnais,,1788.00,,298.00,nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,Pas de prix unitaire,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux moutons,Bourgogne,,8298.00,,922.00,nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,Pas de prix unitaire,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux porcs,Bourgogne,,13634.00,,379.00,nombre,36.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,-10.00,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux taureaux,Bourgogne,,6240.00,,104.00,nombre,60.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux vaches,Bourgogne,,11760.00,,196.00,nombre,60.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bestiaux vaches,Lyonnais,,2820.00,,47.00,nombre,60.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bêtes de somme ânes,Bourgogne,,1750.00,,25.00,nombre,70.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Pays de Gex,Exports,Bêtes de somme chevaux,Provence,,5200.00,,13.00,nombre,400.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bêtes de somme mulets,Bourgogne,,2400.00,,20.00,nombre,120.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
14,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Beurre,Bourgogne,,182.00,,304.00,livres,0.60,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,-0.40,,,,,,,,,
15,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bijouterie,Bourgogne,,108.00,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Bonneterie diverse,Dauphiné,,240.00,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
17,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Chapeaux poil et laine,Dauphiné,,150.00,,25.00,Nombre,6.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,68 livres poid,0.00,,,,,,,,,
18,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Charbon de pierre,Lyonnais,,1603.00,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
19,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Cire blanche,Lyonnais,,450.00,,150.00,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
20,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Cire blanche,Bourgogne,,600.00,,240.00,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
21,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Suisse,Exports,Coton en laine,Provence,,3857.00,,2755.00,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
22,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Couverture de laine,Dauphiné,,680.00,,34.00,nombre,20.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
23,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Cuirs de bœufs tannés,Lyonnais,,4500.00,,60.00,nombre,75.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
24,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Dentelle de fil et soie,Bourgogne,,960.00,,10.00,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
25,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Dentelle de soie,Bourgogne,,250.00,,2.50,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
26,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Suisse,Exports,Draperie,Dauphiné,,35616.00,,5936.00,aunes,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,5672 livres poid,,,,,,,,,,
27,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Draperie drap de laine,Lyonnais,,2118.00,,353.00,livres,6.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
28,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Draperie drap de laine,Bourgogne,,660.00,,110.00,livres,6.00,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,0.00,,,,,,,,,
29,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Draperie ratine,Dauphiné,,2500.00,,516.00,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,400 aunes,,,,,,,,,,
30,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Drogues pour la peinture (tartre),Bourgogne,,190.00,,1900.00,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
31,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Eau de vie,Bourgogne,,900.00,,9.00,muids,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,,,,,,,,,,,
32,National toutes directions partenaires manquants,1789,Lyon,Seyssel,Etats du roi de Sardaigne,Exports,Etoffes étamine de laine,Dauphiné,,140.00,,16.00,livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Lyon_Exports_1789.csv,AN F12 1666,3,,,,,Loïc Charles,0,95 aunes,,,,,,,,,,
