line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Bestiaux bœufs,Champagne,,1000,,5,Nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,estimé,1000,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Bestiaux cochons,Champagne,,280,,7,Nombre,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,estimé,280,,,,,,,,,
3,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Bestiaux moutons,Champagne,,3870,,258,Nombre,15,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,,0,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Bestiaux vaches,Champagne,,1440,,24,Nombre,60,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,,0,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Bestiaux veaux,Champagne,,4110,,274,Nombre,15,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,,0,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Fourages foin,Champagne,,240,,16000,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,estimées,240,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Fourages foin,Isle de France,,200,,10000,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,estimées,200,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Habillements,,,600,,1500,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,estimées,600,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Marchandises à la valeur,,,255,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Pierres à batir,Champagne,,130,,13,Voitures,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,estimées,130,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Plumes à faire lit,Champagne,,150,,150,Livres,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,estimées,150,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Chalons,Chalons sur Marne,Lorraine,Exports,Poisson d'eau douce,Champagne,,1256,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,3,,,,,Laura Moutou,,,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Chalons,Sainte Menehoult,Evechés,Exports,Arbres fruitiers,,,146,,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Chalons_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,,,,,,,,,,
