line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Acier,,,1283.45,,3667,livres,.34999999,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,2,,,,,Guillaume Daudin,,,0,,,,,,,,,
2,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Ajamis,,,8514,,946,pièces,9,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,2,,,,,Guillaume Daudin,,,0,,,,,,,,,
3,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Alun,,,4220.75,,35173,livres,.12,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,2,,,,,Guillaume Daudin,,,-.0099999998,,,,,,,,,
3,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Amandes,,,31413.801,,157069,livres,.2,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,2,,,,,Guillaume Daudin,,,0,,,,,,,,,
4,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Ambre jaune,,,600,,600,livres,1,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,2,,,,,Guillaume Daudin,,,0,,,,,,,,,
5,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Amidon,,,247.39999,,1237,livres,.2,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,2,,,,,Guillaume Daudin,,,0,,,,,,,,,
6,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Arcenic,,,302.39999,,1008,livres,.30000001,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,2,,,,,Guillaume Daudin,,,0,,,,,,,,,
7,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Arquifou,,,2001.6,,13344,livres,.15000001,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,2,,,,,Guillaume Daudin,,,0,,,,,,,,,
8,National toutes directions tous partenaires,1750,Flandre,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Avoine,,,4575,,305,charges,15,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,,,,Guillaume Daudin,,,0,,,,,,,,,
9,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Azur,,,1176.6,,1961,livres,.60000002,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,,,,Guillaume Daudin,,,0,,,,,,,,,
10,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Baracan,,,960,,32,pièces,30,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,,,,Guillaume Daudin,,,0,,,,,,,,,
11,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bas ; de coton,,,159,,53,paires,3,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,1159,1159,,,Guillaume Daudin,,,0,,,,,,,,,
11,National toutes directions tous partenaires,1750,Flandre,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bas ; de coton,,,1000,,200,livres,5,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,1159,1159,,,Guillaume Daudin,,,0,,,,,,,,,
12,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bas ; de laine,,,3480,,580,livres,6,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,1159,,,Guillaume Daudin,,,0,,,,,,,,,
13,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bas ; de soye,,,6720,,168,livres,40,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,1159,,,Guillaume Daudin,,,0,,,,,,,,,
14,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Batanonis,,,1200,,300,pièces,4,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,,,,Guillaume Daudin,,,0,,,,,,,,,
15,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bazin,,,500,,100,livres,5,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,,,,Guillaume Daudin,,,0,,,,,,,,,
16,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Beure,,,2970,,7425,livres,.40000001,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,,,,Guillaume Daudin,,,0,,,,,,,,,
17,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bierre,,,64,,800,livres,.079999998,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,,,,Guillaume Daudin,,,0,,,,,,,,,
18,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Blanc de baleine,,,96,,64,livres,1.5,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,3,,,,,Guillaume Daudin,,,0,,,,,,,,,
19,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bois ; de brezil,,,27203.5,,108814,livres,.25,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,4,"41049,2",,,,Guillaume Daudin,,,0,,,,,,,,,
20,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bois ; de campêche,,,12395.7,,82634,livres,.15000001,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,4,"41049,2",,,,Guillaume Daudin,,,.60000002,,,,,,,,,
21,National toutes directions tous partenaires,1750,Marseille,,Levant et côte de Barbarie dans la Méditerrannée,Exports,Bois ; de pin,,,1470,,98,pièces,15,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M84_partner_Levant_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M84,4,"41049,2",,,,Guillaume Daudin,,,0,,,,,,,,,
