line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Tableau des quantités,1822,,,Monde,Imports,Chevaux ; entiers,,,376500,0,753,en nombre,500,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,12424,,
2,Tableau des quantités,1822,,,Monde,Imports,Chevaux ; jumens,,,661680,0,1838,en nombre,360,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,30327,,
3,Tableau des quantités,1822,,,Monde,Imports,Chevaux ; hongres,,,3617640,0,10049,en nombre,360,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,165808,,
4,Tableau des quantités,1822,,,Monde,Imports,Chevaux ; poulains,,,556320,0,4636,en nombre,120,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,25498,,
5,Tableau des quantités,1822,,,Monde,Imports,Mules et mulets ; adultes,,,88250,0,353,en nombre,250,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,5824,,
6,Tableau des quantités,1822,,,Monde,Imports,Mules et mulets ; poulains,,,33830,0,398,en nombre,85,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,2189,,
7,Tableau des quantités,1822,,,Monde,Imports,Anes et ânesses,,,18865,0,539,en nombre,35,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,148,,
8,Tableau des quantités,1822,,,Monde,Imports,"Moutons mérinos, et métis ; Beliers",,,14450,0,289,en nombre,50,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,328,,
9,Tableau des quantités,1822,,,Monde,Imports,"Moutons mérinos, et métis ; Brebis et moutons",,,1877280,0,53652,en nombre,35,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,44263,,
10,Tableau des quantités,1822,,,Monde,Imports,"Moutons mérinos, et métis ; Agneaux",,,15336,0,852,en nombre,18,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,469,,
11,Tableau des quantités,1822,,,Monde,Imports,"Moutons communs ; Beliers, brebis et moutons",,,2509700,0,105485,en nombre,20,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,240510,,
12,Tableau des quantités,1822,,,Monde,Imports,Moutons communs ; Agneaux,,,149690,0,14969,en nombre,10,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,4291,,
13,Tableau des quantités,1822,,,Monde,Imports,Boeufs et taureaux,,,4356660,0,17590,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,316672,,
14,Tableau des quantités,1822,,,Monde,Imports,Vaches,,,2724010,0,18553,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,183265,,
15,Tableau des quantités,1822,,,Monde,Imports,Génisses et bouvillons,,,135900,0,1510,en nombre,90,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,11148,,
16,Tableau des quantités,1822,,,Monde,Imports,Chèvres et boucs,,,28400,0,2840,en nombre,10,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,3589,,
17,Tableau des quantités,1822,,,Monde,Imports,Veaux,,,163284,0,7422,en nombre,22,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,9227,,
18,Tableau des quantités,1822,,,Monde,Imports,Porcs ; de six mois et au-dessus,,,1107520,0,48446,en nombre,35,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,126244,,
19,Tableau des quantités,1822,,,Monde,Imports,Porcs ; au-dessous de six mois,,,273230,0,54646,en nombre,5,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,14617,,
20,Tableau des quantités,1822,,,Monde,Imports,Chevreaux,,,1870,0,374,en nombre,5,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,87,,
21,Tableau des quantités,1822,,,Monde,Imports,Chiens de chasse,,,7520,0,301,en nombre,5,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,106,,
22,Tableau des quantités,1822,,,Monde,Imports,"Gibier, volailles et tortues vivantes",,,41316,0,,en nombre,0,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,909,,
23,Tableau des quantités,1822,,,Monde,Imports,Ruches à miel (renfermant des essaims vivants),,,10755,0,717,en nombre,15,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,789,,
24,Tableau des quantités,1822,,,Monde,Imports,Viandes ; salées,,,91419,0,130599,kg,.69999999,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,25696,,
25,Tableau des quantités,1822,,,Monde,Imports,Viandes ; fraîches,,,146879,0,244799,kg,.60000002,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,19544,,
26,Tableau des quantités,1822,,,Monde,Imports,Viandes ; Gibier et volailles,,,31636,0,26363,kg,1.2,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,145,,
27,Tableau des quantités,1822,,,Monde,Imports,Peaux brutes ; fraîches ; grandes,,,395376,0,569109,kg,.69999999,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,6694,,
28,Tableau des quantités,1822,,,Monde,Imports,Peaux brutes ; fraîches ; petites,,,41416,0,46018,kg,.89999998,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,544,,
30,Tableau des quantités,1822,,,Monde,Imports,Peaux brutes ; sèches; grandes,,,4083841,0,3141416,kg,1.3,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,288724,,
31,Tableau des quantités,1822,,,Monde,Imports,Peaux brutes ; sèches ; petites,,,1167880,0,778587,kg,1.5,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,8896,,
32,Tableau des quantités,1822,,,Monde,Imports,Peaux brutes ; sèches; de chien de mer,,,15852,0,6341,kg,2.5,sources/Tableau des quantités/AN_F12_251_Imports_1822.csv,AN F12 251,3,,,,,Quentin Vidal,,,,,,,,,,1193,,
