line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Tableau des quantités,1821,,,Monde,Imports,Chevaux ; entiers,,,,,520,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,8580,,
2,Tableau des quantités,1821,,,Monde,Imports,Chevaux ; Jumens,,,,,593,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,9784,,
3,Tableau des quantités,1821,,,Monde,Imports,Chevaux ; Hongres,,,,,7070,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,116655,,
4,Tableau des quantités,1821,,,Monde,Imports,Chevaux ; Poulains,,,,,5962,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,32791,,
5,Tableau des quantités,1821,,,Monde,Imports,Mules et mulets,,,,,651,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,6946,,
6,Tableau des quantités,1821,,,Monde,Imports,Anes et ânesses,,,,,409,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,113,,
7,Tableau des quantités,1821,,,Monde,Imports,Moutons ; Mérinos et métis. ; Béliers,,,,,124,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,136,,
8,Tableau des quantités,1821,,,Monde,Imports,Moutons ; Mérinos et métis. ; Brebis et moutons,,,,,16922,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,13961,,
9,Tableau des quantités,1821,,,Monde,Imports,Moutons ; Mérinos et métis. ; Agneaux,,,,,79,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,44,,
10,Tableau des quantités,1821,,,Monde,Imports,"Moutons ; communs ; Béliers, brebis, moutons",,,,,229410,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,57588,,
11,Tableau des quantités,1821,,,Monde,Imports,Moutons ; communs ; Agneaux,,,,,15082,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,1659,,
12,Tableau des quantités,1821,,,Monde,Imports,Boeufs et taureaux,,,,,27137,en nombre,,sources/Tableau des quantités/AN_F12_251_Imports_1821.csv,AN F12 251,5,,,,,Quentin Vidal,,,,,,,,,,,89316,,
