line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
455,Tableau des quantités,1819,,,Monde (Hors Colonies),Exports,Chevaux ; entiers,,,,0,8,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,77220,1,
456,Tableau des quantités,1819,,,Monde (Hors Colonies),Exports,Chevaux ; hongres,,,,0,2667,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,77220,2,
457,Tableau des quantités,1819,,,Colonies,Exports,Chevaux ; hongres,,,,0,2,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,0,,
458,Tableau des quantités,1819,,,Monde (Hors Colonies),Exports,Chevaux ; jumens,,,,0,1865,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,77220,3,
459,Tableau des quantités,1819,,,Monde (Hors Colonies),Exports,Chevaux ; poulains,,,,0,140,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,77220,4,
460,Tableau des quantités,1819,,,Monde (Hors Colonies),Exports,Mules et mulets,,,,0,13731,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,151041,,
461,Tableau des quantités,1819,,,Monde (Hors Colonies),Exports,Moutons ; mérinos. - Bélier,,,,0,217,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,"106105,73",1,
462,Tableau des quantités,1819,,,Colonies,Exports,Moutons ; mérinos. - Bélier,,,,0,297,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,0,,
463,Tableau des quantités,1819,,,Monde,Exports,"Moutons ; communs ; Béliers, brebis et moutons",,,,0,178123,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,"106105,73",2,
464,Tableau des quantités,1819,,,Monde,Exports,Moutons ; communs ; Agneaux,,,,0,6511,en nombre,,sources/Tableau des quantités/AN_F12_251_Exports_1819.csv,AN F12 251,11,,,,,Quentin Vidal,,,,,,,,,,,"106105,73",3,
