line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
746,Out,1839,,,Allemagne,Imports,Acétates ; de plomb,,,1292,,760,Kilo,1.7,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,207,1292,,,,Pierre Holegien,,,,,,,,,,,
747,Out,1839,,,Allemagne,Imports,Aloès,,,1694,,770,Kilo,2.2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,164,10853,,,,Pierre Holegien,,,,,,,,,,,
748,Out,1839,,,Angleterre,Imports,Aloès,,,932.8,,424,Kilo,2.2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,164,10853,,,,Pierre Holegien,,,,,,,,,,,
749,Out,1839,,,Etats Sardes,Imports,Aloès,,,35.2,,16,Kilo,2.2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,164,10853,,,,Pierre Holegien,,,,,,,,,,,
750,Out,1839,,,Ile Maurice,Imports,Aloès,,,0,,0,Kilo,2.2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,164,10853,,,,Pierre Holegien,,,,,,,,,,,
751,Out,1839,,,Indes anglaises,Imports,Aloès,,,0,,0,Kilo,2.2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,164,10853,,,,Pierre Holegien,,,,,,,,,,,
752,Out,1839,,,Pays-Bas,Imports,Aloès,,,8102.6,,3683,Kilo,2.2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,164,10853,,,,Pierre Holegien,,,,,,,,,,,
753,Out,1839,,,Toscane,Imports,Aloès,,,88,,40,Kilo,2.2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,164,10853,,,,Pierre Holegien,,,,,,,,,,,
754,Out,1839,,,Pays-Bas,Imports,Ambre gris,,,14294,,10210,Grammes,1.4,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,143,21294,,,,Pierre Holegien,,,,,,,,,,,
755,Out,1839,,,Toscane,Imports,Ambre gris,,,7000,,5000,Grammes,1.4,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,143,21294,,,,Pierre Holegien,,,,,,,,,,,
756,Out,1839,,,Angleterre,Imports,Baumes ; de Copahu,,,1914,,957,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
757,Out,1839,,,Belgique,Imports,Baumes ; de Copahu,,,5274,,2637,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
758,Out,1839,,,Brésil,Imports,Baumes ; de Copahu,,,26704,,13352,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
759,Out,1839,,,Etats Sardes,Imports,Baumes ; de Copahu,,,1336,,668,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
760,Out,1839,,,Etats-Unis,Imports,Baumes ; de Copahu,,,37394,,18697,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
761,Out,1839,,,N.-Grenade,Imports,Baumes ; de Copahu,,,3882,,1941,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
762,Out,1839,,,Pays-Bas,Imports,Baumes ; de Copahu,,,5156,,2578,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
763,Out,1839,,,Portugal,Imports,Baumes ; de Copahu,,,3566,,1783,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
764,Out,1839,,,Villes anséatiques,Imports,Baumes ; de Copahu,,,3578,,1789,Kilo,2,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,88804,,,,Pierre Holegien,,,,,,,,,,,
765,Out,1839,,,Angleterre,Imports,Baumes ; de benjoin,,,5007,,1669,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
766,Out,1839,,,Belgique,Imports,Baumes ; de benjoin,,,7050,,2350,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
767,Out,1839,,,Egypte,Imports,Baumes ; de benjoin,,,411,,137,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
768,Out,1839,,,Etats Sardes,Imports,Baumes ; de benjoin,,,3567,,1189,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
769,Out,1839,,,Indes anglaises,Imports,Baumes ; de benjoin,,,0,,0,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
770,Out,1839,,,Indes hollandaises,Imports,Baumes ; de benjoin,,,0,,0,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
771,Out,1839,,,Pays-Bas,Imports,Baumes ; de benjoin,,,3423,,1141,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
772,Out,1839,,,Russie,Imports,Baumes ; de benjoin,,,1854,,618,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
773,Out,1839,,,Toscane,Imports,Baumes ; de benjoin,,,7941,,2647,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
774,Out,1839,,,Turquie,Imports,Baumes ; de benjoin,,,273,,91,Kilo,3,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,29526,,,,Pierre Holegien,,,,,,,,,,,
775,Out,1839,,,Autriche,Imports,"Baumes ; de storax préparé, liquide",,,1859.2,,1162,Kilo,1.6,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,2911,,,,Pierre Holegien,,,,,,,,,,,
776,Out,1839,,,Toscane,Imports,"Baumes ; de storax préparé, liquide",,,1075.2,,672,Kilo,1.6,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,2911,,,,Pierre Holegien,,,,,,,,,,,
777,Out,1839,,,Turquie,Imports,"Baumes ; de storax préparé, liquide",,,6.4,,4,Kilo,1.6,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,162,2911,,,,Pierre Holegien,,,,,,,,,,,
778,Out,1839,,,Alger,Imports,Camphre ; brut,,,872,,218,Kilo,4,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,165,60216,,,,Pierre Holegien,,,,,,,,,,,
779,Out,1839,,,Indes hollandaises,Imports,Camphre ; brut,,,51476,,12869,Kilo,4,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,165,60216,,,,Pierre Holegien,,,,,,,,,,,
780,Out,1839,,,Pays-Bas,Imports,Camphre ; brut,,,7868,,1967,Kilo,4,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,165,60216,,,,Pierre Holegien,,,,,,,,,,,
781,Out,1839,,,Etats Sardes,Imports,Camphre ; raffiné,,,6672.5,,785,Kilo,8.5,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,165,18421,,,,Pierre Holegien,,,,,,,,,,,
782,Out,1839,,,Pays-Bas,Imports,Camphre ; raffiné,,,8933.5,,1051,Kilo,8.5,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,165,18421,,,,Pierre Holegien,,,,,,,,,,,
783,Out,1839,,,Toscane,Imports,Camphre ; raffiné,,,8.5,,1,Kilo,8.5,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,165,18421,,,,Pierre Holegien,,,,,,,,,,,
784,Out,1839,,,Turquie,Imports,Camphre ; raffiné,,,1725.5,,203,Kilo,8.5,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,165,18421,,,,Pierre Holegien,,,,,,,,,,,
785,Out,1839,,,Villes anséatiques,Imports,Camphre ; raffiné,,,960.5,,113,Kilo,8.5,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,165,18421,,,,Pierre Holegien,,,,,,,,,,,
786,Out,1839,,,Allemagne,Imports,Cantharides,,,26270,,2627,Kilo,10,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,142,76540,,,,Pierre Holegien,,,,,,,,,,,
787,Out,1839,,,Angleterre,Imports,Cantharides,,,3230,,323,Kilo,10,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,142,76540,,,,Pierre Holegien,,,,,,,,,,,
788,Out,1839,,,Deux-Siciles,Imports,Cantharides,,,10070,,1007,Kilo,10,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,142,76540,,,,Pierre Holegien,,,,,,,,,,,
789,Out,1839,,,Etats Sardes,Imports,Cantharides,,,3020,,302,Kilo,10,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,142,76540,,,,Pierre Holegien,,,,,,,,,,,
790,Out,1839,,,Russie,Imports,Cantharides,,,11410,,1141,Kilo,10,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,142,76540,,,,Pierre Holegien,,,,,,,,,,,
791,Out,1839,,,Suisse,Imports,Cantharides,,,3200,,320,Kilo,10,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,142,76540,,,,Pierre Holegien,,,,,,,,,,,
792,Out,1839,,,Turquie,Imports,Cantharides,,,4820,,482,Kilo,10,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,142,76540,,,,Pierre Holegien,,,,,,,,,,,
793,Out,1839,,,Villes anséatiques,Imports,Cantharides,,,14520,,1452,Kilo,10,sources/Out/Tableau_General_1839_Imports_1839.csv,Tableau Général 1839,142,76540,,,,Pierre Holegien,,,,,,,,,,,
