numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,boeuf salé,Rennes,d'Angleterre,1695,barils,36,,,
2,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,boeuf salé,Rennes,d'Angleterre,378,tiercons,50,,,
3,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,beure,Rennes,d'Angleterre,93030,livres,"0,35",,,
4,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,crin,Rennes,d'Angleterre,1719,livres,"0,6",,,
5,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,cuirs de boeuf en poil,Rennes,d'Angleterre,1257,en nombre,6,,,
6,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,huille de poisson,Rennes,d'Angleterre,392,livres,"0,25",,,
7,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,laine,Rennes,d'Angleterre,4235,livres,"1,25",,,
8,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,lard,Rennes,d'Angleterre,50,barils,35,,,
9,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,saumon salé,Rennes,d'Angleterre,75,tiercons,35,,,
10,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,soude,Rennes,d'Angleterre,50000,livres,"0,25",,,
11,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,suif,Rennes,d'Angleterre,9950,en nombre,"0,35",,,
12,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,bois merrain à pipes,Rennes,de Danemark,1000,douëlles,"0,44",,,44 L %
13,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,cabillaud,Rennes,de Danemark,282962,livres,"0,2",,,
14,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,charbon de terre,Rennes,de Danemark,183,bariques,10,,,
15,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,clous de fer,Rennes,de Danemark,720,livres,"0,3",,,
16,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,11,1757,fer en bottes,Rennes,de Danemark,4500,livres,"0,3",,,
17,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,huile de poisson,Rennes,de Danemark,3339,livres,"0,25",,,
18,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,planches de sapin de 9 à 10 pieds,Rennes,de Danemark,11088,en nombre,1,,,
19,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,rogues de morues,Rennes,de Danemark,101,barils,22,,,
20,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,stockfish,Rennes,de Danemark,3381,livres,"0,2",,,
21,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,ancres de fer,Rennes,d'Espagne,5600,livres,"0,2",,,5 S : 4 S
22,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,avirons,Rennes,d'Espagne,425,traques,3,,,À 3 L pièces
23,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,balays de bruyères,Rennes,d'Espagne,520,douzaines,"0,4",,,
24,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,bois de campeche,Rennes,d'Espagne,2850,livres,"0,15",,,
25,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,bray gras,Rennes,d'Espagne,353,barils,22,,,
26,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,bray sec,Rennes,d'Espagne,95725,livres,"0,22",,,
27,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,citrons,Rennes,d'Espagne,50,caisses,12,,,
28,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,cotton en laine,Rennes,d'Espagne,81516,livres,"0,69",,,69 L %
29,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,fer en barres,Rennes,d'Espagne,665675,livres,"0,15",,,
30,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,fer plat,Rennes,d'Espagne,87623,livres,"0,125",,,12 L % 10 S
31,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,figues,Rennes,d'Espagne,20412,livres,"0,15",,,
32,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,goudron,Rennes,d'Espagne,554,barils,22,,,
33,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,goudron,Rennes,d'Espagne,40,bariques,44,,,
34,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,"haches, houes et serpes",Rennes,d'Espagne,2849,en nombre,"0,75",,,
35,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,huile d'olive,Rennes,d'Espagne,11271,livres,"0,6",,,
36,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,jambons,Rennes,d'Espagne,8110,livres,"0,4",,,
37,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,meules batardes,Rennes,d'Espagne,994,en nombre,"2,25",,,
38,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,morue seche,Rennes,d'Espagne,7100,livres,"0,15",,,
39,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,olives,Rennes,d'Espagne,38,petits barils,10,,,
40,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,oranges,Rennes,d'Espagne,18000,en nombre,"0,025",,,50 L %
41,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,planches de sapin de 8 à 9 pieds,Rennes,d'Espagne,610,en nombre,1,,,
42,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,poivre,Rennes,d'Espagne,8130,livres,"1,2",,,
43,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,poussière de raisine,Rennes,d'Espagne,262173,livres,"0,075",,,
44,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,raisine,Rennes,d'Espagne,1922382,livres,"0,075",,,
45,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,12,1757,vin d'Espagne,Rennes,d'Espagne,24,tonneaux,800,,,
46,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,charbon de terre,Rennes,de la Flandre,130,bariques,10,,,
47,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,jambons,Rennes,de la Flandre,96,livres,"0,4",,,
48,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,acier,Rennes,d'Hollande,32517,livres,"0,25",,,
49,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,alun,Rennes,d'Hollande,9655,livres,"0,2",,,
50,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,amidon,Rennes,d'Hollande,17229,livres,"0,2",,,
51,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,azur,Rennes,d'Hollande,7531,livres,"0,75",,,
52,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,baleine coupée,Rennes,d'Hollande,8206,livres,"3,75",,,
53,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,barbancon de grais,Rennes,d'Hollande,2800,livres,"0,15",,,
54,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,beure,Rennes,d'Hollande,534,livres,"0,3",,,
55,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,biere,Rennes,d'Hollande,660,bariques,25,,,
56,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,blanc de ceruze,Rennes,d'Hollande,119,livres,"0,1",,,
57,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bois de campeche,Rennes,d'Hollande,25150,livres,"0,15",,,
58,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bois de Pernambouc,Rennes,d'Hollande,600,livres,"0,45",,,
59,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bois de Pernambouc moulu,Rennes,d'Hollande,17398,livres,"0,5",,,
60,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bois fustel,Rennes,d'Hollande,2060,livres,"0,2",,,
61,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bois d'Inde,Rennes,d'Hollande,20062,livres,"0,2",,,
62,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bois merrain à pipes,Rennes,d'Hollande,5200,douëlles,"0,44",,,44 L %
63,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bois de Sandal,Rennes,d'Hollande,20200,livres,"0,25",,,
64,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bois à teindre,Rennes,d'Hollande,4826,livres,"0,2",,,
65,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,borax,Rennes,d'Hollande,126,livres,8,,,
66,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,bray gras,Rennes,d'Hollande,92,barils,22,,,
67,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,brosserie,Rennes,d'Hollande,2939,livres,1,,,
68,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,cabillauds,Rennes,d'Hollande,72995,livres,"0,2",,,
69,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,canettes de grais,Rennes,d'Hollande,123,livres,"0,3",,,
70,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,caves garnies,Rennes,d'Hollande,1266,livres,"0,45",,,
71,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,ceruze,Rennes,d'Hollande,19801,livres,"0,1",,,
72,Cyril CANET,AD44 C716,Out/Rennes - Entrées - 1757 - bis.csv,Out,Imports,13,1757,chanvre cru,Rennes,d'Hollande,140,livres,"0,18",,,18 L %
