line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Acier,,,,,1.17,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,3,,,
2,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Acier,,,,,.5,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"1,4",,,
3,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Acier,,,,,.17,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"1,15",,,
4,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Acier non ouvré,,,,,.13,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"1,4",,,
5,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Amadoue,,,,,1.4,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"2,5",,,
6,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Alun,,,,,.2,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"4,583",,,
7,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Agaric gros,,,,,2.6,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,3,,,
8,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Bruyeres etrangeres non montées,,,,,1.5,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,1,,,
9,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Bruyeres a faire des verjettes,,,,,.08,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,1,,,
10,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Beches de fer,,,,,8,Douzaines,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,,0,,,,,"0,15",,,
11,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Boutons,,,,,1.75,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"0,75",,,
12,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Bois travaillés,,,,,13.2,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,2,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"0,875",,,
13,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Bois travaillés,,,,,.5,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,3,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"0,2",,,
14,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Bois a batir,,,211.33,,,,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,3,,,,,Anthony Rebours,,,-211.33,,,,,0,,,
15,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Bois a bruler,,,,,51,Charrettée,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,3,,,,,Anthony Rebours,,,0,,,,,"0,2",,,
16,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Bois a bruler,,,,,1,Charrettée,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,3,,,,,Anthony Rebours,,,0,,,,,"0,2",,,
17,Out,1726 - 1725 à 1726,"Grenoble, Marseille et Lyon",,Etats du Roy de Sardaigne,Imports,Bois de futaye,,,,,19.7,Quintaux,,sources/Out/AD38_2C635_Sardaigne_Imports_1726.csv,AD38 2C635,3,,,,,Anthony Rebours,,Mesure d'origine livre,0,,,,,"0,4",,,
