line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Out,1770,Bordeaux,,Angleterre,Exports,Bas de soye,,,48240,,402,Douzaines,120,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
2,Out,1770,Bordeaux,,Angleterre,Exports,Bazin,,,3123,,1041,Aunes,3,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
3,Out,1770,Bordeaux,,Angleterre,Exports,Caffé des Isles,,,59936.8,,74921,Livres,.8,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
4,Out,1770,Bordeaux,,Angleterre,Exports,Confitures,,,361,,361,Livres,1,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
5,Out,1770,Bordeaux,,Angleterre,Exports,Cotonnille,,,1680,,420,Aunes,4,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
6,Out,1770,Bordeaux,,Angleterre,Exports,Eau de vie,,,39620,,283,Barriques,140,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
7,Out,1770,Bordeaux,,Angleterre,Exports,Indigo,,,655193,,119126,Livres,5.5,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
8,Out,1770,Bordeaux,,Angleterre,Exports,Toille batiste,,,4104,,684,Aunes,6,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
9,Out,1770,Bordeaux,,Angleterre,Exports,Vin de haut,,,111650,,319,tonneaux,350,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
10,Out,1770,Bordeaux,,Angleterre,Exports,Vin de ville,,,931000,,931,tonneaux,1000,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
11,Out,1770,Bordeaux,,Angleterre,Exports,Vinaigre,,,5920,,37,tonneaux,160,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
12,Out,1770,Bordeaux,,Danemark,Exports,Caffé des Isles,,,872868.8,,1091086,Livres,.8,sources/Out/AD33_C4388_Bordeaux_Exports_1770_bis.csv,AD33 C4388,1,,,,,Demba,,,0,,,,,,,,,,
