line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National partenaires manquants,1788,,,La Chine,Imports,Bambous et joncs,,,10477,0,5426,en nombre,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
2,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Bois divers,,,15046,0,289427,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
3,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Caffé Bourbon,,,4764364,0,3811491,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
4,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Caffé Moka,,,6592,0,2637,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
5,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Canelle,,,2138,0,611,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
6,National partenaires manquants,1788,,,La Chine,Imports,Canelle,,,7875,0,2250,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
7,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Coton divers,,,810139,0,538285,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
8,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Coton divers,,,2865,0,286,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
9,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Cuirs de boeuf secs,,,2040,0,170,en nombre,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
10,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Ecaille,,,5088,0,636,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
11,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Etoffes des Indes et soyeries,,,4185,0,76,pièces,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
12,National partenaires manquants,1788,,,La Chine,Imports,Etoffes des Indes et soyeries,,,32960,0,459,pièces,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
13,National partenaires manquants,1788,,,La Chine,Imports,Eventails,,,10815,0,21630,en nombre,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
14,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Gomme,,,280,0,20,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
15,National partenaires manquants,1788,,,La Chine,Imports,Gomme,,,8,0,4,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
16,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Indigo,,,29000,0,2900,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
17,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Indigo,,,24190,0,2419,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
18,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Linges de corps et de table,,,23518,1,108,pièces,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
19,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Linges de corps et de table,,,,2,2203,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
20,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Morphil ou dent d'éléphant,,,1888,0,472,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
21,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Mouchoirs divers,,,317074,0,10108,pièces,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
22,National partenaires manquants,1788,,,La Chine,Imports,Mouchoirs divers,,,36,0,1,pièces,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
23,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Mousseline diverse,,,877510,0,10760,pièces,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
24,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Poivre,,,4826,0,2463,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
25,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Poivre,,,53375,0,27650,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
26,National partenaires manquants,1788,,,La Chine,Imports,Porcelaine,,,153367,0,,,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
27,National partenaires manquants,1788,,,Isle de France et de Bourbon,Imports,Rottins,,,1500,0,1,grosse,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,L'unité n'est pas vraiment lisible,,,,,,,,,,
28,National partenaires manquants,1788,,,La Chine,Imports,Rottins,,,55098,0,55098,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
29,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Salpêtre,,,44066,0,88132,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
30,National partenaires manquants,1788,,,La Chine,Imports,Soyes diverses,,,75402,0,2217,livres,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
31,National partenaires manquants,1788,,,Les Etats de l'Inde,Imports,Tapis divers,,,5314,0,588,en nombre,,sources/National partenaires manquants/ANOM_Col_F2_B_13_partner_Indes_Imports_1788.csv,ANOM Col F2 B 13 (tableau 31),2,,,,,Paul Chagnaud,,,,,,,,,,,,
