numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Acier,Marseille,Angleterre,"4 500,00",livres,"0,3500","1 575,000","0,00",
2,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Alun,Marseille,Angleterre,"3 380,00",livres,"0,2000","676,000","0,00",
3,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Amandes,Marseille,Angleterre,"5 000,00",livres,"0,2000","1 000,000","0,00",
4,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Anchoix,Marseille,Angleterre,"2 000,00",livres,"0,5000","1 000,000","0,00",
5,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Anis,Marseille,Angleterre,"230,00",livres,"0,2000","46,000","0,00",
6,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Bas de fil et coton,Marseille,Angleterre,"250,00",livres,"5,0000","1 250,000","0,00",
7,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Bled froment,Marseille,Angleterre,"34 800,00",livres,"0,1000","3 480,000","0,00",
8,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Bois merrain,Marseille,Angleterre,"225,00",livres,"0,1000","22,000","-0,50",
9,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Bouteilles de verre,Marseille,Angleterre,"1 015,00",livres,"0,2000","203,000","0,00",
10,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1775.csv,Local,1,1775,Exports,Capres,Marseille,Angleterre,"880,00",livres,"0,3000","264,000","0,00",
