numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Acier,Marseille,Angleterre,2486,Livres,"0,35",870,"0,1",
2,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Ajamis,Marseille,Angleterre,75,Pièces,9,675,0,
3,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Alun,Marseille,Angleterre,2589,Livres,"0,2",517,"0,8",
4,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Amidon,Marseille,Angleterre,3725,Livres,"0,2",745,0,
5,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Bas de coton,Marseille,Angleterre,120,Livres,5,600,0,
6,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Bas de laine,Marseille,Angleterre,150,Livres,6,900,0,
7,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Bled froment,Marseille,Angleterre,5375,Charges,32,172000,0,
8,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Bois fustel,Marseille,Angleterre,1000,Livres,"0,1",100,0,
9,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Bonnets de coton,Marseille,Angleterre,100,Livres,5,500,0,
10,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Bouchons de liége,Marseille,Angleterre,150,Livres,3,450,0,
11,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Bours,Marseille,Angleterre,10,Pièces,50,500,0,
12,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Cacao,Marseille,Angleterre,3605,Livres,"0,6",2163,0,
13,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Caffé des Iles,Marseille,Angleterre,15630,Livres,"0,75",11722,"0,5",
14,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Capres,Marseille,Angleterre,832,Livres,"0,3",249,"0,6",
15,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Carreaux de terre,Marseille,Angleterre,8,Milliers,20,160,0,
16,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Chandelle,Marseille,Angleterre,4745,Livres,"0,4",1898,0,
17,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Chanvre peigné,Marseille,Angleterre,9575,Livres,"0,5",4787,"0,5",
18,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Chapeaux poil et laine,Marseille,Angleterre,5,Douzaines,60,300,0,
19,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Cire blanche,Marseille,Angleterre,412,Livres,2,824,0,
20,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Citrons,Marseille,Angleterre,150,Milliers,15,2250,0,
21,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,1,1768,Cochon salé,Marseille,Angleterre,724,Livres,"0,35",254,"-0,6",
22,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Cordages de chanvre,Marseille,Angleterre,4000,Livres,"0,3",1200,0,
23,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Coton filé,Marseille,Angleterre,100,Livres,"1,1",110,0,
24,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Coton en laine,Marseille,Angleterre,12998,Livres,1,12998,0,
25,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Couperose,Marseille,Angleterre,500,Livres,"0,15",75,0,
26,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Cuirs de bœuf tannés,Marseille,Angleterre,1979,Livres,"0,6",1187,"0,4",
27,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Draperie ordinaire,Marseille,Angleterre,850,Livres,5,4250,0,
28,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Draperie petites,Marseille,Angleterre,180,Livres,3,540,0,
29,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Drogueries,Marseille,Angleterre,1300,Livres,1,1300,0,
30,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Eau d'Hongrie,Marseille,Angleterre,1700,Livres,"0,75",1275,0,
31,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Eau de vie,Marseille,Angleterre,51430,Livres,"0,25",12607,"250,5",erreur de calcul
32,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Etoffe de soye,Marseille,Angleterre,350,Livres,40,1400,12600,erreur de calcul
33,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Eventails,Marseille,Angleterre,50,Livres,10,500,0,
34,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Farine,Marseille,Angleterre,6000,Livres,"0,15",900,0,
35,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Fayance,Marseille,Angleterre,1100,Livres,"0,5",550,0,
36,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Fer en barres,Marseille,Angleterre,20000,Livres,"0,15",3000,0,
37,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Fil blanc,Marseille,Angleterre,400,Livres,2,800,0,
38,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Fromage,Marseille,Angleterre,750,Livres,"0,4",300,0,
39,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Galles,Marseille,Angleterre,2387,Livres,"0,5",1198,"-4,5",erreur de calcul
40,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Garence,Marseille,Angleterre,250,Livres,"0,4",100,0,
41,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Huile d'olive,Marseille,Angleterre,39626,Livres,"0,4",15850,"0,4",
42,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Legumes,Marseille,Angleterre,17530,Livres,"0,15",2629,"0,5",
43,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Liqueurs,Marseille,Angleterre,4800,Livres,1,4800,0,
44,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Marchandises mêlées,Marseille,Angleterre,,,0,262,-262,
45,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Mercerie,Marseille,Angleterre,12905,Livres,"3,5",45167,"0,5",
46,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Miel,Marseille,Angleterre,1650,Livres,"0,15",247,"0,5",
47,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Morue seche,Marseille,Angleterre,1945,Livres,"0,2",389,0,
48,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Olives ,Marseille,Angleterre,1700,Livres,"0,1",170,0,
49,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Orge,Marseille,Angleterre,10,Milliers,50,500,0,
50,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Papier blanc,Marseille,Angleterre,2816,Rames,6,16896,0,
51,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Parapluyes,Marseille,Angleterre,20,Douzaines,48,960,0,
52,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Peaux de chamois,Marseille,Angleterre,250,Livres,"1,25",312,"0,5",
53,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Peaux de veau tannées,Marseille,Angleterre,2550,Livres,1,2550,0,
54,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Poisson salé,Marseille,Angleterre,5060,Livres,"0,2",1012,0,
55,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Poivre,Marseille,Angleterre,1698,Livres,"1,5",2547,0,
56,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Poivre geroflé,Marseille,Angleterre,1600,Livres,"0,75",2400,-1200,erreur de calcul
57,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Poix raisine,Marseille,Angleterre,2250,Livres,"0,1",225,0,
58,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Poteries de terre,Marseille,Angleterre,840,Douzaines,1,840,0,
59,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Poudre a poudrer,Marseille,Angleterre,960,Livres,"0,2",192,0,
60,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Quincaille de fer et acier,Marseille,Angleterre,500,Livres,1,500,0,
61,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Raisin sec,Marseille,Angleterre,61640,Livres,"0,2",12328,0,
62,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Ris,Marseille,Angleterre,8625,Livres,"0,2",1725,0,
63,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Savon,Marseille,Angleterre,72115,Livres,"0,25",18028,"0,75",
64,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Sirop de capilaire,Marseille,Angleterre,800,Livres,1,800,0,
65,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Sucre blanc terré,Marseille,Angleterre,5185,Livres,"0,5",2592,"0,5",
66,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Sucre brut,Marseille,Angleterre,975,Livres,"0,25",243,"0,75",
67,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Sucre rafiné,Marseille,Angleterre,3286,Livres,"0,6",1972,"-0,4",
68,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Sucre versoir,Marseille,Angleterre,970,Livres,"0,3",291,0,
69,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Sumac,Marseille,Angleterre,50,Quintaux,8,400,0,Mesure d'origine livre
70,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Tabac,Marseille,Angleterre,19550,Livres,"1,25",24437,"0,5",
71,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Tartre,Marseille,Angleterre,5090,Livres,"0,2",1018,0,
72,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Thé,Marseille,Angleterre,332,Livres,3,996,0,
73,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Toile blanche,Marseille,Angleterre,4720,Livres,5,23600,0,
74,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Toile de Laval,Marseille,Angleterre,300,Livres,3,900,0,
75,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Toile manouf,Marseille,Angleterre,210,Pièces,8,1680,0,
76,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Toile de montagne,Marseille,Angleterre,100,Pièces,3,300,0,
77,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Toile peinte,Marseille,Angleterre,50,Livres,"2,5",125,0,
78,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Toile a voile,Marseille,Angleterre,25,Pièces,200,5000,0,
79,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Verres communs,Marseille,Angleterre,200,Livres,"0,5",100,0,
80,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Vin blanc,Marseille,Angleterre,6,Millerolles,15,90,0,
81,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Vin muscat,Marseille,Angleterre,50,Millerolles,50,2500,0,
82,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Vin rouge,Marseille,Angleterre,39,Millerolles,9,351,0,
83,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Poisson salé,Marseille,Danemark,292,Livres,"0,2",58,"0,4",
84,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Savon,Marseille,Danemark,24250,Livres,"0,25",6062,"0,5",
85,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Vin rouge,Marseille,Danemark,2300,Millerolles,9,20700,0,
86,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Acier ,Marseille,Espagne,30378,Livres,"0,35",10632,"0,3",
87,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,2,1768,Ajamis,Marseille,Espagne,467,Pièces,9,4203,0,
88,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Alun,Marseille,Espagne,13266,Livres,"0,2",2653,"0,2",
89,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Amadou,Marseille,Espagne,300,Livres,1,300,0,
90,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Antimoine,Marseille,Espagne,730,Livres,"0,15",109,"0,5",Pas le même prix original/copie
91,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Azur,Marseille,Espagne,2500,Livres,"0,75",1875,0,
92,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Baleine coupée,Marseille,Espagne,90,Livres,5,450,0,
93,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Bas de coton et fil ,Marseille,Espagne,6680,Livres,5,33400,0,
94,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Bas de filoselle,Marseille,Espagne,1675,Livres,8,13400,0,
95,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Bas de laine,Marseille,Espagne,12391,Livres,6,74346,0,
96,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Bas de soye,Marseille,Espagne,12423,Livres,40,496920,0,
97,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Batanonis,Marseille,Espagne,1235,Livres,3,3705,0,
98,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Beaume du Perou,Marseille,Espagne,400,Livres,8,3200,0,
99,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Basannes tannées,Marseille,Espagne,230,Livres,"0,75",172,"0,5",
100,Anthony,Archives de la CCI de Marseille - I 24 ,Local/Marseille/Marseille – Sorties – 1768.csv,Local,Exports,3,1768,Basin,Marseille,Espagne,85,Pièces,100,8500,0,
