numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
1,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Bœuf ; salé,Angleterre,"67122,00","2 486,00",barils,"27,0000000","0,00",
2,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Boeurre ; salé,Angleterre,"18400,00","46 000,00",livres,"0,4000000","0,00",
3,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Chandelle,Angleterre,"8750,00","17 500,00",livres,"0,5000000","0,00",
4,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Harangs,Angleterre,"2550,00","102,00",barils,"25,0000000","0,00",
5,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Suif,Angleterre,"8640,00","21 600,00",livres,"0,4000000","0,00",
6,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Acier,Espagne,"706,25","2 825,00",livres,"0,2500000","0,00",
7,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Amendes,Espagne,"350,00","700,00",livres,"0,5000000","0,00",
8,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Ancres ; de fer,Espagne,"1125,00","4 500,00",livres,"0,2500000","0,00",
9,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Anis ; vert,Espagne,"150,00","500,00",livres,"0,3000000","0,00",
10,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Bled ; froment,Espagne,"76618,75","11 787,50",conques,"6,5000000","0,00",
11,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Cacao ; de Caraque,Espagne,"747,50","650,00",livres,"1,1500000","0,00",
12,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,1,Canon ; de fusil,Espagne,"210,00","42,00",pièces,"5,0000000","0,00",
13,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Chanvre ; peigné,Espagne,"2960,00","8 407,50",livres,"0,3500000","17,37",Erreur de calcul
14,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Chanvre ; en rame,Espagne,"25894,00","117 700,00",livres,"0,2200000","0,00",
15,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Cire ; jeaune,Espagne,"5040,00","2 800,00",livres,"1,8000000","0,00",
16,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Clous ; de fer,Espagne,"3634,50","12 115,00",livres,"0,3000000","0,00",
17,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Cochenille,Espagne,"51228,00","2 846,00",livres,"18,0000000","0,00",
18,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Cuir ; de bœuf ; en poil,Espagne,"1960,00","98,00",pièces,"20,0000000","0,00",
19,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Cuir ; de vache ; en poil,Espagne,"909,00","101,00",pièces,"9,0000000","0,00",
20,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Escarpins ; de chambre,Espagne,"360,00","1,00",valeur,"360,0000000","0,00",
21,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Essence,Espagne,"25,00","1,00",valeur,"25,0000000","0,00",
22,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Fer ; en barres,Espagne,"289278,00","2 410 650,00",livres,"0,1200000","0,00",
23,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Feves,Espagne,"2200,00","550,00",conques,"4,0000000","0,00",
24,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Fusil,Espagne,"150,00","1,00",valeur,"150,0000000","0,00",
25,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Gobelets ; de verre,Espagne,"180,00","2,00",charges,"90,0000000","0,00",
26,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Huile ; d'olive,Espagne,"87912,00","1 628,00",boucs,"54,0000000","0,00",
27,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Huile ; d'olive,Espagne,"2880,00","6 400,00",livres,"0,4500000","0,00",
28,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Huile ; de poisson,Espagne,"1224,00","5 100,00",livres,"0,2400000","0,00",
29,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Laine ; d'Espagne,Espagne,"3709212,00","2 119 550,00",livres,"1,7500000","-0,50",
30,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Laine ; grossière,Espagne,"14521,60","36 304,00",livres,"0,4000000","0,00",
31,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Lin ; commun,Espagne,"125,00","250,00",livres,"0,5000000","0,00",
32,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Mine ; de fer,Espagne,"6600,00","330 000,00",livres,"0,0200000","0,00",
33,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Morue,Espagne,"6799,00","33 995,00",livres,"0,2000000","0,00",
34,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Peaux ; de cacao,Espagne,"903,75","12 050,00",livres,"0,0750000","0,00",
35,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Peaux ; de chamoy,Espagne,"2800,00","560,00",livres,"5,0000000","0,00",
36,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Peaux ; de chevre,Espagne,"20,00","4,00",douzaines,"5,0000000","0,00",
37,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Peaux ; de maroquin,Espagne,"720,00","12,00",douzaines,"60,0000000","0,00",
38,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Peaux ; de maroquin,Espagne,"195,00","78,00",livres,"2,5000000","0,00",
39,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Peaux ; de mouton ; en laine,Espagne,"1974,00","164,50",douzaines,"12,0000000","0,00",
40,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Peaux ; de veau ; corroyées,Espagne,"34,00","1,00",douzaines,"34,0000000","0,00",
41,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Peaux ; de veau ; corroyées,Espagne,"25,00","20,00",livres,"1,2500000","0,00",
42,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Pierres ; à taillandier,Espagne,"300,00","100,00",pièces,"3,0000000","0,00",
43,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,2,Pierres ; à taillandier,Espagne,"237,00","158,00",livres,"1,5000000","0,00",
44,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Platines ; de fusils,Espagne,"100,00","1,00",valeur,"100,0000000","0,00",
45,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Porcs ; en vie,Espagne,"750,00","25,00",pièces,"30,0000000","0,00",
46,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Reglisse,Espagne,"8640,00","384,00",ballots,"22,5000000","0,00",
47,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Reglisse,Espagne,"51157,50","341 050,00",livres,"0,1500000","0,00",
48,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Saffran,Espagne,"1020,00","102,00",livres,"10,0000000","0,00",
49,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Savon,Espagne,"8320,00","26 000,00",livres,"0,3200000","0,00",
50,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Sel ; tartre ; émétique,Espagne,"1200,00","400,00",livres,"3,0000000","0,00",
51,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Soye ; en rame,Espagne,"38484,00","2 138,00",livres,"18,0000000","0,00",
52,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Spardilles,Espagne,"9,00","2,00",douzaines,"4,5000000","0,00",
53,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Suif,Espagne,"4680,00","11 700,00",livres,"0,4000000","0,00",
54,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Tabac ; en feuilles,Espagne,"44565,00","148 550,00",livres,"0,3000000","0,00",
55,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Tabac ; en poudre,Espagne,"7800,00","5 200,00",livres,"1,5000000","0,00",
56,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Vin ; de Canarie,Espagne,"2600,00","13,00",pipes,"200,0000000","0,00",
57,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Vin ; d'Espagne,Espagne,"720,00","4,00",pipes,"180,0000000","0,00",
58,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Vin ; d'Espagne,Espagne,"8600,00","344,00",boucs,"25,0000000","0,00",
59,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Vin ; de France,Espagne,"1200,00","20,00",boucs,"60,0000000","0,00",
60,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Vin ; de Malaga,Espagne,"180,00","1,00",pipes,"180,0000000","0,00",
61,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Vin ; de Navarre,Espagne,"175,00","5,00",boucs,"35,0000000","0,00",
62,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Vinaigre,Espagne,"1875,00","125,00",boucs,"15,0000000","0,00",
63,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Acier,Hollande,"4742,50","18 970,00",livres,"0,2500000","0,00",
64,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Amidon,Hollande,"552,00","2 400,00",livres,"0,2300000","0,00",
65,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Baleine ; coupée,Hollande,"900,00","300,00",livres,"3,0000000","0,00",
66,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Bazin,Hollande,"8610,00","287,00",pièces,"30,0000000","0,00",
67,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Bierre,Hollande,"462,00","21,00",bariques,"22,0000000","0,00",
68,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Bois ; de campeche,Hollande,"1360,00","3 400,00",livres,"0,4000000","0,00",
69,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Bois ; de sandal,Hollande,"8255,00","12 700,00",livres,"0,6500000","0,00",
70,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,3,Bouteille ; de verre,Hollande,"800,00","4 000,00",pièces,"0,2000000","0,00",
71,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Brun ; rouge,Hollande,"736,00","9 200,00",livres,"0,0800000","0,00",
72,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Cabillaux,Hollande,"16241,25","108 275,00",livres,"0,1500000","0,00",
73,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Cacao ; de Caraque,Hollande,"789202,45","686 263,00",livres,"1,1500000","0,00",
74,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Canelle,Hollande,"43037,50","7 825,00",livres,"5,5000000","0,00",
75,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Ceruze,Hollande,"1037,50","4 150,00",livres,"0,2500000","0,00",
76,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Chanvre ; en rame,Hollande,"111144,00","505 200,00",livres,"0,2200000","0,00",
77,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Cire ; jeaune,Hollande,"82998,00","46 110,00",livres,"1,8000000","0,00",
78,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Clous ; de fer,Hollande,"6800,00","27 200,00",livres,"0,2500000","0,00",
79,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Colle ; de poisson,Hollande,"480,00","160,00",livres,"3,0000000","0,00",
80,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Couperose,Hollande,"1546,00","15 460,00",livres,"0,1000000","0,00",
81,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Cuivre ; ouvré,Hollande,"5400,00","2 700,00",livres,"2,0000000","0,00",
82,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Cuivre ; en planche,Hollande,"2898,00","1 610,00",livres,"1,8000000","0,00",
83,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Drogueries,Hollande,"297,50","595,00",livres,"0,5000000","0,00",
84,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Fayance,Hollande,"14150,00","2 177,00",douzaines,"6,5000000","-0,50",
85,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Fayance,Hollande,"204,00","1 360,00",livres,"0,1500000","0,00",
86,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Fer ; blanc,Hollande,"4300,00","43,00",barils,"100,0000000","0,00",
87,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Fer ; en plaques,Hollande,"468,75","3 750,00",livres,"0,1250000","0,00",
88,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Fil ; à cardes,Hollande,"487,50","650,00",livres,"0,7500000","0,00",
89,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Fil ; de fer,Hollande,"5236,00","13 090,00",livres,"0,4000000","0,00",
90,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Fil ; de leton,Hollande,"2702,00","1 930,00",livres,"1,4000000","0,00",
91,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Fromage,Hollande,"55284,00","162 600,00",livres,"0,3400000","0,00",
92,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Garance,Hollande,"10650,00","21 300,00",livres,"0,5000000","0,00",
93,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Geroffle,Hollande,"33830,00","3 383,00",livres,"10,0000000","0,00",
94,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Harangs ; sors,Hollande,"1260,00","42,00",barils,"30,0000000","0,00",
95,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Huile ; de lin,Hollande,"525,00","1 500,00",livres,"0,3500000","0,00",
96,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Huile ; de navette,Hollande,"4192,50","13 975,00",livres,"0,3000000","0,00",
97,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Lin ; commun,Hollande,"1450,00","2 900,00",livres,"0,5000000","0,00",
98,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Mercerie,Hollande,"40375,00","16 150,00",livres,"2,5000000","0,00",
99,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Muscade,Hollande,"1600,00","200,00",livres,"8,0000000","0,00",
100,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Ocre,Hollande,"180,00","1 500,00",livres,"0,1200000","0,00",
101,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,4,Pipes ; à fumer,Hollande,"1225,00","700,00",grosses,"1,7500000","0,00",
102,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,5,Plomb ; en barre,Hollande,"4707,00","26 150,00",livres,"0,1800000","0,00",
103,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,5,Plomb ; en grenaillle,Hollande,"34923,00","166 300,00",livres,"0,2100000","0,00",
104,Pascal Fontaine,AD64 2 ETP 104,Local/Bayonne/Bayonne-entrées_1.csv,Local,1749,Imports,Bayonne,5,Poivre,Hollande,"126002,50","96 925,00",livres,"1,3000000","0,00",
