line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1782,,,Espagne,Imports,Acier,,,399,0,950,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
2,Objet Général,1782,,,Sardaigne,Imports,Acier,,,5159,0,20480,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
3,Objet Général,1782,,,Genes,Imports,Acier,,,2955,0,11820,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
4,Objet Général,1782,,,Barbarie,Imports,Acier,,,27920,0,111680,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
5,Objet Général,1782,,,Hollande,Imports,Acier,,,299713,0,861922,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
6,Objet Général,1782,,,Villes auséatiques,Imports,Acier,,,3584,0,10029,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
7,Objet Général,1782,,,Etat de l'empreur,Imports,Acier,,,73794,0,213498,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
8,Objet Général,1782,,,Allemagne-Pologne,Imports,Acier,,,99644,0,248117,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
9,Objet Général,1782,,,Suisse-Geneve,Imports,Acier,,,2260,0,5820,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
10,Objet Général,1782,,,Dannemark,Imports,Acier,,,200,0,800,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
11,Objet Général,1782,,,Suede,Imports,Acier,,,111606,0,281384,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,627234,,,,Hichem Omri,,,,,,,,,,,
12,Objet Général,1782,,,Espagne,Imports,Amandes,,,17103,0,44080,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
13,Objet Général,1782,,,Portugal,Imports,Amandes,,,6960,0,10775,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
14,Objet Général,1782,,,Sardaigne,Imports,Amandes,,,532,0,2015,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
15,Objet Général,1782,,,Genes,Imports,Amandes,,,872,0,4100,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
16,Objet Général,1782,,,Milanes-Toscana,Imports,Amandes,,,7080,0,23600,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
17,Objet Général,1782,,,Etat ecclesiastiques,Imports,Amandes,,,348,0,356,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
18,Objet Général,1782,,,Barbarie,Imports,Amandes,,,1440,0,4801,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
19,Objet Général,1782,,,Hollande,Imports,Amandes,,,3453,0,4915,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
20,Objet Général,1782,,,Villes auséatiques,Imports,Amandes,,,,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,il n'y a rien d'indiqué,,,,,,,,,
21,Objet Général,1782,,,Etat de l'empreur,Imports,Amandes,,,22203,0,29247,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,59991,,,,Hichem Omri,,,,,,,,,,,
22,Objet Général,1782,,,Espagne,Imports,Amidon,,,1306,0,3439,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,2815,,,,Hichem Omri,,,,,,,,,,,
23,Objet Général,1782,,,Milanes-Toscana,Imports,Amidon,,,6,0,30,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,2815,,,,Hichem Omri,,,,,,,,,,,
24,Objet Général,1782,,,Hollande,Imports,Amidon,,,1365,0,3472,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,2815,,,,Hichem Omri,,,,,,,,,,,
25,Objet Général,1782,,,Etat de l'empreur,Imports,Amidon,,,138,0,904,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,2815,,,,Hichem Omri,,,,,,,,,,,
26,Objet Général,1782,,,Sardaigne,Imports,Arbres et arbrisseaux,,,36,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,2304,,,,Hichem Omri,,,,,,,,,,,
27,Objet Général,1782,,,Etat de l'empreur,Imports,Arbres et arbrisseaux,,,524,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,2304,,,,Hichem Omri,,,,,,,,,,,
28,Objet Général,1782,,,Dannemark,Imports,Arbres et arbrisseaux,,,1744,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,2304,,,,Hichem Omri,,,,,,,,,,,
29,Objet Général,1782,,,Sardaigne,Imports,Ardoises,,,250,0,10800,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,1731,,,,Hichem Omri,,,,,,,,,,,
30,Objet Général,1782,,,Hollande,Imports,Ardoises,,,36,0,2000,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,1731,,,,Hichem Omri,,,,,,,,,,,
31,Objet Général,1782,,,Etat de l'empreur,Imports,Ardoises,,,1393,0,62250,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,1731,,,,Hichem Omri,,,,,,,,,,,
32,Objet Général,1782,,,Allemagne-Pologne,Imports,Ardoises,,,52,0,8500,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,5,1731,,,,Hichem Omri,,,,,,,,,,,
33,Objet Général,1782,,,Etat de l'empreur,Imports,Argent et or monoyé ; Or monoyé,,,223904,0,241,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,2340278,,,,Hichem Omri,,,,,,,,,,,
34,Objet Général,1782,,,Etat de l'empreur,Imports,Argent et or monoyé ; Argent monoyé,,,1313376,0,13681,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,2340278,,,,Hichem Omri,,,,,,,,,,,
35,Objet Général,1782,,,Espagne,Imports,Argent et or monoyé ; Piastres,,,374400,0,3900,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,2340278,790998,,,Hichem Omri,,,,,,,,,,,
36,Objet Général,1782,,,Sardaigne,Imports,Argent et or monoyé ; Piastres,,,335862,0,3498,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,2340278,790998,,,Hichem Omri,,,,,,,,,,,
37,Objet Général,1782,,,Etat de l'empreur,Imports,Argent et or monoyé ; Piastres,,,80736,0,841,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,2340278,790998,,,Hichem Omri,,,,,,,,,,,
38,Objet Général,1782,,,Levant,Imports,Argent et or monoyé ; Sequins,,,12000,0,1200,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,2340278,,,,Hichem Omri,,,,,,,,,,,
39,Objet Général,1782,,,Barbarie,Imports,Armes ; Blanches,,,220,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,50848,,,Hichem Omri,,,,,,,,,,,
40,Objet Général,1782,,,Etat de l'empreur,Imports,Armes ; Blanches,,,3600,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,50848,,,Hichem Omri,,,,,,,,,,,
41,Objet Général,1782,,,Allemagne-Pologne,Imports,Armes ; Blanches,,,46968,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,50848,,,Hichem Omri,,,,,,,,,,,
42,Objet Général,1782,,,Suisse-Geneve,Imports,Armes ; Blanches,,,60,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,50848,,,Hichem Omri,,,,,,,,,,,
43,Objet Général,1782,,,Espagne,Imports,Armes ; A feu,,,20,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,325449,,,Hichem Omri,,,,,,,,,,,
44,Objet Général,1782,,,Sardaigne,Imports,Armes ; A feu,,,30,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,325449,,,Hichem Omri,,,,,,,,,,,
45,Objet Général,1782,,,Hollande,Imports,Armes ; A feu,,,15,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,325449,,,Hichem Omri,,,,,,,,,,,
46,Objet Général,1782,,,Etat de l'empreur,Imports,Armes ; A feu,,,26977,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,325449,,,Hichem Omri,,,,,,,,,,,
47,Objet Général,1782,,,Allemagne-Pologne,Imports,Armes ; A feu,,,298407,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,376297,325449,,,Hichem Omri,,,,,,,,,,,
48,Objet Général,1782,,,Espagne,Imports,Artilleries,,,6456,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,10735,,,,Hichem Omri,,,,,,,,,,,
49,Objet Général,1782,,,Hollande,Imports,Artilleries,,,1720,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,10735,,,,Hichem Omri,,,,,,,,,,,
50,Objet Général,1782,,,Etat de l'empreur,Imports,Artilleries,,,2559,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,10735,,,,Hichem Omri,,,,,,,,,,,
51,Objet Général,1782,,,Espagne,Imports,Balais divers,,,5898,0,90381,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
52,Objet Général,1782,,,Portugal,Imports,Balais divers,,,1586,0,10540,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
53,Objet Général,1782,,,Sardaigne,Imports,Balais divers,,,145,0,6499,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
54,Objet Général,1782,,,Genes,Imports,Balais divers,,,9553,0,47013,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
55,Objet Général,1782,,,Milanes-Toscana,Imports,Balais divers,,,1509,0,120751,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
56,Objet Général,1782,,,etats ecclésiastiques,Imports,Balais divers,,,8671,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
57,Objet Général,1782,,,Naples,Imports,Balais divers,,,54,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
58,Objet Général,1782,,,Hollande,Imports,Balais divers,,,467,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
59,Objet Général,1782,,,Etat de l'empreur,Imports,Balais divers,,,9921,0,,,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,37804,,,,Hichem Omri,,,,,,,,,,,
60,Objet Général,1782,,,Espagne,Imports,Baleines coupées en fanon,,,24000,0,16000,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,324974,,,,Hichem Omri,,,,,,,,,,,
61,Objet Général,1782,,,Portugal,Imports,Baleines coupées en fanon,,,207957,0,84959,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,324974,,,,Hichem Omri,,,,,,,,,,,
62,Objet Général,1782,,,Sardaigne,Imports,Baleines coupées en fanon,,,63,0,14,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,324974,,,,Hichem Omri,,,,,,,,,,,
63,Objet Général,1782,,,Hollande,Imports,Baleines coupées en fanon,,,42497,0,14186,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,324974,,,,Hichem Omri,,,,,,,,,,,
64,Objet Général,1782,,,Etat de l'empreur,Imports,Baleines coupées en fanon,,,48902,0,17814,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,324974,,,,Hichem Omri,,,,,,,,,,,
65,Objet Général,1782,,,Allemagne-Pologne,Imports,Baleines coupées en fanon,,,1555,0,385,livres,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,324974,,,,Hichem Omri,,,,,,,,,,,
66,Objet Général,1782,,,Espagne,Imports,Bestiaux en agneaux,,,54,0,18,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,4187233,4049,,,Hichem Omri,,,,,,,,,,,
67,Objet Général,1782,,,Sardaigne,Imports,Bestiaux en agneaux,,,2983,0,1673,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,4187233,4049,,,Hichem Omri,,,,,,,,,,,
68,Objet Général,1782,,,Etat de l'empreur,Imports,Bestiaux en agneaux,,,896,0,154,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,4187233,4049,,,Hichem Omri,,,,,,,,,,,
69,Objet Général,1782,,,Allemagne-Pologne,Imports,Bestiaux en agneaux,,,108,0,27,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,4187233,4049,,,Hichem Omri,,,,,,,,,,,
70,Objet Général,1782,,,Suisse-Geneve,Imports,Bestiaux en agneaux,,,8,0,4,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,7,4187233,4049,,,Hichem Omri,,,,,,,,,,,
71,Objet Général,1782,,,Espagne,Imports,Bestiaux ; Bœufs,,,5980,0,56,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,2198460,,,Hichem Omri,,,,,,,,,,,
72,Objet Général,1782,,,Sardaigne,Imports,Bestiaux ; Bœufs,,,159050,0,1334,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,2198460,,,Hichem Omri,,,,,,,,,,,
73,Objet Général,1782,,,Hollande,Imports,Bestiaux ; Bœufs,,,4980,0,68,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,2198460,,,Hichem Omri,,,,,,,,,,,
74,Objet Général,1782,,,Etat de l'empreur,Imports,Bestiaux ; Bœufs,,,1600610,0,7538,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,2198460,,,Hichem Omri,,,,,,,,,,,
75,Objet Général,1782,,,Allemagne-Pologne,Imports,Bestiaux ; Bœufs,,,246680,0,2037,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,2198460,,,Hichem Omri,,,,,,,,,,,
76,Objet Général,1782,,,Suisse-Geneve,Imports,Bestiaux ; Bœufs,,,181160,0,970,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,2198460,,,Hichem Omri,,,,,,,,,,,
77,Objet Général,1782,,,Espagne,Imports,Bestiaux ; Chevres,,,180,0,45,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,25241,,,Hichem Omri,,,,,,,,,,,
78,Objet Général,1782,,,Sardaigne,Imports,Bestiaux ; Chevres,,,23569,0,4329,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,25241,,,Hichem Omri,,,,,,,,,,,
79,Objet Général,1782,,,Etat de l'empreur,Imports,Bestiaux ; Chevres,,,12,0,1,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,25241,,,Hichem Omri,,,,,,,,,,,
80,Objet Général,1782,,,Allemagne-Pologne,Imports,Bestiaux ; Chevres,,,1095,0,219,en nombre,,sources/Objet Général/AN_F12_249_Imports_1782.csv,AN F12 249,9,4187233,25241,,,Hichem Omri,,,,,,,,,,,
