line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1752,,,Allemagne,Exports,Acier,,,162,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,23754,,,,Annick Davis,,,,,,,,,,,,
2,Objet Général,1752,,,Espagne,Exports,Acier,,,15580,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,23754,,,,Annick Davis,,,,,,,,,,,,
3,Objet Général,1752,,,Hollande,Exports,Acier,,,438,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,23754,,,,Annick Davis,,,,,,,,,,,,
4,Objet Général,1752,,,Italie,Exports,Acier,,,261,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,23754,,,,Annick Davis,,,,,,,,,,,,
5,Objet Général,1752,,,Levant,Exports,Acier,,,3356,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,23754,,,,Annick Davis,,,,,,,,,,,,
6,Objet Général,1752,,,Portugal,Exports,Acier,,,1848,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,23754,,,,Annick Davis,,,,,,,,,,,,
7,Objet Général,1752,,,Savoye,Exports,Acier,,,189,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,23754,,,,Annick Davis,,,,,,,,,,,,
8,Objet Général,1752,,,Suisse,Exports,Acier,,,1920,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,23754,,,,Annick Davis,,,,,,,,,,,,
9,Objet Général,1752,,,Italie,Exports,Agaric,,,175,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,175,,,,Annick Davis,,,,,,,,,,,,
10,Objet Général,1752,,,Allemagne,Exports,Agneaux,,,408,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,408,,,,Annick Davis,,,,,,,,,,,,
11,Objet Général,1752,,,Flandre,Exports,Agrémens ; de fil,,,49,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,9101,,,,Annick Davis,,,,,,,,,,,,
12,Objet Général,1752,,,Suisse,Exports,Agrémens ; de fil,,,100,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,9101,,,,Annick Davis,,,,,,,,,,,,
13,Objet Général,1752,,,Allemagne,Exports,Agrémens ; de soye,,,491,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,9101,,,,Annick Davis,,,,,,,,,,,,
14,Objet Général,1752,,,Flandre,Exports,Agrémens ; de soye,,,8223,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,9101,,,,Annick Davis,,,,,,,,,,,,
15,Objet Général,1752,,,Suisse,Exports,Agrémens ; de soye,,,200,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,9101,,,,Annick Davis,,,,,,,,,,,,
16,Objet Général,1752,,,Allemagne,Exports,Agrémens ; au quart,,,39,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,9101,,,,Annick Davis,,,,,,,,,,,,
17,Objet Général,1752,,,Espagne,Exports,Ajamis,,,234810,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,369414,,,,Annick Davis,,,,,,,,,,,,
18,Objet Général,1752,,,Italie,Exports,Ajamis,,,114264,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,369414,,,,Annick Davis,,,,,,,,,,,,
19,Objet Général,1752,,,Levant,Exports,Ajamis,,,18945,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,369414,,,,Annick Davis,,,,,,,,,,,,
20,Objet Général,1752,,,Nord,Exports,Ajamis,,,1395,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,369414,,,,Annick Davis,,,,,,,,,,,,
21,Objet Général,1752,,,Allemagne,Exports,Aiguilles,,,1331,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,4581,,,,Annick Davis,,,,,,,,,,,,
22,Objet Général,1752,,,Espagne,Exports,Aiguilles,,,3250,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",99,4581,,,,Annick Davis,,,,,,,,,,,,
23,Objet Général,1752,,,Espagne,Exports,Ails,,,100,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,116,,,,Annick Davis,,,,,,,,,,,,
24,Objet Général,1752,,,Savoye,Exports,Ails,,,16,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,116,,,,Annick Davis,,,,,,,,,,,,
25,Objet Général,1752,,,Hollande,Exports,Aloës,,,100,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,100,,,,Annick Davis,,,,,,,,,,,,
26,Objet Général,1752,,,Espagne,Exports,Alun,,,6303,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,11019,,,,Annick Davis,,,,,,,,,,,,
27,Objet Général,1752,,,Flandre,Exports,Alun,,,119,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,11019,,,,Annick Davis,,,,,,,,,,,,
28,Objet Général,1752,,,Hollande,Exports,Alun,,,136,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,11019,,,,Annick Davis,,,,,,,,,,,,
29,Objet Général,1752,,,Italie,Exports,Alun,,,1844,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,11019,,,,Annick Davis,,,,,,,,,,,,
30,Objet Général,1752,,,Levant,Exports,Alun,,,1499,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,11019,,,,Annick Davis,,,,,,,,,,,,
31,Objet Général,1752,,,Savoye,Exports,Alun,,,19,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,11019,,,,Annick Davis,,,,,,,,,,,,
32,Objet Général,1752,,,Suisse,Exports,Alun,,,1099,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,11019,,,,Annick Davis,,,,,,,,,,,,
33,Objet Général,1752,,,Espagne,Exports,Amadou,,,758,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,758,,,,Annick Davis,,,,,,,,,,,,
34,Objet Général,1752,,,Angleterre,Exports,Amandes ; cassées,,,3273,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
35,Objet Général,1752,,,Danemark,Exports,Amandes ; cassées,,,93,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
36,Objet Général,1752,,,Espagne,Exports,Amandes ; cassées,,,7233,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
37,Objet Général,1752,,,Flandre,Exports,Amandes ; cassées,,,761,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
38,Objet Général,1752,,,Hollande,Exports,Amandes ; cassées,,,19035,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
39,Objet Général,1752,,,Italie,Exports,Amandes ; cassées,,,171604,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
40,Objet Général,1752,,,Levant,Exports,Amandes ; cassées,,,8767,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
41,Objet Général,1752,,,Nord,Exports,Amandes ; cassées,,,81067,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
42,Objet Général,1752,,,Russie,Exports,Amandes ; cassées,,,134,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
43,Objet Général,1752,,,Savoye,Exports,Amandes ; cassées,,,20614,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
44,Objet Général,1752,,,Suède,Exports,Amandes ; cassées,,,150,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
45,Objet Général,1752,,,Suisse,Exports,Amandes ; cassées,,,4218,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
46,Objet Général,1752,,,Allemagne,Exports,Amandes ; en coques,,,30,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
47,Objet Général,1752,,,Savoye,Exports,Amandes ; en coques,,,10535,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",96,327514,,,,Annick Davis,,,,,,,,,,,,
48,Objet Général,1752,,,Hollande,Exports,Ambre ; gris,,,55,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,55,,,,Annick Davis,,,,,,,,,,,,
49,Objet Général,1752,,,Espagne,Exports,Ameçons,,,560,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,560,,,,Annick Davis,,,,,,,,,,,,
50,Objet Général,1752,,,Allemagne,Exports,Amidon,,,1449,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
51,Objet Général,1752,,,Angleterre,Exports,Amidon,,,362,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
52,Objet Général,1752,,,Espagne,Exports,Amidon,,,1677,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
53,Objet Général,1752,,,Flandre,Exports,Amidon,,,40452,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
54,Objet Général,1752,,,Hollande,Exports,Amidon,,,945,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
55,Objet Général,1752,,,Italie,Exports,Amidon,,,3177,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
56,Objet Général,1752,,,Levant,Exports,Amidon,,,138,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
57,Objet Général,1752,,,Nord,Exports,Amidon,,,240,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
58,Objet Général,1752,,,Savoye,Exports,Amidon,,,46,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
59,Objet Général,1752,,,Suisse,Exports,Amidon,,,2352,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,50837,,,,Annick Davis,,,,,,,,,,,,
60,Objet Général,1752,,,Levant,Exports,Amomum,,,716,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,716,,,,Annick Davis,,,,,,,,,,,,
61,Objet Général,1752,,,Allemagne,Exports,Anchois,,,180,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
62,Objet Général,1752,,,Angleterre,Exports,Anchois,,,121,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
63,Objet Général,1752,,,Danemark,Exports,Anchois,,,427,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
64,Objet Général,1752,,,Flandre,Exports,Anchois,,,621,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
65,Objet Général,1752,,,Hollande,Exports,Anchois,,,848,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
66,Objet Général,1752,,,Nord,Exports,Anchois,,,1591,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
67,Objet Général,1752,,,Savoye,Exports,Anchois,,,98,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
68,Objet Général,1752,,,Suède,Exports,Anchois,,,1043,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
69,Objet Général,1752,,,Suisse,Exports,Anchois,,,1139,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6067,,,,Annick Davis,,,,,,,,,,,,
70,Objet Général,1752,,,Levant,Exports,Ancres ; de fer,,,2560,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,2560,,,,Annick Davis,,,,,,,,,,,,
71,Objet Général,1752,,,Allemagne,Exports,Anis,,,42,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6070,,,,Annick Davis,,,,,,,,,,,,
72,Objet Général,1752,,,Espagne,Exports,Anis,,,1449,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6070,,,,Annick Davis,,,,,,,,,,,,
73,Objet Général,1752,,,Flandre,Exports,Anis,,,86,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6070,,,,Annick Davis,,,,,,,,,,,,
74,Objet Général,1752,,,Italie,Exports,Anis,,,4156,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6070,,,,Annick Davis,,,,,,,,,,,,
75,Objet Général,1752,,,Portugal,Exports,Anis,,,337,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",97,6070,,,,Annick Davis,,,,,,,,,,,,
76,Objet Général,1752,,,Italie,Exports,Antimoine,,,232,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,232,,,,Annick Davis,,,,,,,,,,,,
77,Objet Général,1752,,,Allemagne,Exports,Arbres ; à planter,,,571,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,1976,,,,Annick Davis,,,,,,,,,,,,
78,Objet Général,1752,,,Angleterre,Exports,Arbres ; à planter,,,28,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,1976,,,,Annick Davis,,,,,,,,,,,,
79,Objet Général,1752,,,Espagne,Exports,Arbres ; à planter,,,141,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,1976,,,,Annick Davis,,,,,,,,,,,,
80,Objet Général,1752,,,Flandre,Exports,Arbres ; à planter,,,1021,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,1976,,,,Annick Davis,,,,,,,,,,,,
81,Objet Général,1752,,,Hollande,Exports,Arbres ; à planter,,,27,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,1976,,,,Annick Davis,,,,,,,,,,,,
82,Objet Général,1752,,,Italie,Exports,Arbres ; à planter,,,60,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,1976,,,,Annick Davis,,,,,,,,,,,,
83,Objet Général,1752,,,Nord,Exports,Arbres ; à planter,,,128,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,1976,,,,Annick Davis,,,,,,,,,,,,
84,Objet Général,1752,,,Espagne,Exports,Arcenic,,,240,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,502,,,,Annick Davis,,,,,,,,,,,,
85,Objet Général,1752,,,Flandre,Exports,Arcenic,,,3,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,502,,,,Annick Davis,,,,,,,,,,,,
86,Objet Général,1752,,,Italie,Exports,Arcenic,,,259,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,502,,,,Annick Davis,,,,,,,,,,,,
87,Objet Général,1752,,,Allemagne,Exports,Ardoises,,,18963,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,28153,,,,Annick Davis,,,,,,,,,,,,
88,Objet Général,1752,,,Flandre,Exports,Ardoises,,,9191,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,28153,,,,Annick Davis,,,,,,,,,,,,
89,Objet Général,1752,,,Allemagne,Exports,Argent ; vif,,,80,0,,,,sources/Objet Général/BM_Rouen_Montbret_155-1_Exports_1752.csv,"BM Rouen, Fonds Montbret, 155-1",98,4162,,,,Annick Davis,,,,,,,,,,,,
