line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1775,,,Angleterre,Exports,Acier,,,1575,0,4500,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,98192,,,,Fatima Zahra,,,,,,,,,,,,
2,Objet Général,1775,,,Espagne,Exports,Acier,,,17967,0,51335,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,98192,,,,Fatima Zahra,,,,,,,,,,,,
3,Objet Général,1775,,,Suisse,Exports,Acier,,,5957,0,17020,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,98192,,,,Fatima Zahra,,,,,,,,,,,,
4,Objet Général,1775,,,Isles,Exports,Acier,,,14588,0,39258,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,98192,,,,Fatima Zahra,,,,,,,,,,,,
5,Objet Général,1775,,,Guinée,Exports,Acier,,,2524,0,6935,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,98192,,,,Fatima Zahra,,,,,,,,,,,,
6,Objet Général,1775,,,Indes,Exports,Acier,,,55581,0,162560,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,98192,,,,Fatima Zahra,,,,,,,,,,,,
7,Objet Général,1775,,,Italie,Exports,Agaric,,,21150,0,8460,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,,,,,Fatima Zahra,,,,,,,,,,,,
8,Objet Général,1775,,,Savoye,Exports,Agneaux,,,1926,0,863,en nombre,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,,,,,Fatima Zahra,,,,,,,,,,,,
9,Objet Général,1775,,,Allemagne,Exports,Agréments,,,1440,0,36,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,5790,,,,Fatima Zahra,,,,,,,,,,,,
10,Objet Général,1775,,,Flandre,Exports,Agréments,,,4350,0,87,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,5790,,,,Fatima Zahra,,,,,,,,,,,,
11,Objet Général,1775,,,Allemagne,Exports,Ajustements,,,4838,0,,,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,9918,,,,Fatima Zahra,,,,,,,,,,,,
12,Objet Général,1775,,,Angleterre,Exports,Ajustements,,,3480,0,,,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,9918,,,,Fatima Zahra,,,,,,,,,,,,
13,Objet Général,1775,,,Russie,Exports,Ajustements,,,1600,0,,,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,9918,,,,Fatima Zahra,,,,,,,,,,,,
14,Objet Général,1775,,,Espagne,Exports,Alun,,,3547,0,17735,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,71023,,,,Fatima Zahra,,,,,,,,,,,,
15,Objet Général,1775,,,Hollande,Exports,Alun,,,2240,0,11200,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,71023,,,,Fatima Zahra,,,,,,,,,,,,
16,Objet Général,1775,,,Italie,Exports,Alun,,,14404,0,72020,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,71023,,,,Fatima Zahra,,,,,,,,,,,,
17,Objet Général,1775,,,Levant,Exports,Alun,,,38595,0,192975,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,71023,,,,Fatima Zahra,,,,,,,,,,,,
18,Objet Général,1775,,,Nord,Exports,Alun,,,7806,0,39030,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,71023,,,,Fatima Zahra,,,,,,,,,,,,
19,Objet Général,1775,,,Savoye,Exports,Alun,,,2114,0,10570,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,71023,,,,Fatima Zahra,,,,,,,,,,,,
20,Objet Général,1775,,,Suisse,Exports,Alun,,,2317,0,10300,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,3,71023,,,,Fatima Zahra,,,,,,,,,,,,
21,Objet Général,1775,,,Angleterre,Exports,Amandes,,,1400,0,7000,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,5,254793,,,,Fatima Zahra,,,,,,,,,,,,
22,Objet Général,1775,,,Espagne,Exports,Amandes,,,6800,0,34000,livres,,sources/Objet Général/AN_F12_242_Exports_1775.csv,AN F12 242,5,254793,,,,Fatima Zahra,,,,,,,,,,,,
